Ewe/V;"I/mA"
-8.857115507125854E-001;0.000000000000000E+000
-4.328925907611847E-001;0.000000000000000E+000
-1.000264167785645E+000;-1.567785143852234E+001
-9.985128641128540E-001;-9.778798224541404E+000
-9.953981041908264E-001;-7.406484669569011E+000
-9.923710823059082E-001;-6.674655322969883E+000
-9.892875552177429E-001;-6.253036325775469E+000
-9.861573576927185E-001;-5.952738467662499E+000
-9.831545352935791E-001;-5.698760939618889E+000
-9.799800515174866E-001;-5.453952981581381E+000
-9.770478606224060E-001;-5.253512469096528E+000
-9.738690257072449E-001;-5.065039644758954E+000
-9.707759022712708E-001;-4.890852896032914E+000
-9.677315950393677E-001;-4.728533810547980E+000
-9.646333456039429E-001;-4.571710069889889E+000
-9.615712761878967E-001;-4.435658065380089E+000
-9.585031270980835E-001;-4.307570731519533E+000
-9.553905129432678E-001;-4.183021223330002E+000
-9.523251652717590E-001;-4.070696205924605E+000
-9.492161273956299E-001;-3.961705192266557E+000
-9.462130069732666E-001;-3.853209071148193E+000
-9.430822134017944E-001;-3.761792546173169E+000
-9.399512410163879E-001;-3.668951545397395E+000
-9.368852376937866E-001;-3.585099651456183E+000
-9.337366223335266E-001;-3.503556358665627E+000
-9.307797551155090E-001;-3.418342304688423E+000
-9.275990128517151E-001;-3.345164702013264E+000
-9.246114492416382E-001;-3.278226408025997E+000
-9.215403795242310E-001;-3.212671719692871E+000
-9.184187650680542E-001;-3.150918910477820E+000
-9.154270291328430E-001;-3.093510973592785E+000
-9.122868180274963E-001;-3.030578295022757E+000
-9.091359376907349E-001;-2.967532408380873E+000
-9.061692953109741E-001;-2.908081317115634E+000
-9.030375480651855E-001;-2.859132110032764E+000
-8.999630808830261E-001;-2.803121013385663E+000
-8.968844413757324E-001;-2.750003437238156E+000
-8.937212228775024E-001;-2.693503520261729E+000
-8.906874656677246E-001;-2.641214882591417E+000
-8.875938653945923E-001;-2.591764516295434E+000
-8.845650553703308E-001;-2.545753879460150E+000
-8.814683556556702E-001;-2.503069851252704E+000
-8.784536719322205E-001;-2.460994060780500E+000
-8.753582239151001E-001;-2.416379381459947E+000
-8.722106218338013E-001;-2.380126008443068E+000
-8.691256046295166E-001;-2.346540711319207E+000
-8.659960627555847E-001;-2.305878587236879E+000
-8.629269003868103E-001;-2.266594457202437E+000
-8.598894476890564E-001;-2.225930393866300E+000
-8.568003773689270E-001;-2.183747842118073E+000
-8.537402749061584E-001;-2.149448694810815E+000
-8.506784439086914E-001;-2.114282525254289E+000
-8.475573658943176E-001;-2.078243287421252E+000
-8.445306420326233E-001;-2.042750117994232E+000
-8.413629531860352E-001;-2.006595577590129E+000
-8.384103775024414E-001;-1.970991677655917E+000
-8.352717757225037E-001;-1.932515029592869E+000
-8.322832584381104E-001;-1.900775858168835E+000
-8.291400074958801E-001;-1.868064377601359E+000
-8.260294795036316E-001;-1.835695254393585E+000
-8.228904008865356E-001;-1.803482252036140E+000
-8.198541402816772E-001;-1.771279450325629E+000
-8.168029785156250E-001;-1.742385345163239E+000
-8.137422204017639E-001;-1.718355734629434E+000
-8.105900287628174E-001;-1.685323600893905E+000
-8.075771331787109E-001;-1.655571721228981E+000
-8.044750690460205E-001;-1.625627538756930E+000
-8.014588952064514E-001;-1.598302909111219E+000
-7.983802556991577E-001;-1.570765631288438E+000
-7.952262759208679E-001;-1.545701787424655E+000
-7.921931743621826E-001;-1.526099968081013E+000
-7.890678644180298E-001;-1.507134385415387E+000
-7.860686779022217E-001;-1.490752824232428E+000
-7.829589247703552E-001;-1.459695967695485E+000
-7.797942757606506E-001;-1.428638348980471E+000
-7.768586277961731E-001;-1.401057568841551E+000
-7.736579775810242E-001;-1.374084090723544E+000
-7.705996036529541E-001;-1.347422126878348E+000
-7.675505280494690E-001;-1.322002277143626E+000
-7.644611597061157E-001;-1.297690850660807E+000
-7.614493370056152E-001;-1.274863126238593E+000
-7.583092451095581E-001;-1.253221703758882E+000
-7.553046345710754E-001;-1.235267511675591E+000
-7.521535754203796E-001;-1.212068981579712E+000
-7.490440607070923E-001;-1.188323744458675E+000
-7.460215687751770E-001;-1.168192554294812E+000
-7.429279685020447E-001;-1.147688235794362E+000
-7.398217320442200E-001;-1.127141132711929E+000
-7.367833256721497E-001;-1.107494465139877E+000
-7.336410880088806E-001;-1.088907608307598E+000
-7.305803894996643E-001;-1.065804999943385E+000
-7.274879217147827E-001;-1.027225881143723E+000
-7.245003581047058E-001;-1.011579923929975E+000
-7.214153409004211E-001;-9.947554137834747E-001
-7.182465195655823E-001;-9.779996711639676E-001
-7.152806520462036E-001;-9.610018572088102E-001
-7.120961546897888E-001;-9.437101049740306E-001
-7.090089917182922E-001;-9.285473889328912E-001
-7.059673666954041E-001;-9.128445085562706E-001
-7.027996778488159E-001;-8.968762612356462E-001
-7.011302709579468E-001;-8.882716594228306E-001
-7.004817128181458E-001;-8.731812645088546E-001
