Ewe/V;"I/mA"
6.020759344100952E-001;0.000000000000000E+000
5.171401500701904E-001;0.000000000000000E+000
-7.011205554008484E-001;-1.117493395312081E+002
-7.030815482139587E-001;-1.784742533366142E+001
-7.062044143676758E-001;-7.766787843449308E+000
-7.093940973281860E-001;-6.522881582214858E+000
-7.123960852622986E-001;-5.915219438784803E+000
-7.154927253723145E-001;-5.536798671879396E+000
-7.185983657836914E-001;-5.265627220823433E+000
-7.215877771377563E-001;-5.086055256842888E+000
-7.246362566947937E-001;-4.919365362070504E+000
-7.277919650077820E-001;-4.769027244597559E+000
-7.308515906333923E-001;-4.660163285427629E+000
-7.339401841163635E-001;-4.563968077093485E+000
-7.371386289596558E-001;-4.478152629829367E+000
-7.404121756553650E-001;-4.394859188974280E+000
-7.434940338134766E-001;-4.329122053068801E+000
-7.465144991874695E-001;-4.264408705032956E+000
-7.496643066406250E-001;-4.208543276569536E+000
-7.527536153793335E-001;-4.156050061490703E+000
-7.557597160339355E-001;-4.107625900530543E+000
-7.589256167411804E-001;-4.075894066794888E+000
-7.619494795799255E-001;-4.043157612736017E+000
-7.650134563446045E-001;-4.003798403999518E+000
-7.680940628051758E-001;-3.958375791587272E+000
-7.711800932884216E-001;-3.915706992516405E+000
-7.742949128150940E-001;-3.887761534265348E+000
-7.774159908294678E-001;-3.860096149994398E+000
-7.804163098335266E-001;-3.833224944536198E+000
-7.835659384727478E-001;-3.814644605143741E+000
-7.865809798240662E-001;-3.798395756708459E+000
-7.897096276283264E-001;-3.792524446665198E+000
-7.928063273429871E-001;-3.786233138583547E+000
-7.957963943481445E-001;-3.775260114348562E+000
-7.989367246627808E-001;-3.765424180276653E+000
-8.019340634346008E-001;-3.755677046557757E+000
-8.050769567489624E-001;-3.746440483466813E+000
-8.081991076469421E-001;-3.741502883755004E+000
-8.111667633056641E-001;-3.737248868996787E+000
-8.143231868743896E-001;-3.735684821123495E+000
-8.173107504844666E-001;-3.737429772589920E+000
-8.204556703567505E-001;-3.739560610641234E+000
-8.235580325126648E-001;-3.746131537240828E+000
-8.266020417213440E-001;-3.749816664933818E+000
-8.297393321990967E-001;-3.751821689227498E+000
-8.328702449798584E-001;-3.753761843010238E+000
-8.358129262924194E-001;-3.757705638370055E+000
-8.389657139778137E-001;-3.765273242284124E+000
-8.419790267944336E-001;-3.767815146273080E+000
-8.450580835342407E-001;-3.763995143149103E+000
-8.482022285461426E-001;-3.770939332960273E+000
-8.512191772460938E-001;-3.777262906345225E+000
-8.542780280113220E-001;-3.784777762257377E+000
-8.574361205101013E-001;-3.791936003736765E+000
-8.604184389114380E-001;-3.795972119689383E+000
-8.636539578437805E-001;-3.798564089073381E+000
-8.666203022003174E-001;-3.800979103842941E+000
-8.697720766067505E-001;-3.802297631105429E+000
-8.728625178337097E-001;-3.802956264499386E+000
-8.758690953254700E-001;-3.804317332744148E+000
-8.790653944015503E-001;-3.805304656308053E+000
-8.820064067840576E-001;-3.805937325447090E+000
-8.850743770599365E-001;-3.805781776529301E+000
-8.882834315299988E-001;-3.809275191231421E+000
-8.912318348884583E-001;-3.814455243407437E+000
-8.943454027175903E-001;-3.816569887561329E+000
-8.973637223243713E-001;-3.819496795287350E+000
-9.005219340324402E-001;-3.819403006583599E+000
-9.036399722099304E-001;-3.821845721837903E+000
-9.066390991210938E-001;-3.824445837796176E+000
-9.098088741302490E-001;-3.828045761960723E+000
-9.127571582794189E-001;-3.828975014928528E+000
-9.159281253814697E-001;-3.831997979576244E+000
-9.190184473991394E-001;-3.837930734630664E+000
-9.220452308654785E-001;-3.841900927141644E+000
-9.252224564552307E-001;-3.847243864298640E+000
-9.282396435737610E-001;-3.852372845674079E+000
-9.313333034515381E-001;-3.856784509880711E+000
-9.344173073768616E-001;-3.867233196274178E+000
-9.374164342880249E-001;-3.881624206988107E+000
-9.406021237373352E-001;-3.897852722613983E+000
-9.436352849006653E-001;-3.905978951728031E+000
-9.467372894287109E-001;-3.921116636985591E+000
-9.498721361160278E-001;-3.953145628095129E+000
-9.529486894607544E-001;-3.982327557821854E+000
-9.560571312904358E-001;-4.003201410472798E+000
-9.590701460838318E-001;-4.014046715591221E+000
-9.621475338935852E-001;-4.043100935955799E+000
-9.651917219161987E-001;-4.073304800837974E+000
-9.682736992835999E-001;-4.101742308878443E+000
-9.714021682739258E-001;-4.136742539888395E+000
-9.743589758872986E-001;-4.167737885560875E+000
-9.775002598762512E-001;-4.191423264924069E+000
-9.806325435638428E-001;-4.233870679604166E+000
-9.836580157279968E-001;-4.277694239316035E+000
-9.868077039718628E-001;-4.314083445504508E+000
-9.898196458816528E-001;-4.343874361427702E+000
-9.929651021957397E-001;-4.379366129126467E+000
-9.960522055625916E-001;-4.423361001108404E+000
-9.989225864410400E-001;-4.459126035420695E+000
-1.000658273696899E+000;-4.489914023999084E+000
