Potential (V vs. RHE),Current density (mA/cm²)
-0.4754,-252.3636
-0.4749,-253.5003
-0.4734,-254.4867
-0.4703,-248.5114
-0.4673,-244.4685
-0.4641,-226.1648
-0.4611,-192.2956
-0.4580,-163.6464
-0.4549,-153.8129
-0.4519,-145.1516
-0.4488,-133.6012
-0.4457,-116.3083
-0.4426,-105.8309
-0.4395,-95.8737
-0.4364,-85.9970
-0.4333,-80.9298
-0.4302,-75.9512
-0.4272,-79.0763
-0.4241,-94.2462
-0.4150,-767.1922
-0.4115,-421.1487
-0.4083,-297.8490
-0.4053,-225.4029
-0.4023,-166.4888
-0.3992,-149.1842
-0.3961,-136.8368
-0.3930,-125.8440
-0.3900,-119.1133
-0.3869,-110.9076
-0.3838,-100.0528
-0.3815,-642.5655
-0.3808,-93.7636
-0.3776,-88.6566
-0.3745,-82.8051
-0.3715,-78.0406
-0.3684,-73.3726
-0.3654,-68.5076
-0.3622,-64.0909
-0.3592,-60.2985
-0.3562,-56.8568
-0.3530,-53.0316
-0.3501,-50.7735
-0.3468,-47.8681
-0.3438,-46.4623
-0.3408,-44.6233
-0.3376,-41.2426
-0.3346,-39.1727
-0.3314,-37.1525
-0.3284,-35.2903
-0.3254,-34.0323
-0.3223,-32.2832
-0.3192,-31.3031
-0.3161,-29.8902
-0.3130,-27.9129
-0.3100,-26.8335
-0.3069,-26.2320
-0.3039,-24.9545
-0.3007,-23.9907
-0.2977,-23.5227
-0.2946,-22.2590
-0.2914,-20.7850
-0.2883,-20.4058
-0.2852,-19.9467
-0.2822,-17.6865
-0.2791,-17.3544
-0.2760,-17.0354
-0.2730,-16.7404
-0.2699,-16.4947
-0.2667,-16.0516
-0.2637,-15.4958
-0.2606,-15.0828
-0.2575,-14.9155
-0.2545,-14.6809
-0.2514,-14.4444
-0.2483,-14.2289
-0.2452,-12.6558
-0.2422,-12.3986
-0.2391,-12.2848
-0.2360,-12.1565
-0.2329,-11.9231
-0.2298,-11.5967
-0.2267,-11.5642
-0.2236,-11.4191
-0.2205,-11.0260
-0.2175,-10.5345
-0.2144,-10.4745
-0.2113,-10.3313
-0.2082,-10.0018
-0.2052,-9.7758
-0.2020,-9.3610
-0.1990,-9.2227
-0.1959,-9.1346
-0.1928,-9.1233
-0.1898,-8.5903
-0.1867,-8.3797
-0.1835,-8.2725
-0.1806,-8.1996
-0.1774,-8.0601
-0.1744,-7.9113
-0.1713,-7.5418
-0.1682,-7.4029
-0.1652,-7.3613
-0.1620,-7.2456
-0.1590,-7.1706
-0.1559,-7.0661
-0.1528,-6.8733
-0.1497,-6.7086
-0.1466,-6.5996
-0.1436,-6.5096
-0.1405,-6.4280
-0.1374,-6.1297
-0.1344,-5.9237
-0.1312,-5.7717
-0.1282,-5.6568
-0.1251,-5.5555
-0.1220,-5.4513
-0.1189,-5.3016
-0.1158,-5.1516
-0.1128,-5.0379
-0.1097,-4.8947
-0.1066,-4.7588
-0.1036,-4.6190
-0.1005,-4.4863
-0.0974,-4.3420
-0.0944,-4.2190
-0.0912,-4.1003
-0.0882,-3.9724
-0.0850,-3.8541
-0.0820,-3.7391
-0.0789,-3.6378
-0.0758,-3.5279
-0.0728,-3.4313
-0.0697,-3.3334
-0.0667,-3.2404
-0.0635,-3.1554
-0.0605,-3.0569
-0.0574,-2.9732
-0.0543,-2.8881
-0.0512,-2.8215
-0.0481,-2.7489
-0.0450,-2.6753
-0.0419,-2.6147
-0.0389,-2.5524
-0.0358,-2.5018
-0.0328,-2.4539
-0.0297,-2.4043
-0.0266,-2.3650
-0.0235,-2.3310
-0.0204,-2.3014
-0.0173,-2.2658
-0.0142,-2.2340
-0.0111,-2.2097
-0.0080,-2.1868
-0.0050,-2.1629
-0.0019,-2.1441
0.0012,-2.1271
0.0042,-2.1051
0.0073,-2.0892
0.0104,-2.0680
0.0135,-2.0502
0.0166,-2.0361
0.0196,-2.0225
0.0227,-2.0096
0.0258,-1.9979
0.0289,-1.9858
0.0320,-1.9712
0.0351,-1.9572
0.0382,-1.9448
0.0412,-1.9310
0.0442,-1.9192
0.0474,-1.9064
0.0504,-1.8919
0.0536,-1.8760
0.0566,-1.8657
0.0596,-1.8565
0.0628,-1.8463
0.0658,-1.8354
0.0690,-1.8220
0.0719,-1.8083
0.0751,-1.7963
0.0782,-1.7797
0.0812,-1.7652
0.0844,-1.7506
0.0873,-1.7353
0.0905,-1.7201
0.0936,-1.7049
0.0966,-1.6911
0.0998,-1.6742
0.1028,-1.6581
0.1059,-1.6424
0.1089,-1.6301
0.1120,-1.6101
0.1152,-1.5933
0.1182,-1.5750
0.1213,-1.5579
0.1238,-1149.9943
0.1243,-1.5405
0.1274,-1.5215
0.1305,-1.5032
0.1335,-1.4846
0.1367,-1.4640
0.1398,-1.4414
0.1428,-1.4218
0.1460,-1.4029
0.1490,-1.3834
0.1521,-1.3634
0.1551,-1.3438
0.1582,-1.3241
0.1613,-1.3064
0.1643,-1.2810
0.1674,-1.2600
0.1706,-1.2403
0.1735,-1.2209
0.1767,-1.2006
0.1798,-1.1795
0.1829,-1.1603
0.1860,-1.1402
0.1889,-1.1197
0.1921,-1.1018
0.1951,-1.0839
0.1983,-1.0679
0.2013,-1.0518
0.2044,-1.0377
0.2075,-1.0250
0.2106,-1.0154
0.2136,-1.0125
0.2167,-1.0220
0.2198,-1.0664
0.2229,-1.4256
0.2245,-3.5111
0.2441,0.0000
0.4609,0.0000
