Potential (V vs. RHE),Current density (mA/cm²)
-0.4750,-433.9656
-0.4747,-430.0774
-0.4731,-425.4056
-0.4700,-397.6221
-0.4670,-320.2071
-0.4638,-285.2164
-0.4608,-275.2370
-0.4577,-270.6246
-0.4546,-265.0132
-0.4516,-253.3178
-0.4485,-249.3888
-0.4454,-245.3139
-0.4423,-241.3041
-0.4393,-224.9922
-0.4362,-194.3365
-0.4330,-187.1216
-0.4300,-181.8596
-0.4269,-171.5114
-0.4239,-166.5312
-0.4208,-158.1935
-0.4177,-148.7393
-0.4147,-143.6194
-0.4115,-137.5777
-0.4085,-135.1753
-0.4054,-132.0841
-0.4023,-127.5833
-0.3992,-122.8680
-0.3961,-117.3825
-0.3931,-101.1279
-0.3899,-94.5805
-0.3869,-90.8446
-0.3839,-85.3998
-0.3807,-82.1367
-0.3777,-78.9169
-0.3746,-74.3108
-0.3715,-72.4431
-0.3684,-68.7734
-0.3653,-65.5998
-0.3623,-61.8865
-0.3592,-59.7167
-0.3561,-56.6096
-0.3531,-53.9657
-0.3500,-52.7249
-0.3469,-49.7501
-0.3438,-48.7439
-0.3407,-46.1920
-0.3377,-42.9173
-0.3345,-42.0612
-0.3315,-39.9200
-0.3284,-38.1951
-0.3253,-36.2713
-0.3223,-34.8061
-0.3192,-33.7498
-0.3161,-32.3108
-0.3130,-31.0148
-0.3099,-29.0698
-0.3069,-28.3509
-0.3037,-27.3062
-0.3006,-26.8330
-0.2975,-26.3349
-0.2945,-25.7331
-0.2915,-24.5024
-0.2883,-24.1595
-0.2852,-22.8341
-0.2821,-20.8918
-0.2791,-20.6944
-0.2761,-19.7186
-0.2728,-19.5720
-0.2699,-18.7300
-0.2667,-18.3816
-0.2637,-18.0148
-0.2606,-17.1798
-0.2575,-17.2034
-0.2545,-17.0284
-0.2514,-16.8302
-0.2483,-15.7032
-0.2453,-15.7186
-0.2421,-15.5055
-0.2391,-15.0196
-0.2359,-14.9554
-0.2329,-15.2475
-0.2298,-15.0062
-0.2267,-14.3692
-0.2237,-13.5229
-0.2205,-13.3943
-0.2176,-13.5179
-0.2144,-12.7913
-0.2113,-12.3996
-0.2083,-12.2538
-0.2052,-12.3026
-0.2021,-12.1450
-0.1991,-12.0255
-0.1958,-11.4523
-0.1929,-11.4136
-0.1898,-11.3928
-0.1867,-11.2593
-0.1837,-11.2895
-0.1805,-11.3440
-0.1775,-10.9737
-0.1744,-10.6131
-0.1713,-10.5308
-0.1682,-10.1343
-0.1650,-9.9423
-0.1621,-9.8757
-0.1589,-9.8059
-0.1558,-9.5368
-0.1529,-9.0485
-0.1497,-8.6521
-0.1467,-8.5292
-0.1436,-8.4591
-0.1405,-8.3628
-0.1375,-8.2780
-0.1343,-8.1974
-0.1313,-7.8931
-0.1282,-7.6492
-0.1251,-7.5212
-0.1221,-7.3738
-0.1188,-7.2730
-0.1159,-7.1309
-0.1128,-6.9461
-0.1097,-6.6700
-0.1067,-6.5022
-0.1036,-6.3488
-0.1005,-6.1891
-0.0974,-6.0264
-0.0943,-5.8536
-0.0912,-5.6956
-0.0881,-5.5308
-0.0851,-5.3631
-0.0820,-5.2028
-0.0789,-5.0294
-0.0758,-4.8556
-0.0727,-4.6931
-0.0697,-4.5255
-0.0666,-4.3659
-0.0635,-4.2088
-0.0604,-4.0448
-0.0574,-3.8987
-0.0544,-3.7483
-0.0512,-3.6077
-0.0481,-3.4704
-0.0450,-3.3384
-0.0419,-3.2132
-0.0389,-3.0931
-0.0358,-2.9789
-0.0328,-2.8813
-0.0296,-2.7724
-0.0266,-2.6871
-0.0235,-2.6080
-0.0204,-2.5228
-0.0174,-2.4545
-0.0142,-2.3933
-0.0111,-2.3392
-0.0080,-2.2820
-0.0049,-2.2395
-0.0019,-2.1983
0.0012,-2.1633
0.0042,-2.1323
0.0072,-2.1033
0.0105,-2.0763
0.0135,-2.0506
0.0165,-2.0255
0.0197,-2.0056
0.0227,-1.9871
0.0259,-1.9690
0.0289,-1.9519
0.0320,-1.9370
0.0351,-1.9227
0.0381,-1.9091
0.0412,-1.8964
0.0443,-1.8826
0.0474,-1.8697
0.0505,-1.8571
0.0535,-1.8437
0.0566,-1.8311
0.0596,-1.8203
0.0627,-1.8085
0.0659,-1.7968
0.0689,-1.7804
0.0720,-1.7686
0.0750,-1.7552
0.0782,-1.7420
0.0813,-1.7285
0.0842,-1.7152
0.0874,-1.7017
0.0904,-1.6878
0.0935,-1.6735
0.0967,-1.6590
0.0997,-1.6443
0.1028,-1.6292
0.1059,-1.6142
0.1090,-1.5987
0.1120,-1.5841
0.1150,-1.5702
0.1182,-1.5545
0.1213,-1.5383
0.1243,-1.5202
0.1274,-1.5016
0.1304,-1.4846
0.1336,-1.4683
0.1366,-1.4514
0.1397,-1.4345
0.1429,-1.4174
0.1459,-1.4008
0.1491,-1.3843
0.1521,-1.3674
0.1551,-1.3510
0.1582,-1.3344
0.1613,-1.3181
0.1644,-1.3024
0.1674,-1.2867
0.1705,-1.2712
0.1736,-1.2564
0.1767,-1.2412
0.1798,-1.2265
0.1829,-1.2123
0.1859,-1.1980
0.1890,-1.1843
0.1920,-1.1710
0.1952,-1.1587
0.1983,-1.1473
0.2013,-1.1369
0.2044,-1.1276
0.2074,-1.1205
0.2106,-1.1168
0.2136,-1.1194
0.2166,-1.1384
0.2199,-1.2126
0.2229,-1.8646
0.2247,-6.5361
0.2533,0.0000
0.6027,0.0000
