Potential (V vs. RHE),Current density (mA/cm²)
-0.0746,-23.7572
-0.0732,-13.3586
-0.0700,-8.4238
-0.0669,-7.2719
-0.0639,-6.6786
-0.0608,-6.2834
-0.0578,-5.9851
-0.0545,-5.7397
-0.0516,-5.5337
-0.0484,-5.3539
-0.0453,-5.1857
-0.0423,-5.0393
-0.0392,-4.8959
-0.0361,-4.7540
-0.0331,-4.6373
-0.0300,-4.5172
-0.0269,-4.4260
-0.0238,-4.3403
-0.0207,-4.2424
-0.0177,-4.1614
-0.0146,-4.0683
-0.0115,-3.9861
-0.0083,-3.9102
-0.0053,-3.8257
-0.0022,-3.7545
0.0009,-3.6866
0.0039,-3.6147
0.0053,0.0000
0.0070,-3.5393
0.0100,-3.4786
0.0131,-3.4137
0.0163,-3.3439
0.0192,-3.2813
0.0225,-3.2384
0.0254,-3.1821
0.0286,-3.1187
0.0316,-3.0635
0.0347,-3.0128
0.0379,-2.9627
0.0408,-2.9141
0.0439,-2.8539
0.0470,-2.8127
0.0500,-2.7713
0.0532,-2.7288
0.0562,-2.6820
0.0593,-2.6248
0.0624,-2.5740
0.0655,-2.5304
0.0686,-2.4882
0.0717,-2.4459
0.0747,-2.4074
0.0778,-2.3532
0.0809,-2.3153
0.0840,-2.2737
0.0870,-2.2309
0.0902,-2.1886
0.0932,-2.1401
0.0963,-2.0998
0.0994,-2.0569
0.1025,-2.0163
0.1055,-1.9766
0.1086,-1.9396
0.1117,-1.8976
0.1148,-1.8650
0.1179,-1.8313
0.1210,-1.7967
0.1241,-1.7613
0.1271,-1.7264
0.1302,-1.6918
0.1332,-1.6508
0.1363,-1.6151
0.1394,-1.5915
0.1424,-1.5603
0.1456,-1.5273
0.1487,-1.4957
0.1517,-1.4641
0.1549,-1.4327
0.1578,-1.3940
0.1610,-1.3679
0.1640,-1.3403
0.1671,-1.3119
0.1703,-1.2829
0.1732,-1.2562
0.1764,-1.2293
0.1795,-1.2036
0.1824,-1.1713
0.1857,-1.1470
0.1886,-1.1224
0.1918,-1.0989
0.1948,-1.0749
0.1979,-1.0522
0.2010,-1.0285
0.2040,-1.0041
0.2071,-0.9811
0.2102,-0.9586
0.2133,-0.9327
0.2164,-0.9112
0.2194,-0.8909
0.2226,-0.8713
0.2243,-0.8593
0.2248,-0.8362
0.3062,0.0000
