Potential (V vs. RHE),Current density (mA/cm²)
-0.4751,-302.4360
-0.4748,-301.4288
-0.4731,-294.8101
-0.4701,-285.7196
-0.4669,-274.9324
-0.4638,-255.3613
-0.4608,-248.0633
-0.4577,-238.7250
-0.4546,-226.1328
-0.4516,-217.7823
-0.4484,-205.2416
-0.4454,-188.1420
-0.4424,-180.0801
-0.4393,-174.7160
-0.4363,-163.8477
-0.4331,-155.4862
-0.4301,-137.7458
-0.4269,-130.6760
-0.4239,-128.6601
-0.4208,-117.4966
-0.4177,-111.4987
-0.4147,-108.8641
-0.4116,-98.6081
-0.4085,-95.8879
-0.4053,-92.9685
-0.4023,-88.7403
-0.3992,-84.3995
-0.3962,-82.5727
-0.3931,-77.4704
-0.3901,-71.8822
-0.3869,-68.3946
-0.3839,-65.6561
-0.3807,-63.4155
-0.3777,-60.8618
-0.3747,-59.5996
-0.3715,-54.5701
-0.3685,-52.6894
-0.3654,-50.4164
-0.3624,-49.5304
-0.3593,-45.6681
-0.3562,-44.6051
-0.3531,-43.3517
-0.3500,-40.7503
-0.3469,-37.0074
-0.3438,-35.2883
-0.3408,-35.6961
-0.3377,-33.9121
-0.3346,-32.6900
-0.3316,-31.7669
-0.3284,-30.7035
-0.3254,-30.6621
-0.3223,-29.5786
-0.3192,-28.8450
-0.3162,-28.5104
-0.3131,-28.0931
-0.3100,-27.7085
-0.3069,-25.2003
-0.3038,-24.7786
-0.3007,-23.8648
-0.2976,-22.6793
-0.2945,-21.8963
-0.2914,-21.3969
-0.2884,-20.9057
-0.2853,-20.7152
-0.2821,-20.6718
-0.2791,-20.1799
-0.2760,-18.6680
-0.2729,-18.3616
-0.2698,-18.3853
-0.2668,-18.7263
-0.2637,-18.4793
-0.2606,-17.9296
-0.2575,-18.0335
-0.2545,-17.6369
-0.2514,-17.1796
-0.2483,-17.0485
-0.2452,-16.7310
-0.2421,-16.6075
-0.2391,-16.6613
-0.2360,-15.7737
-0.2329,-15.1139
-0.2298,-15.0187
-0.2267,-15.0297
-0.2237,-14.4070
-0.2206,-14.0668
-0.2176,-13.7647
-0.2145,-13.6745
-0.2114,-13.6443
-0.2083,-13.4499
-0.2052,-12.8327
-0.2021,-12.6115
-0.1990,-12.6248
-0.1960,-12.6176
-0.1929,-12.5158
-0.1898,-12.4380
-0.1867,-12.1351
-0.1837,-11.9441
-0.1806,-11.1130
-0.1775,-10.8749
-0.1744,-10.6674
-0.1714,-10.5521
-0.1683,-10.3872
-0.1651,-10.2563
-0.1621,-10.1249
-0.1590,-9.9350
-0.1559,-9.7837
-0.1528,-9.6390
-0.1497,-9.5310
-0.1466,-9.3668
-0.1436,-9.1796
-0.1406,-9.0124
-0.1374,-8.7075
-0.1344,-8.5001
-0.1314,-8.3537
-0.1282,-8.1769
-0.1251,-7.8828
-0.1220,-7.6505
-0.1189,-7.4157
-0.1160,-7.2322
-0.1128,-7.0847
-0.1098,-6.9152
-0.1066,-6.7475
-0.1035,-6.5608
-0.1005,-6.3631
-0.0974,-6.1780
-0.0944,-5.9910
-0.0912,-5.8013
-0.0882,-5.5976
-0.0850,-5.4093
-0.0820,-5.2197
-0.0790,-5.0321
-0.0758,-4.8510
-0.0728,-4.6718
-0.0698,-4.4891
-0.0666,-4.3138
-0.0636,-4.1427
-0.0605,-3.9835
-0.0574,-3.8181
-0.0543,-3.6665
-0.0512,-3.5277
-0.0481,-3.3826
-0.0450,-3.2583
-0.0420,-3.1245
-0.0389,-3.0122
-0.0359,-2.8990
-0.0328,-2.8011
-0.0297,-2.6992
-0.0266,-2.6202
-0.0235,-2.5448
-0.0204,-2.4683
-0.0174,-2.4102
-0.0142,-2.3571
-0.0111,-2.3087
-0.0081,-2.2562
-0.0050,-2.2178
-0.0019,-2.1835
0.0012,-2.1526
0.0042,-2.1263
0.0073,-2.1024
0.0104,-2.0805
0.0135,-2.0605
0.0166,-2.0335
0.0195,-2.0157
0.0227,-1.9996
0.0257,-1.9850
0.0288,-1.9708
0.0320,-1.9578
0.0350,-1.9452
0.0381,-1.9333
0.0412,-1.9208
0.0442,-1.9090
0.0473,-1.8971
0.0504,-1.8867
0.0535,-1.8754
0.0566,-1.8646
0.0596,-1.8544
0.0628,-1.8428
0.0658,-1.8339
0.0689,-1.8163
0.0720,-1.8043
0.0750,-1.7922
0.0782,-1.7793
0.0812,-1.7668
0.0842,-1.7544
0.0874,-1.7415
0.0904,-1.7292
0.0936,-1.7172
0.0966,-1.7042
0.0997,-1.6915
0.1028,-1.6794
0.1058,-1.6674
0.1090,-1.6546
0.1120,-1.6424
0.1151,-1.6296
0.1181,-1.6170
0.1212,-1.6046
0.1243,-1.5869
0.1273,-1.5729
0.1305,-1.5612
0.1335,-1.5486
0.1366,-1.5345
0.1397,-1.5199
0.1428,-1.5047
0.1459,-1.4894
0.1490,-1.4740
0.1521,-1.4596
0.1552,-1.4450
0.1582,-1.4309
0.1612,-1.4170
0.1643,-1.4025
0.1674,-1.3883
0.1705,-1.3738
0.1735,-1.3604
0.1767,-1.3472
0.1798,-1.3343
0.1828,-1.3210
0.1859,-1.3070
0.1890,-1.2936
0.1921,-1.2811
0.1952,-1.2682
0.1982,-1.2568
0.2014,-1.2465
0.2044,-1.2376
0.2074,-1.2298
0.2105,-1.2248
0.2136,-1.2249
0.2166,-1.2348
0.2198,-1.2793
0.2228,-1.8298
0.2248,-5.6705
0.2474,0.0000
0.5190,0.0000
