Ewe/V;"I/mA"
2.199537307024002E-001;0.000000000000000E+000
2.708798646926880E-001;0.000000000000000E+000
3.023015260696411E-001;0.000000000000000E+000
3.238597810268402E-001;0.000000000000000E+000
3.399426341056824E-001;0.000000000000000E+000
3.525914251804352E-001;0.000000000000000E+000
3.620160222053528E-001;0.000000000000000E+000
3.703531622886658E-001;0.000000000000000E+000
3.762101233005524E-001;0.000000000000000E+000
3.815710842609406E-001;0.000000000000000E+000
3.857682645320892E-001;0.000000000000000E+000
3.891069293022156E-001;0.000000000000000E+000
3.922739028930664E-001;0.000000000000000E+000
3.944106400012970E-001;0.000000000000000E+000
3.960895240306854E-001;0.000000000000000E+000
3.981308937072754E-001;0.000000000000000E+000
3.991992473602295E-001;0.000000000000000E+000
4.005347192287445E-001;0.000000000000000E+000
4.013741612434387E-001;0.000000000000000E+000
4.022136032581329E-001;0.000000000000000E+000
4.029195010662079E-001;0.000000000000000E+000
4.036062955856323E-001;0.000000000000000E+000
4.042167961597443E-001;0.000000000000000E+000
4.043694138526917E-001;0.000000000000000E+000
4.049608409404755E-001;0.000000000000000E+000
4.053996503353119E-001;0.000000000000000E+000
4.056476652622223E-001;0.000000000000000E+000
4.059529006481171E-001;0.000000000000000E+000
4.058384299278259E-001;0.000000000000000E+000
4.063726365566254E-001;0.000000000000000E+000
4.066015779972076E-001;0.000000000000000E+000
4.066206514835358E-001;0.000000000000000E+000
4.068686664104462E-001;0.000000000000000E+000
4.065824747085571E-001;0.000000000000000E+000
4.068114161491394E-001;0.000000000000000E+000
4.070403575897217E-001;0.000000000000000E+000
4.069258868694305E-001;0.000000000000000E+000
4.073646962642670E-001;0.000000000000000E+000
4.067732691764832E-001;0.000000000000000E+000
4.069068133831024E-001;0.000000000000000E+000
4.069258868694305E-001;0.000000000000000E+000
4.066015779972076E-001;0.000000000000000E+000
4.067541956901550E-001;0.000000000000000E+000
4.066015779972076E-001;0.000000000000000E+000
4.066778719425201E-001;0.000000000000000E+000
4.067351222038269E-001;0.000000000000000E+000
4.064489305019379E-001;0.000000000000000E+000
4.065443277359009E-001;0.000000000000000E+000
4.064298570156097E-001;0.000000000000000E+000
4.066397249698639E-001;0.000000000000000E+000
