"Ewe/V";"I/mA"
4.856230914592743E-001;0.000000000000000E+000
3.978447020053864E-001;0.000000000000000E+000
6.995177865028381E-001;4.940153986612961E+001
6.978877782821655E-001;2.921027542515476E+001
6.947252750396729E-001;2.096891999767760E+001
6.916610002517700E-001;1.873298002503367E+001
6.886252164840698E-001;1.751399284867841E+001
6.854271888732910E-001;1.674713632069120E+001
6.824116706848145E-001;1.624658917362422E+001
6.793102025985718E-001;1.595429302618555E+001
6.762656569480896E-001;1.577457531242615E+001
6.731915473937988E-001;1.568971004970786E+001
6.700578331947327E-001;1.578035528773702E+001
6.670138239860535E-001;1.587677139086804E+001
6.639502048492432E-001;1.604366362636148E+001
6.608845591545105E-001;1.630178696144094E+001
6.577923893928528E-001;1.656408178404746E+001
6.546764373779297E-001;1.687339213507775E+001
6.516398191452026E-001;1.724521363795554E+001
6.485427618026733E-001;1.763591818648405E+001
6.455055475234985E-001;1.802779022846667E+001
6.424459218978882E-001;1.841287937099310E+001
6.392652988433838E-001;1.879158735459998E+001
6.363032460212708E-001;1.914414065428360E+001
6.331441998481750E-001;1.947195770700819E+001
6.301082968711853E-001;1.977123192886188E+001
6.269624233245850E-001;2.002914390228167E+001
6.238548755645752E-001;2.031162689339607E+001
6.208879351615906E-001;2.052654083586728E+001
6.177516579627991E-001;2.066335616158119E+001
6.147364974021912E-001;2.078185913895226E+001
6.115494966506958E-001;2.086583860163236E+001
6.085392236709595E-001;2.091171480963095E+001
6.055243015289307E-001;2.091076313147559E+001
6.023099422454834E-001;2.087570052351100E+001
5.992701649665833E-001;2.079644915831454E+001
5.962337255477905E-001;2.069119205004893E+001
5.931115150451660E-001;2.055990096870624E+001
5.900655984878540E-001;2.039420861825835E+001
5.869689583778381E-001;2.020666343082567E+001
5.838750600814819E-001;1.999566264196397E+001
5.808076262474060E-001;1.977049023858697E+001
5.776359438896179E-001;1.951265906140220E+001
5.745707750320435E-001;1.922738589298069E+001
5.715563893318176E-001;1.892739543062726E+001
5.684916377067566E-001;1.858564422670554E+001
5.654006004333496E-001;1.824223316865690E+001
5.622324347496033E-001;1.787101881552110E+001
5.592169165611267E-001;1.748622767356687E+001
5.561391115188599E-001;1.708521042086105E+001
5.530422329902649E-001;1.667050985684250E+001
5.500748157501221E-001;1.624839201370889E+001
5.468440055847168E-001;1.581655435618620E+001
5.438835024833679E-001;1.537520138027770E+001
5.407558679580688E-001;1.491744176527777E+001
5.376926660537720E-001;1.446424882311992E+001
5.346035361289978E-001;1.403798574379207E+001
5.313545465469360E-001;1.358900530553412E+001
5.284547805786133E-001;1.312427153495393E+001
5.253092050552368E-001;1.266242057039076E+001
5.222576260566711E-001;1.221235626475723E+001
5.191957354545593E-001;1.175168531974506E+001
5.160540938377380E-001;1.129611091783333E+001
5.130579471588135E-001;1.083297947519924E+001
5.099037289619446E-001;1.037863151465668E+001
5.069287419319153E-001;9.922959236919866E+000
5.037487745285034E-001;9.488902223451930E+000
5.007199048995972E-001;9.064922618317723E+000
4.977082610130310E-001;8.636304504404507E+000
4.945033490657806E-001;8.213940870106029E+000
4.914316534996033E-001;7.781332762789503E+000
4.884158968925476E-001;7.354097961888058E+000
