"Ewe/V";"I/mA"
-6.936522126197815E-001;0.000000000000000E+000
-5.386425852775574E-001;0.000000000000000E+000
-7.008765339851379E-001;-3.581083921064817E+000
-7.023627758026123E-001;-1.304258277599434E+000
-7.053959965705872E-001;-8.441919148896324E-001
-7.085009217262268E-001;-7.393064547714676E-001
-7.116519808769226E-001;-7.040630827948728E-001
-7.146448493003845E-001;-6.877063849683704E-001
-7.178697586059570E-001;-6.809109242565690E-001
-7.208542227745056E-001;-6.795592142947786E-001
-7.239603996276855E-001;-6.820101145006391E-001
-7.270464897155762E-001;-6.859621495277430E-001
-7.300383448600769E-001;-6.915261510456308E-001
-7.330915927886963E-001;-6.982206278031864E-001
-7.363239526748657E-001;-7.053102583821342E-001
-7.393506765365601E-001;-7.129632971759117E-001
-7.424166798591614E-001;-7.197694008862658E-001
-7.454635500907898E-001;-7.278301852560860E-001
-7.485253214836121E-001;-7.361839163336477E-001
-7.517279386520386E-001;-7.448952265521434E-001
-7.547632455825806E-001;-7.536270150032980E-001
-7.578323483467102E-001;-7.629574577177194E-001
-7.608782052993774E-001;-7.717041200985104E-001
-7.639760971069336E-001;-7.844257261511798E-001
-7.670878767967224E-001;-7.919563398210521E-001
-7.700585126876831E-001;-8.006141550780779E-001
-7.732452750205994E-001;-8.099619983016009E-001
-7.762360572814941E-001;-8.193664374506113E-001
-7.793571352958679E-001;-8.284856853541420E-001
-7.824930548667908E-001;-8.382053960744827E-001
-7.854551076889038E-001;-8.474111198524916E-001
-7.885794043540955E-001;-8.563650795737696E-001
-7.917122244834900E-001;-8.653386461288282E-001
-7.947579622268677E-001;-8.735756926726319E-001
-7.978123426437378E-001;-8.823897068293132E-001
-8.008284568786621E-001;-8.910279500583744E-001
-8.039950132369995E-001;-8.993978655760753E-001
-8.070642948150635E-001;-9.073258113785787E-001
-8.101185560226440E-001;-9.159872726391693E-001
-8.131537437438965E-001;-9.241817997377275E-001
-8.162122368812561E-001;-9.329959216746850E-001
-8.194165825843811E-001;-9.446770948317962E-001
-8.224592804908752E-001;-9.516066056875800E-001
-8.255759477615356E-001;-9.598899847770390E-001
-8.285646438598633E-001;-9.677171197916969E-001
-8.317058086395264E-001;-9.757550065439169E-001
-8.348958492279053E-001;-9.840447495141262E-001
-8.378028273582459E-001;-9.926861353218825E-001
-8.409482836723328E-001;-1.002007491020288E+000
