"Ewe/V";"I/mA"
6.285563111305237E-001;0.000000000000000E+000
4.563763737678528E-001;0.000000000000000E+000
6.996215581893921E-001;1.403078606923418E+001
6.978392601013184E-001;2.007563748384962E+001
6.947658658027649E-001;1.950416433691441E+001
6.916807293891907E-001;1.818570567032879E+001
6.886250972747803E-001;1.678729865213555E+001
6.854910254478455E-001;1.549679559962762E+001
6.824357509613037E-001;1.425268171564200E+001
6.794186234474182E-001;1.313264653535914E+001
6.762274503707886E-001;1.207993655337629E+001
6.731746792793274E-001;1.102821514200662E+001
6.700235605239868E-001;1.008079306933766E+001
6.670310497283936E-001;9.190403239463905E+000
6.639616489410400E-001;8.365470306625014E+000
6.608569025993347E-001;7.596590989644660E+000
6.578525900840759E-001;6.898292196069121E+000
6.546788215637207E-001;6.261902995651340E+000
6.516652703285217E-001;5.684370328354035E+000
6.485818624496460E-001;5.163509678123390E+000
6.454323530197144E-001;4.687049749942780E+000
6.424993276596069E-001;4.255889507223387E+000
6.393162012100220E-001;3.877191409710093E+000
6.362355351448059E-001;3.541689671458997E+000
6.331763267517090E-001;3.295565823537816E+000
6.301010251045227E-001;3.020671763039552E+000
6.270853877067566E-001;2.780694160596148E+000
6.238119006156921E-001;2.568273968608590E+000
6.208578944206238E-001;2.383450110361146E+000
6.177246570587158E-001;2.220322570342866E+000
6.145849823951721E-001;2.074631060937826E+000
6.115578413009644E-001;1.950339837242613E+000
6.084653735160828E-001;1.844249877111601E+000
6.054625511169434E-001;1.738246824693606E+000
6.023915410041809E-001;1.650296009833426E+000
5.992211699485779E-001;1.563935863220338E+000
5.962188243865967E-001;1.491506853519365E+000
5.930284261703491E-001;1.418777440748789E+000
5.900726914405823E-001;1.354317538501374E+000
5.869367718696594E-001;1.295181389531598E+000
5.838821530342102E-001;1.233921214162027E+000
5.807937979698181E-001;1.179868847708594E+000
5.777034759521484E-001;1.128610394165841E+000
5.746103525161743E-001;1.077559457497849E+000
5.715394020080566E-001;1.027358861605018E+000
5.684404373168945E-001;9.826744662166931E-001
5.654677748680115E-001;9.384166236191547E-001
5.622502565383911E-001;8.939248729291442E-001
5.592973232269287E-001;8.513074487052215E-001
5.561984181404114E-001;8.121872417826461E-001
5.531345605850220E-001;7.742671145509714E-001
5.499954819679260E-001;7.363929417050379E-001
5.469304919242859E-001;6.967043332151772E-001
