Potential,Disk-O2,Ring-O2,Disk-N2,Ring-N2,Disk-Density,Ring-Density,Potential_RHE,ABS
-0.9000,-0.0015100,0.0000886,-0.00099900,0.00001600,-2.0646462440e+00,2.9333332181e-01,0.0673,2.0808100700e-01
-0.8990,-0.0014200,0.0000887,-0.00089600,0.00001580,-2.1171715260e+00,2.9454547167e-01,0.0683,1.5555572510e-01
-0.8980,-0.0013700,0.0000888,-0.00080000,0.00001550,-2.3030302525e+00,2.9616162181e-01,0.0693,3.0303001404e-02
-0.8970,-0.0013400,0.0000886,-0.00071400,0.00001560,-2.5292925835e+00,2.9494947195e-01,0.0703,2.5656533241e-01
-0.8960,-0.0013200,0.0000886,-0.00064500,0.00001530,-2.7272727489e+00,2.9616162181e-01,0.0713,4.5454549789e-01
-0.8950,-0.0012900,0.0000884,-0.00057700,0.00001520,-2.8808081150e+00,2.9575756192e-01,0.0723,6.0808086395e-01
-0.8940,-0.0012700,0.0000884,-0.00051300,0.00001520,-3.0585858822e+00,2.9575756192e-01,0.0733,7.8585863113e-01
-0.8930,-0.0012600,0.0000884,-0.00046400,0.00001500,-3.2161617279e+00,2.9656565189e-01,0.0743,9.4343447685e-01
-0.8920,-0.0012400,0.0000881,-0.00041400,0.00001490,-3.3373737335e+00,2.9575759172e-01,0.0753,1.0646464825e+00
-0.8910,-0.0012300,0.0000881,-0.00037500,0.00001490,-3.4545457363e+00,2.9575759172e-01,0.0763,1.1818184853e+00
-0.8900,-0.0012100,0.0000879,-0.00033500,0.00001460,-3.5353536606e+00,2.9616162181e-01,0.0773,1.2626264095e+00
-0.8890,-0.0012100,0.0000877,-0.00030000,0.00001460,-3.6767675877e+00,2.9535353184e-01,0.0783,1.4040403366e+00
-0.8880,-0.0012000,0.0000878,-0.00026800,0.00001450,-3.7656567097e+00,2.9616162181e-01,0.0793,1.4929294586e+00
-0.8870,-0.0011900,0.0000874,-0.00024000,0.00001440,-3.8383839130e+00,2.9494950175e-01,0.0803,1.5656566620e+00
-0.8860,-0.0011800,0.0000874,-0.00021400,0.00001440,-3.9030303955e+00,2.9494950175e-01,0.0813,1.6303031445e+00
-0.8850,-0.0011700,0.0000874,-0.00019100,0.00001420,-3.9555556774e+00,2.9575759172e-01,0.0823,1.6828284264e+00
-0.8840,-0.0011600,0.0000872,-0.00016800,0.00001420,-4.0080809593e+00,2.9494950175e-01,0.0833,1.7353537083e+00
-0.8830,-0.0011600,0.0000872,-0.00014900,0.00001410,-4.0848484039e+00,2.9535356164e-01,0.0843,1.8121211529e+00
-0.8820,-0.0011500,0.0000871,-0.00013200,0.00001400,-4.1131315231e+00,2.9535356164e-01,0.0853,1.8404042721e+00
-0.8810,-0.0011400,0.0000868,-0.00011800,0.00001390,-4.1292929649e+00,2.9454547167e-01,0.0863,1.8565657139e+00
-0.8800,-0.0011400,0.0000869,-0.00010200,0.00001390,-4.1939392090e+00,2.9494950175e-01,0.0873,1.9212119579e+00
-0.8790,-0.0011300,0.0000867,-0.00008850,0.00001380,-4.2080807686e+00,2.9454547167e-01,0.0883,1.9353535175e+00
-0.8780,-0.0011300,0.0000864,-0.00007530,0.00001370,-4.2614140511e+00,2.9373738170e-01,0.0893,1.9886868000e+00
-0.8770,-0.0011300,0.0000865,-0.00006350,0.00001370,-4.3090906143e+00,2.9414138198e-01,0.0903,2.0363633633e+00
-0.8760,-0.0011200,0.0000864,-0.00005160,0.00001370,-4.3167676926e+00,2.9373738170e-01,0.0913,2.0440404415e+00
-0.8750,-0.0011200,0.0000863,-0.00004230,0.00001360,-4.3543438911e+00,2.9373738170e-01,0.0923,2.0816166401e+00
-0.8740,-0.0011100,0.0000863,-0.00003300,0.00001350,-4.3515148163e+00,2.9414141178e-01,0.0933,2.0787875652e+00
-0.8730,-0.0011100,0.0000863,-0.00002510,0.00001350,-4.3834342957e+00,2.9414141178e-01,0.0943,2.1107070446e+00
