Potential,Disk-O2,Ring-O2,Disk-N2,Ring-N2,Disk-Density,Ring-Density,Potential_RHE,ABS
-0.9000,-0.0015400,0.0001020,-0.00070900,0.00000967,-3.3575756550e+00,3.7305048108e-01,0.0673,1.2755553722e+00
-0.8990,-0.0014600,0.0001020,-0.00064100,0.00000946,-3.3090910912e+00,3.7389898300e-01,0.0683,1.2270708084e+00
-0.8980,-0.0014200,0.0001020,-0.00058200,0.00000937,-3.3858585358e+00,3.7426263094e-01,0.0693,1.3038382530e+00
-0.8970,-0.0013900,0.0001020,-0.00053000,0.00000920,-3.4747474194e+00,3.7494948506e-01,0.0703,1.3927271366e+00
-0.8960,-0.0013600,0.0001020,-0.00048300,0.00000909,-3.5434343815e+00,3.7539392710e-01,0.0713,1.4614140987e+00
-0.8950,-0.0013400,0.0001020,-0.00044100,0.00000902,-3.6323232651e+00,3.7567678094e-01,0.0723,1.5503029823e+00
-0.8940,-0.0013100,0.0001020,-0.00040500,0.00000889,-3.6565654278e+00,3.7620201707e-01,0.0733,1.5745451450e+00
-0.8930,-0.0013000,0.0001020,-0.00037100,0.00000879,-3.7535352707e+00,3.7660607696e-01,0.0743,1.6715149879e+00
-0.8920,-0.0012800,0.0001020,-0.00034100,0.00000871,-3.7939391136e+00,3.7692928314e-01,0.0753,1.7119188309e+00
-0.8910,-0.0012600,0.0001020,-0.00031400,0.00000858,-3.8222224712e+00,3.7745454907e-01,0.0763,1.7402021885e+00
-0.8900,-0.0012500,0.0001020,-0.00028900,0.00000850,-3.8828282356e+00,3.7777778506e-01,0.0773,1.8008079529e+00
-0.8890,-0.0012400,0.0001020,-0.00026700,0.00000841,-3.9313132763e+00,3.7814140320e-01,0.0783,1.8492929935e+00
-0.8880,-0.0012200,0.0001010,-0.00024700,0.00000832,-3.9313130379e+00,3.7446463108e-01,0.0793,1.8492927551e+00
-0.8870,-0.0012100,0.0001020,-0.00022800,0.00000824,-3.9676768780e+00,3.7882828712e-01,0.0803,1.8856565952e+00
-0.8860,-0.0012000,0.0001020,-0.00021000,0.00000816,-4.0000004768e+00,3.7915149331e-01,0.0813,1.9179801941e+00
-0.8850,-0.0011900,0.0001010,-0.00019400,0.00000807,-4.0242424011e+00,3.7547475100e-01,0.0823,1.9422221184e+00
-0.8840,-0.0011800,0.0001010,-0.00017900,0.00000800,-4.0444445610e+00,3.7575754523e-01,0.0833,1.9624242783e+00
-0.8830,-0.0011700,0.0001010,-0.00016500,0.00000793,-4.0606060028e+00,3.7604039907e-01,0.0843,1.9785857201e+00
-0.8820,-0.0011600,0.0001010,-0.00015300,0.00000785,-4.0686869621e+00,3.7636363506e-01,0.0853,1.9866666794e+00
-0.8810,-0.0011600,0.0001010,-0.00014000,0.00000779,-4.1212120056e+00,3.7660604715e-01,0.0863,2.0391917229e+00
-0.8800,-0.0011500,0.0001010,-0.00013000,0.00000771,-4.1212124825e+00,3.7692928314e-01,0.0873,2.0391921997e+00
-0.8790,-0.0011400,0.0001010,-0.00012000,0.00000762,-4.1212120056e+00,3.7729293108e-01,0.0883,2.0391917229e+00
-0.8780,-0.0011300,0.0001010,-0.00011100,0.00000757,-4.1171717644e+00,3.7749493122e-01,0.0893,2.0351514816e+00
-0.8770,-0.0011300,0.0001010,-0.00010100,0.00000750,-4.1575760841e+00,3.7777778506e-01,0.0903,2.0755558014e+00
-0.8760,-0.0011200,0.0001010,-0.00009310,0.00000743,-4.1490907669e+00,3.7806060910e-01,0.0913,2.0670704842e+00
-0.8750,-0.0011200,0.0001010,-0.00008530,0.00000737,-4.1806063652e+00,3.7830302119e-01,0.0923,2.0985860825e+00
-0.8740,-0.0011100,0.0001010,-0.00007750,0.00000731,-4.1717171669e+00,3.7854543328e-01,0.0933,2.0896968842e+00
-0.8730,-0.0011000,0.0001010,-0.00007080,0.00000724,-4.1583838463e+00,3.7882828712e-01,0.0943,2.0763635635e+00
-0.8720,-0.0011100,0.0001000,-0.00006300,0.00000721,-4.2303028107e+00,3.7490907311e-01,0.0953,2.1482825279e+00
-0.8710,-0.0011000,0.0001010,-0.00005720,0.00000714,-4.2133336067e+00,3.7923231721e-01,0.0963,2.1313133240e+00
-0.8700,-0.0010900,0.0001000,-0.00005120,0.00000707,-4.1971716881e+00,3.7547475100e-01,0.0973,2.1151514053e+00
-0.8690,-0.0010900,0.0001000,-0.00004620,0.00000702,-4.2173738480e+00,3.7567678094e-01,0.0983,2.1353535652e+00
-0.8680,-0.0010800,0.0000998,-0.00004070,0.00000697,-4.1991920471e+00,3.7507072091e-01,0.0993,2.1171717644e+00
-0.8670,-0.0010800,0.0000999,-0.00003580,0.00000691,-4.2189893723e+00,3.7571716309e-01,0.1003,2.1369690895e+00
-0.8660,-0.0010800,0.0001000,-0.00003120,0.00000686,-4.2375755310e+00,3.7632322311e-01,0.1013,2.1555552483e+00
-0.8650,-0.0010700,0.0000999,-0.00002660,0.00000681,-4.2157578468e+00,3.7612119317e-01,0.1023,2.1337375641e+00
-0.8640,-0.0010700,0.0000999,-0.00002190,0.00000677,-4.2347474098e+00,3.7628281116e-01,0.1033,2.1527271271e+00
-0.8630,-0.0010600,0.0000997,-0.00001740,0.00000673,-4.2125253677e+00,3.7563636899e-01,0.1043,2.1305050850e+00
-0.8620,-0.0010600,0.0000996,-0.00001340,0.00000668,-4.2286872864e+00,3.7543436885e-01,0.1053,2.1466670036e+00
-0.8610,-0.0010600,0.0000996,-0.00001010,0.00000662,-4.2420206070e+00,3.7567678094e-01,0.1063,2.1600003242e+00
-0.8600,-0.0010600,0.0000996,-0.00000633,0.00000658,-4.2572526932e+00,3.7583839893e-01,0.1073,2.1752324104e+00
-0.8590,-0.0010500,0.0000996,-0.00000295,0.00000654,-4.2305049896e+00,3.7599998713e-01,0.1083,2.1484847069e+00
-0.8580,-0.0010500,0.0000996,0.00000071,0.00000650,-4.2453007698e+00,3.7616163492e-01,0.1093,2.1632804871e+00
-0.8570,-0.0010500,0.0000993,0.00000352,0.00000645,-4.2566466331e+00,3.7515151501e-01,0.1103,2.1746263504e+00
-0.8560,-0.0010400,0.0000996,0.00000631,0.00000641,-4.2275147438e+00,3.7652525306e-01,0.1113,2.1454944611e+00
-0.8550,-0.0010400,0.0000995,0.00000951,0.00000637,-4.2404441833e+00,3.7628284097e-01,0.1123,2.1584239006e+00
-0.8540,-0.0010400,0.0000991,0.00001240,0.00000633,-4.2521209717e+00,3.7482824922e-01,0.1133,2.1701006889e+00
-0.8530,-0.0010400,0.0000994,0.00001520,0.00000629,-4.2634344101e+00,3.7620201707e-01,0.1143,2.1814141273e+00
-0.8520,-0.0010400,0.0000993,0.00001730,0.00000625,-4.2719192505e+00,3.7595960498e-01,0.1153,2.1898989677e+00
-0.8510,-0.0010300,0.0000992,0.00001990,0.00000622,-4.2420206070e+00,3.7567678094e-01,0.1163,2.1600003242e+00
-0.8500,-0.0010300,0.0000991,0.00002260,0.00000618,-4.2529296875e+00,3.7543433905e-01,0.1173,2.1709094048e+00
-0.8490,-0.0010300,0.0000990,0.00002480,0.00000615,-4.2618184090e+00,3.7515148520e-01,0.1183,2.1797981262e+00
-0.8480,-0.0010300,0.0000990,0.00002710,0.00000611,-4.2711110115e+00,3.7531313300e-01,0.1193,2.1890907288e+00
-0.8470,-0.0010300,0.0000992,0.00002920,0.00000607,-4.2795963287e+00,3.7628284097e-01,0.1203,2.1975760460e+00
-0.8460,-0.0010200,0.0000990,0.00003110,0.00000603,-4.2468686104e+00,3.7563633919e-01,0.1213,2.1648483276e+00
-0.8450,-0.0010200,0.0000988,0.00003320,0.00000600,-4.2553534508e+00,3.7494948506e-01,0.1223,2.1733331680e+00
-0.8440,-0.0010200,0.0000989,0.00003530,0.00000596,-4.2638382912e+00,3.7551513314e-01,0.1233,2.1818180084e+00
-0.8430,-0.0010200,0.0000989,0.00003690,0.00000593,-4.2703032494e+00,3.7563633919e-01,0.1243,2.1882829666e+00
-0.8420,-0.0010200,0.0000990,0.00003870,0.00000590,-4.2775754929e+00,3.7616160512e-01,0.1253,2.1955552101e+00
-0.8410,-0.0010100,0.0000989,0.00004050,0.00000587,-4.2444443703e+00,3.7587875128e-01,0.1263,2.1624240875e+00
-0.8400,-0.0010100,0.0000986,0.00004200,0.00000583,-4.2505049706e+00,3.7482827902e-01,0.1273,2.1684846878e+00
-0.8390,-0.0010100,0.0000987,0.00004380,0.00000580,-4.2577776909e+00,3.7535354495e-01,0.1283,2.1757574081e+00
-0.8380,-0.0010100,0.0000988,0.00004540,0.00000577,-4.2642426491e+00,3.7587878108e-01,0.1293,2.1822223663e+00
-0.8370,-0.0010100,0.0000988,0.00004690,0.00000574,-4.2703032494e+00,3.7599998713e-01,0.1303,2.1882829666e+00
-0.8360,-0.0010100,0.0000986,0.00004840,0.00000571,-4.2763638496e+00,3.7531316280e-01,0.1313,2.1943435669e+00
-0.8350,-0.0010000,0.0000987,0.00004990,0.00000568,-4.2420206070e+00,3.7583839893e-01,0.1323,2.1600003242e+00
-0.8340,-0.0010000,0.0000985,0.00005130,0.00000565,-4.2476773262e+00,3.7515151501e-01,0.1333,2.1656570435e+00
-0.8330,-0.0010000,0.0000985,0.00005280,0.00000562,-4.2537379265e+00,3.7527272105e-01,0.1343,2.1717176437e+00
-0.8320,-0.0010000,0.0000989,0.00005410,0.00000559,-4.2589898109e+00,3.7701007724e-01,0.1353,2.1769695282e+00
-0.8310,-0.0009970,0.0000989,0.00005530,0.00000556,-4.2517170906e+00,3.7713128328e-01,0.1363,2.1696968079e+00
-0.8300,-0.0009950,0.0000985,0.00005610,0.00000553,-4.2468686104e+00,3.7563636899e-01,0.1373,2.1648483276e+00
-0.8290,-0.0009940,0.0000986,0.00005740,0.00000551,-4.2480807304e+00,3.7612119317e-01,0.1383,2.1660604477e+00
-0.8280,-0.0009960,0.0000985,0.00005880,0.00000549,-4.2618184090e+00,3.7579798698e-01,0.1393,2.1797981262e+00
-0.8270,-0.0009920,0.0000985,0.00005990,0.00000545,-4.2501010895e+00,3.7595960498e-01,0.1403,2.1680808067e+00
-0.8260,-0.0009930,0.0000985,0.00006100,0.00000543,-4.2585859299e+00,3.7604042888e-01,0.1413,2.1765656471e+00
-0.8250,-0.0009890,0.0000986,0.00006210,0.00000541,-4.2468686104e+00,3.7652525306e-01,0.1423,2.1648483276e+00
-0.8240,-0.0009870,0.0000985,0.00006310,0.00000538,-4.2428283691e+00,3.7624242902e-01,0.1433,2.1608080864e+00
-0.8230,-0.0009810,0.0000983,0.00006410,0.00000536,-4.2226262093e+00,3.7551513314e-01,0.1443,2.1406059265e+00
-0.8220,-0.0009860,0.0000981,0.00006520,0.00000534,-4.2472729683e+00,3.7478786707e-01,0.1453,2.1652526855e+00
-0.8210,-0.0009890,0.0000987,0.00006610,0.00000532,-4.2630305290e+00,3.7729293108e-01,0.1463,2.1810102463e+00
-0.8200,-0.0009850,0.0000986,0.00006710,0.00000529,-4.2509093285e+00,3.7701010704e-01,0.1473,2.1688890457e+00
-0.8190,-0.0009810,0.0000984,0.00006880,0.00000527,-4.2416162491e+00,3.7628284097e-01,0.1483,2.1595959663e+00
-0.8180,-0.0009800,0.0000983,0.00006920,0.00000525,-4.2391920090e+00,3.7595957518e-01,0.1493,2.1571717262e+00
-0.8170,-0.0009800,0.0000983,0.00007010,0.00000523,-4.2428283691e+00,3.7604039907e-01,0.1503,2.1608080864e+00
-0.8160,-0.0009830,0.0000987,0.00007100,0.00000521,-4.2585859299e+00,3.7773737311e-01,0.1513,2.1765656471e+00
-0.8150,-0.0009780,0.0000984,0.00007160,0.00000518,-4.2408080101e+00,3.7664645910e-01,0.1523,2.1587877274e+00
-0.8140,-0.0009730,0.0000984,0.00007240,0.00000516,-4.2238388062e+00,3.7672728300e-01,0.1533,2.1418185234e+00
-0.8130,-0.0009730,0.0000984,0.00007320,0.00000514,-4.2270708084e+00,3.7680807710e-01,0.1543,2.1450505257e+00
-0.8120,-0.0009780,0.0000982,0.00007400,0.00000511,-4.2505049706e+00,3.7612119317e-01,0.1553,2.1684846878e+00
-0.8110,-0.0009760,0.0000984,0.00007470,0.00000509,-4.2452526093e+00,3.7701010704e-01,0.1563,2.1632323265e+00
-0.8100,-0.0009720,0.0000985,0.00007560,0.00000507,-4.2327275276e+00,3.7749496102e-01,0.1573,2.1507072449e+00
-0.8090,-0.0009700,0.0000984,0.00007630,0.00000505,-4.2274746895e+00,3.7717169523e-01,0.1583,2.1454544067e+00
