Potential,Disk-O2,Ring-O2,Disk-N2,Ring-N2,Disk-Density,Ring-Density,Potential_RHE,ABS
-0.9000,-0.0015600,0.0000509,-0.00078200,0.00001110,-3.1434342861e+00,1.6080807149e-01,0.0673,7.0363640785e-01
-0.8990,-0.0014900,0.0000510,-0.00069500,0.00001090,-3.2121214867e+00,1.6202020645e-01,0.0683,7.7232360840e-01
-0.8980,-0.0014500,0.0000509,-0.00061900,0.00001080,-3.3575756550e+00,1.6202020645e-01,0.0693,9.1777777672e-01
-0.8970,-0.0014300,0.0000509,-0.00055300,0.00001070,-3.5434341431e+00,1.6242425144e-01,0.0703,1.1036362648e+00
-0.8960,-0.0014100,0.0000511,-0.00049400,0.00001060,-3.7010102272e+00,1.6363635659e-01,0.0713,1.2612123489e+00
-0.8950,-0.0013900,0.0000508,-0.00044100,0.00001050,-3.8343434334e+00,1.6282828152e-01,0.0723,1.3945455551e+00
-0.8940,-0.0013800,0.0000508,-0.00039500,0.00001040,-3.9797980785e+00,1.6323232651e-01,0.0733,1.5400002003e+00
-0.8930,-0.0013600,0.0000508,-0.00035300,0.00001030,-4.0686869621e+00,1.6363637149e-01,0.0743,1.6288890839e+00
-0.8920,-0.0013500,0.0000505,-0.00031600,0.00001020,-4.1777782440e+00,1.6282826662e-01,0.0753,1.7379803658e+00
-0.8910,-0.0013300,0.0000505,-0.00028300,0.00001020,-4.2303032875e+00,1.6282826662e-01,0.0763,1.7905054092e+00
-0.8900,-0.0013300,0.0000506,-0.00025300,0.00001010,-4.3515152931e+00,1.6363635659e-01,0.0773,1.9117174149e+00
-0.8890,-0.0013200,0.0000504,-0.00022600,0.00001000,-4.4202022552e+00,1.6323232651e-01,0.0783,1.9804043770e+00
-0.8880,-0.0013100,0.0000504,-0.00020200,0.00000993,-4.4767675400e+00,1.6351516545e-01,0.0793,2.0369696617e+00
-0.8870,-0.0013100,0.0000504,-0.00018100,0.00000986,-4.5616159439e+00,1.6379798949e-01,0.0803,2.1218180656e+00
-0.8860,-0.0012900,0.0000503,-0.00016100,0.00000980,-4.5616159439e+00,1.6363637149e-01,0.0813,2.1218180656e+00
-0.8850,-0.0012900,0.0000503,-0.00014300,0.00000972,-4.6343436241e+00,1.6395960748e-01,0.0823,2.1945457458e+00
-0.8840,-0.0012900,0.0000504,-0.00012700,0.00000965,-4.6989898682e+00,1.6464647651e-01,0.0833,2.2591919899e+00
-0.8830,-0.0012700,0.0000501,-0.00011200,0.00000959,-4.6787877083e+00,1.6367676854e-01,0.0843,2.2389898300e+00
-0.8820,-0.0012700,0.0000502,-0.00009910,0.00000953,-4.7309088707e+00,1.6432322562e-01,0.0853,2.2911109924e+00
