Potential,Disk-O2,Ring-O2,Disk-N2,Ring-N2,Disk-Density,Ring-Density,Potential_RHE,ABS
-0.9000,-0.0013100,0.0001080,-0.00028200,0.00000984,-4.1535348892e+00,3.9660605788e-01,0.0673,2.2547469139e+00
-0.8990,-0.0012500,0.0001080,-0.00022400,0.00000991,-4.1454544067e+00,3.9632323384e-01,0.0683,2.2466664314e+00
-0.8980,-0.0012200,0.0001080,-0.00019900,0.00000988,-4.1252522469e+00,3.9644443989e-01,0.0693,2.2264642715e+00
-0.8970,-0.0012000,0.0001080,-0.00018100,0.00000982,-4.1171722412e+00,3.9668685198e-01,0.0703,2.2183842659e+00
-0.8960,-0.0011700,0.0001070,-0.00016600,0.00000977,-4.0565652847e+00,3.9284846187e-01,0.0713,2.1577773094e+00
-0.8950,-0.0011600,0.0001080,-0.00015300,0.00000972,-4.0686869621e+00,3.9709091187e-01,0.0723,2.1698989868e+00
-0.8940,-0.0011500,0.0001070,-0.00014000,0.00000963,-4.0808081627e+00,3.9341413975e-01,0.0733,2.1820201874e+00
-0.8930,-0.0011400,0.0001070,-0.00013000,0.00000956,-4.0808081627e+00,3.9369699359e-01,0.0743,2.1820201874e+00
-0.8920,-0.0011300,0.0001070,-0.00012000,0.00000949,-4.0808081627e+00,3.9397978783e-01,0.0753,2.1820201874e+00
-0.8910,-0.0011100,0.0001070,-0.00011100,0.00000942,-4.0363631248e+00,3.9426261187e-01,0.0763,2.1375751495e+00
-0.8900,-0.0011000,0.0001070,-0.00010200,0.00000936,-4.0323233604e+00,3.9450505376e-01,0.0773,2.1335353851e+00
-0.8890,-0.0011000,0.0001070,-0.00009450,0.00000930,-4.0626263618e+00,3.9474749565e-01,0.0783,2.1638383865e+00
-0.8880,-0.0010800,0.0001070,-0.00008750,0.00000922,-4.0101008415e+00,3.9507070184e-01,0.0793,2.1113128662e+00
-0.8870,-0.0010800,0.0001060,-0.00008050,0.00000916,-4.0383834839e+00,3.9127272367e-01,0.0803,2.1395955086e+00
-0.8860,-0.0010700,0.0001060,-0.00007450,0.00000912,-4.0222225189e+00,3.9143434167e-01,0.0813,2.1234345436e+00
-0.8850,-0.0010600,0.0001060,-0.00006860,0.00000906,-4.0056571960e+00,3.9167675376e-01,0.0823,2.1068692207e+00
-0.8840,-0.0010500,0.0001060,-0.00006270,0.00000901,-3.9890906811e+00,3.9187878370e-01,0.0833,2.0903029442e+00
-0.8830,-0.0010400,0.0001060,-0.00005730,0.00000894,-3.9705052376e+00,3.9216160774e-01,0.0843,2.0717172623e+00
-0.8820,-0.0010400,0.0001060,-0.00005280,0.00000889,-3.9886865616e+00,3.9236363769e-01,0.0853,2.0898985863e+00
