Potential,Disk-O2,Ring-O2,Disk-N2,Ring-N2,Disk-Density,Ring-Density,Potential_RHE,ABS
-0.9000,-0.0015600,0.0000453,-0.00132000,0.00000891,-9.6969681978e-01,1.4703030884e-01,0.0673,1.4161617756e+00
-0.8990,-0.0014500,0.0000454,-0.00119000,0.00000868,-1.0505050421e+00,1.4836363494e-01,0.0683,1.3353534937e+00
-0.8980,-0.0014000,0.0000455,-0.00108000,0.00000853,-1.2929292917e+00,1.4937373996e-01,0.0693,1.0929292440e+00
-0.8970,-0.0013700,0.0000453,-0.00097700,0.00000842,-1.5878787041e+00,1.4901009202e-01,0.0703,7.9797983170e-01
-0.8960,-0.0013400,0.0000454,-0.00088400,0.00000837,-1.8424241543e+00,1.4961616695e-01,0.0713,5.4343438148e-01
-0.8950,-0.0013100,0.0000450,-0.00080100,0.00000823,-2.0565655231e+00,1.4856566489e-01,0.0723,3.2929301262e-01
-0.8940,-0.0012900,0.0000451,-0.00072700,0.00000817,-2.2747476101e+00,1.4921213686e-01,0.0733,1.1111092567e-01
-0.8930,-0.0012800,0.0000452,-0.00065900,0.00000809,-2.5090906620e+00,1.4993938804e-01,0.0743,1.2323212624e-01
-0.8920,-0.0012600,0.0000450,-0.00059700,0.00000801,-2.6787879467e+00,1.4945454895e-01,0.0753,2.9292941093e-01
-0.8910,-0.0012400,0.0000446,-0.00054200,0.00000795,-2.8202021122e+00,1.4808082581e-01,0.0763,4.3434357643e-01
-0.8900,-0.0012400,0.0000449,-0.00049000,0.00000787,-3.0303030014e+00,1.4961616695e-01,0.0773,6.4444446564e-01
-0.8890,-0.0012200,0.0000446,-0.00044400,0.00000781,-3.1353533268e+00,1.4864645898e-01,0.0783,7.4949479103e-01
-0.8880,-0.0012200,0.0000445,-0.00040200,0.00000775,-3.3050503731e+00,1.4848484099e-01,0.0793,9.1919183731e-01
-0.8870,-0.0012000,0.0000445,-0.00036300,0.00000769,-3.3818185329e+00,1.4872728288e-01,0.0803,9.9595999718e-01
-0.8860,-0.0011900,0.0000442,-0.00032800,0.00000764,-3.4828281403e+00,1.4771716297e-01,0.0813,1.0969696045e+00
-0.8850,-0.0011900,0.0000443,-0.00029500,0.00000757,-3.6161613464e+00,1.4840403199e-01,0.0823,1.2303028107e+00
-0.8840,-0.0011800,0.0000441,-0.00026500,0.00000753,-3.6969697475e+00,1.4775757492e-01,0.0833,1.3111112118e+00
