Potential,Disk-O2,Ring-O2,Disk-N2,Ring-N2,Disk-Density,Ring-Density,Potential_RHE,ABS
-0.9000,-0.0012700,0.0000816,-0.00019900,0.00001360,-4.3272728920e+00,2.7474749088e-01,0.0673,2.0635757446e+00
-0.8990,-0.0012500,0.0000814,-0.00017700,0.00001340,-4.3353538513e+00,2.7474749088e-01,0.0683,2.0716567039e+00
-0.8980,-0.0012400,0.0000813,-0.00016000,0.00001330,-4.3636364937e+00,2.7474749088e-01,0.0693,2.0999393463e+00
-0.8970,-0.0012300,0.0000812,-0.00014700,0.00001320,-4.3757581711e+00,2.7474749088e-01,0.0703,2.1120610237e+00
-0.8960,-0.0012200,0.0000808,-0.00013600,0.00001310,-4.3797979355e+00,2.7353534102e-01,0.0713,2.1161007881e+00
-0.8950,-0.0012200,0.0000807,-0.00012700,0.00001290,-4.4161615372e+00,2.7393943071e-01,0.0723,2.1524643898e+00
-0.8940,-0.0012100,0.0000805,-0.00011900,0.00001280,-4.4080810547e+00,2.7353534102e-01,0.0733,2.1443839073e+00
-0.8930,-0.0012100,0.0000802,-0.00011200,0.00001270,-4.4363636971e+00,2.7272725105e-01,0.0743,2.1726665497e+00
-0.8920,-0.0012100,0.0000803,-0.00010600,0.00001260,-4.4606060982e+00,2.7353534102e-01,0.0753,2.1969089508e+00
-0.8910,-0.0012000,0.0000801,-0.00009980,0.00001250,-4.4452524185e+00,2.7313131094e-01,0.0763,2.1815552711e+00
-0.8900,-0.0012000,0.0000796,-0.00009450,0.00001240,-4.4666666985e+00,2.7151516080e-01,0.0773,2.2029695511e+00
-0.8890,-0.0012000,0.0000799,-0.00008970,0.00001230,-4.4860610962e+00,2.7313131094e-01,0.0783,2.2223639488e+00
-0.8880,-0.0011900,0.0000797,-0.00008540,0.00001220,-4.4630303383e+00,2.7272728086e-01,0.0793,2.1993331909e+00
-0.8870,-0.0011900,0.0000796,-0.00008130,0.00001220,-4.4795956612e+00,2.7232325077e-01,0.0803,2.2158985138e+00
-0.8860,-0.0011900,0.0000795,-0.00007760,0.00001210,-4.4945454597e+00,2.7232325077e-01,0.0813,2.2308483124e+00
-0.8850,-0.0011900,0.0000791,-0.00007400,0.00001200,-4.5090909004e+00,2.7111113071e-01,0.0823,2.2453937531e+00
-0.8840,-0.0011900,0.0000794,-0.00007060,0.00001190,-4.5228285789e+00,2.7272728086e-01,0.0833,2.2591314316e+00
-0.8830,-0.0011900,0.0000793,-0.00006740,0.00001180,-4.5357575417e+00,2.7272725105e-01,0.0843,2.2720603943e+00
-0.8820,-0.0011800,0.0000790,-0.00006460,0.00001170,-4.5066666603e+00,2.7191919088e-01,0.0853,2.2429695129e+00
-0.8810,-0.0011800,0.0000788,-0.00006180,0.00001170,-4.5179800987e+00,2.7111113071e-01,0.0863,2.2542829514e+00
-0.8800,-0.0011800,0.0000787,-0.00005910,0.00001160,-4.5288891792e+00,2.7111113071e-01,0.0873,2.2651920319e+00
-0.8790,-0.0011800,0.0000786,-0.00005670,0.00001150,-4.5385861397e+00,2.7111113071e-01,0.0883,2.2748889923e+00
-0.8780,-0.0011700,0.0000785,-0.00005450,0.00001150,-4.5070705414e+00,2.7070707083e-01,0.0893,2.2433733940e+00
-0.8770,-0.0011700,0.0000785,-0.00005230,0.00001140,-4.5159592628e+00,2.7111113071e-01,0.0903,2.2522621155e+00
-0.8760,-0.0011700,0.0000783,-0.00005020,0.00001130,-4.5244441032e+00,2.7070707083e-01,0.0913,2.2607469559e+00
-0.8750,-0.0011700,0.0000782,-0.00004840,0.00001130,-4.5317168236e+00,2.7030304074e-01,0.0923,2.2680196762e+00
-0.8740,-0.0011700,0.0000781,-0.00004650,0.00001120,-4.5393939018e+00,2.7030304074e-01,0.0933,2.2756967545e+00
-0.8730,-0.0011700,0.0000780,-0.00004470,0.00001120,-4.5466666222e+00,2.6989898086e-01,0.0943,2.2829694748e+00
-0.8720,-0.0011700,0.0000778,-0.00004310,0.00001110,-4.5531311035e+00,2.6949498057e-01,0.0953,2.2894339561e+00
-0.8710,-0.0011700,0.0000780,-0.00004150,0.00001110,-4.5595960617e+00,2.7030304074e-01,0.0963,2.2958989143e+00
-0.8700,-0.0011700,0.0000780,-0.00004000,0.00001100,-4.5656566620e+00,2.7070707083e-01,0.0973,2.3019595146e+00
-0.8690,-0.0011600,0.0000779,-0.00003870,0.00001100,-4.5305051804e+00,2.7030304074e-01,0.0983,2.2668080330e+00
-0.8680,-0.0011700,0.0000778,-0.00003740,0.00001090,-4.5761613846e+00,2.7030304074e-01,0.0993,2.3124642372e+00
-0.8670,-0.0011600,0.0000777,-0.00003600,0.00001090,-4.5414137840e+00,2.6989898086e-01,0.1003,2.2777166367e+00
-0.8660,-0.0011600,0.0000775,-0.00003470,0.00001080,-4.5466666222e+00,2.6949495077e-01,0.1013,2.2829694748e+00
-0.8650,-0.0011600,0.0000774,-0.00003350,0.00001080,-4.5515151024e+00,2.6909089088e-01,0.1023,2.2878179550e+00
-0.8640,-0.0011600,0.0000774,-0.00003220,0.00001070,-4.5567674637e+00,2.6949495077e-01,0.1033,2.2930703163e+00
-0.8630,-0.0011600,0.0000773,-0.00003110,0.00001070,-4.5612120628e+00,2.6909089088e-01,0.1043,2.2975149155e+00
-0.8620,-0.0011600,0.0000772,-0.00003010,0.00001060,-4.5652523041e+00,2.6909089088e-01,0.1053,2.3015551567e+00
-0.8610,-0.0011600,0.0000771,-0.00002910,0.00001060,-4.5692930222e+00,2.6868686080e-01,0.1063,2.3055958748e+00
-0.8600,-0.0011600,0.0000771,-0.00002810,0.00001050,-4.5733332634e+00,2.6909089088e-01,0.1073,2.3096361160e+00
-0.8590,-0.0011500,0.0000768,-0.00002730,0.00001050,-4.5361618996e+00,2.6787880063e-01,0.1083,2.2724647522e+00
-0.8580,-0.0011500,0.0000768,-0.00002630,0.00001050,-4.5402021408e+00,2.6787880063e-01,0.1093,2.2765049934e+00
-0.8570,-0.0011500,0.0000768,-0.00002540,0.00001040,-4.5438385010e+00,2.6828283072e-01,0.1103,2.2801413536e+00
-0.8560,-0.0011500,0.0000766,-0.00002460,0.00001040,-4.5470709801e+00,2.6747477055e-01,0.1113,2.2833738327e+00
-0.8550,-0.0011500,0.0000766,-0.00002370,0.00001030,-4.5507073402e+00,2.6787880063e-01,0.1123,2.2870101929e+00
-0.8540,-0.0011500,0.0000765,-0.00002270,0.00001030,-4.5547475815e+00,2.6747477055e-01,0.1133,2.2910504341e+00
-0.8530,-0.0011500,0.0000763,-0.00002190,0.00001020,-4.5579795837e+00,2.6707071066e-01,0.1143,2.2942824364e+00
-0.8520,-0.0011500,0.0000762,-0.00002120,0.00001020,-4.5608081818e+00,2.6666668057e-01,0.1153,2.2971110344e+00
-0.8510,-0.0011500,0.0000764,-0.00002070,0.00001020,-4.5628280640e+00,2.6747477055e-01,0.1163,2.2991309166e+00
-0.8500,-0.0011500,0.0000761,-0.00002020,0.00001020,-4.5648484230e+00,2.6626262069e-01,0.1173,2.3011512756e+00
-0.8490,-0.0011500,0.0000760,-0.00001960,0.00001020,-4.5672726631e+00,2.6585859060e-01,0.1183,2.3035755157e+00
-0.8480,-0.0011500,0.0000760,-0.00001900,0.00001010,-4.5696969032e+00,2.6626262069e-01,0.1193,2.3059997559e+00
-0.8470,-0.0011500,0.0000761,-0.00001850,0.00001010,-4.5717172623e+00,2.6666668057e-01,0.1203,2.3080201149e+00
-0.8460,-0.0011500,0.0000759,-0.00001790,0.00001010,-4.5741415024e+00,2.6585862041e-01,0.1213,2.3104443550e+00
-0.8450,-0.0011500,0.0000761,-0.00001740,0.00001000,-4.5761618614e+00,2.6707068086e-01,0.1223,2.3124647141e+00
-0.8440,-0.0011500,0.0000759,-0.00001700,0.00001000,-4.5777778625e+00,2.6626265049e-01,0.1233,2.3140807152e+00
-0.8430,-0.0011500,0.0000758,-0.00001670,0.00001000,-4.5789899826e+00,2.6585862041e-01,0.1243,2.3152928352e+00
-0.8420,-0.0011400,0.0000757,-0.00001610,0.00000999,-4.5410099030e+00,2.6549497247e-01,0.1253,2.2773127556e+00
-0.8410,-0.0011500,0.0000757,-0.00001550,0.00000994,-4.5838384628e+00,2.6569697261e-01,0.1263,2.3201413155e+00
-0.8400,-0.0011400,0.0000756,-0.00001500,0.00000991,-4.5454545021e+00,2.6541414857e-01,0.1273,2.2817573547e+00
-0.8390,-0.0011400,0.0000755,-0.00001440,0.00000987,-4.5478787422e+00,2.6517170668e-01,0.1283,2.2841815948e+00
-0.8380,-0.0011400,0.0000755,-0.00001390,0.00000984,-4.5498986244e+00,2.6529294252e-01,0.1293,2.2862014771e+00
-0.8370,-0.0011400,0.0000755,-0.00001350,0.00000981,-4.5515151024e+00,2.6541414857e-01,0.1303,2.2878179550e+00
-0.8360,-0.0011400,0.0000753,-0.00001310,0.00000978,-4.5531311035e+00,2.6472726464e-01,0.1313,2.2894339561e+00
-0.8350,-0.0011400,0.0000752,-0.00001260,0.00000976,-4.5551514626e+00,2.6440402865e-01,0.1323,2.2914543152e+00
-0.8340,-0.0011400,0.0000752,-0.00001220,0.00000973,-4.5567674637e+00,2.6452523470e-01,0.1333,2.2930703163e+00
-0.8330,-0.0011400,0.0000752,-0.00001190,0.00000971,-4.5579795837e+00,2.6460605860e-01,0.1343,2.2942824364e+00
-0.8320,-0.0011400,0.0000751,-0.00001150,0.00000970,-4.5595960617e+00,2.6424241066e-01,0.1353,2.2958989143e+00
-0.8310,-0.0011400,0.0000751,-0.00001120,0.00000966,-4.5608081818e+00,2.6440402865e-01,0.1363,2.2971110344e+00
-0.8300,-0.0011400,0.0000749,-0.00001070,0.00000964,-4.5628280640e+00,2.6367676258e-01,0.1373,2.2991309166e+00
-0.8290,-0.0011400,0.0000749,-0.00001040,0.00000961,-4.5640401840e+00,2.6379799843e-01,0.1383,2.3003430367e+00
-0.8280,-0.0011400,0.0000748,-0.00001000,0.00000959,-4.5656566620e+00,2.6347473264e-01,0.1393,2.3019595146e+00
-0.8270,-0.0011400,0.0000746,-0.00000968,0.00000956,-4.5669488907e+00,2.6278787851e-01,0.1403,2.3032517433e+00
-0.8260,-0.0011400,0.0000747,-0.00000929,0.00000953,-4.5685253143e+00,2.6331314445e-01,0.1413,2.3048281670e+00
-0.8250,-0.0011300,0.0000746,-0.00000897,0.00000952,-4.5294141769e+00,2.6294949651e-01,0.1423,2.2657170296e+00
-0.8240,-0.0011400,0.0000745,-0.00000878,0.00000951,-4.5705857277e+00,2.6258587837e-01,0.1433,2.3068885803e+00
-0.8230,-0.0011400,0.0000744,-0.00000849,0.00000949,-4.5717573166e+00,2.6226261258e-01,0.1443,2.3080601692e+00
-0.8220,-0.0011300,0.0000743,-0.00000812,0.00000947,-4.5328483582e+00,2.6193937659e-01,0.1453,2.2691512108e+00
-0.8210,-0.0011300,0.0000743,-0.00000794,0.00000944,-4.5335755348e+00,2.6206058264e-01,0.1463,2.2698783875e+00
-0.8200,-0.0011300,0.0000743,-0.00000764,0.00000943,-4.5347881317e+00,2.6210102439e-01,0.1473,2.2710909843e+00
-0.8190,-0.0011300,0.0000743,-0.00000702,0.00000942,-4.5372929573e+00,2.6214140654e-01,0.1483,2.2735958099e+00
-0.8180,-0.0011300,0.0000743,-0.00000719,0.00000941,-4.5366058350e+00,2.6218181849e-01,0.1493,2.2729086876e+00
-0.8170,-0.0011300,0.0000743,-0.00000724,0.00000942,-4.5364041328e+00,2.6214140654e-01,0.1503,2.2727069855e+00
-0.8160,-0.0011400,0.0000742,-0.00000698,0.00000940,-4.5778584480e+00,2.6181817055e-01,0.1513,2.3141613007e+00
-0.8150,-0.0011300,0.0000739,-0.00000667,0.00000937,-4.5387067795e+00,2.6072728634e-01,0.1523,2.2750096321e+00
-0.8140,-0.0011300,0.0000740,-0.00000639,0.00000934,-4.5398383141e+00,2.6125252247e-01,0.1533,2.2761411667e+00
-0.8130,-0.0011300,0.0000737,-0.00000609,0.00000932,-4.5410504341e+00,2.6012122631e-01,0.1543,2.2773532867e+00
-0.8120,-0.0011300,0.0000738,-0.00000589,0.00000930,-4.5418581963e+00,2.6060608029e-01,0.1553,2.2781610489e+00
-0.8110,-0.0011300,0.0000737,-0.00000591,0.00000931,-4.5417776108e+00,2.6016160846e-01,0.1563,2.2780804634e+00
-0.8100,-0.0011300,0.0000735,-0.00000554,0.00000929,-4.5432729721e+00,2.5943434238e-01,0.1573,2.2795758247e+00
-0.8090,-0.0011300,0.0000736,-0.00000518,0.00000925,-4.5447273254e+00,2.6000002027e-01,0.1583,2.2810301781e+00
-0.8080,-0.0011300,0.0000735,-0.00000497,0.00000923,-4.5455756187e+00,2.5967678428e-01,0.1593,2.2818784714e+00
-0.8070,-0.0011300,0.0000734,-0.00000475,0.00000922,-4.5464649200e+00,2.5931313634e-01,0.1603,2.2827677727e+00
-0.8060,-0.0011300,0.0000734,-0.00000448,0.00000921,-4.5475554466e+00,2.5935351849e-01,0.1613,2.2838582993e+00
-0.8050,-0.0011300,0.0000733,-0.00000431,0.00000919,-4.5482420921e+00,2.5903028250e-01,0.1623,2.2845449448e+00
-0.8040,-0.0011300,0.0000732,-0.00000416,0.00000917,-4.5488486290e+00,2.5870707631e-01,0.1633,2.2851514816e+00
-0.8030,-0.0011300,0.0000730,-0.00000406,0.00000916,-4.5492525101e+00,2.5793939829e-01,0.1643,2.2855553627e+00
-0.8020,-0.0011300,0.0000728,-0.00000386,0.00000916,-4.5500607491e+00,2.5713130832e-01,0.1653,2.2863636017e+00
-0.8010,-0.0011300,0.0000732,-0.00000365,0.00000913,-4.5509090424e+00,2.5886866450e-01,0.1663,2.2872118950e+00
-0.8000,-0.0011300,0.0000729,-0.00000349,0.00000912,-4.5515556335e+00,2.5769698620e-01,0.1673,2.2878584862e+00
-0.7990,-0.0011300,0.0000730,-0.00000336,0.00000911,-4.5520806313e+00,2.5814142823e-01,0.1683,2.2883834839e+00
-0.7980,-0.0011300,0.0000728,-0.00000314,0.00000909,-4.5529699326e+00,2.5741416216e-01,0.1693,2.2892727852e+00
-0.7970,-0.0011300,0.0000728,-0.00000295,0.00000907,-4.5537376404e+00,2.5749495625e-01,0.1703,2.2900404930e+00
-0.7960,-0.0011300,0.0000728,-0.00000278,0.00000906,-4.5544242859e+00,2.5753536820e-01,0.1713,2.2907271385e+00
-0.7950,-0.0011300,0.0000727,-0.00000265,0.00000905,-4.5549497604e+00,2.5717175007e-01,0.1723,2.2912526131e+00
-0.7940,-0.0011300,0.0000727,-0.00000252,0.00000904,-4.5554747581e+00,2.5721213222e-01,0.1733,2.2917776108e+00
-0.7930,-0.0011300,0.0000728,-0.00000242,0.00000904,-4.5558786392e+00,2.5761616230e-01,0.1743,2.2921814919e+00
-0.7920,-0.0011300,0.0000727,-0.00000240,0.00000903,-4.5559597015e+00,2.5725251436e-01,0.1753,2.2922625542e+00
-0.7910,-0.0011300,0.0000725,-0.00000223,0.00000901,-4.5566463470e+00,2.5652524829e-01,0.1763,2.2929491997e+00
-0.7900,-0.0011300,0.0000725,-0.00000207,0.00000899,-4.5572929382e+00,2.5660607219e-01,0.1773,2.2935957909e+00
-0.7890,-0.0011200,0.0000723,-0.00000199,0.00000898,-4.5172123909e+00,2.5583836436e-01,0.1783,2.2535152435e+00
-0.7880,-0.0011200,0.0000723,-0.00000180,0.00000897,-4.5179800987e+00,2.5587877631e-01,0.1793,2.2542829514e+00
-0.7870,-0.0011200,0.0000722,-0.00000162,0.00000895,-4.5187072754e+00,2.5555554032e-01,0.1803,2.2550101280e+00
-0.7860,-0.0011200,0.0000722,-0.00000153,0.00000894,-4.5190706253e+00,2.5559595227e-01,0.1813,2.2553734779e+00
-0.7850,-0.0011200,0.0000721,-0.00000144,0.00000893,-4.5194344521e+00,2.5523233414e-01,0.1823,2.2557373047e+00
