Potential,Disk-O2,Ring-O2,Disk-N2,Ring-N2,Disk-Density,Ring-Density,Potential_RHE,ABS
-0.9000,-0.0019230,0.0000793,-0.00172500,0.00002453,-7.9999995232e-01,2.2133332491e-01,0.0673,1.4919190407e+00
-0.8990,-0.0017530,0.0000790,-0.00157400,0.00002421,-7.2323220968e-01,2.2145454586e-01,0.0683,1.5686867237e+00
-0.8980,-0.0016420,0.0000790,-0.00143900,0.00002395,-8.2020217180e-01,2.2246465087e-01,0.0693,1.4717168808e+00
-0.8970,-0.0015550,0.0000790,-0.00131500,0.00002374,-9.6969681978e-01,2.2331313789e-01,0.0703,1.3222222328e+00
-0.8960,-0.0014840,0.0000787,-0.00120200,0.00002353,-1.1393941641e+00,2.2298988700e-01,0.0713,1.1525248289e+00
-0.8950,-0.0014290,0.0000787,-0.00110000,0.00002335,-1.3292931318e+00,2.2367677093e-01,0.0723,9.6262586117e-01
-0.8940,-0.0013780,0.0000786,-0.00100600,0.00002316,-1.5030304193e+00,2.2416161001e-01,0.0733,7.8888857365e-01
-0.8930,-0.0013370,0.0000783,-0.00091970,0.00002303,-1.6860607862e+00,2.2339394689e-01,0.0743,6.0585820675e-01
-0.8920,-0.0013080,0.0000783,-0.00084180,0.00002288,-1.8836361170e+00,2.2383838892e-01,0.0753,4.0828287601e-01
-0.8910,-0.0012770,0.0000781,-0.00076950,0.00002272,-2.0505049229e+00,2.2391919792e-01,0.0763,2.4141407013e-01
-0.8900,-0.0012540,0.0000780,-0.00070360,0.00002258,-2.2238383293e+00,2.2375757992e-01,0.0773,6.8080663681e-02
-0.8890,-0.0012310,0.0000778,-0.00064290,0.00002245,-2.3761613369e+00,2.2359596193e-01,0.0783,8.4242343903e-02
-0.8880,-0.0012140,0.0000778,-0.00058730,0.00002232,-2.5321214199e+00,2.2404038906e-01,0.0793,2.4020242691e-01
-0.8870,-0.0011980,0.0000776,-0.00053630,0.00002219,-2.6735355854e+00,2.2395960987e-01,0.0803,3.8161659241e-01
-0.8860,-0.0011830,0.0000775,-0.00048920,0.00002208,-2.8032324314e+00,2.2391919792e-01,0.0813,5.1131343842e-01
-0.8850,-0.0011700,0.0000774,-0.00044580,0.00002198,-2.9260601997e+00,2.2387880087e-01,0.0823,6.3414120674e-01
-0.8840,-0.0011600,0.0000773,-0.00040610,0.00002185,-3.0460605621e+00,2.2387880087e-01,0.0833,7.5414156914e-01
-0.8830,-0.0011500,0.0000771,-0.00036910,0.00002176,-3.1551516056e+00,2.2371715307e-01,0.0843,8.6323261261e-01
-0.8820,-0.0011420,0.0000770,-0.00033540,0.00002165,-3.2589898109e+00,2.2367678583e-01,0.0853,9.6707081795e-01
-0.8810,-0.0011330,0.0000769,-0.00030400,0.00002156,-3.3494951725e+00,2.2347472608e-01,0.0863,1.0575761795e+00
-0.8800,-0.0011270,0.0000768,-0.00027540,0.00002147,-3.4408080578e+00,2.2347475588e-01,0.0873,1.1488890648e+00
-0.8790,-0.0011200,0.0000767,-0.00024890,0.00002140,-3.5195958614e+00,2.2343435884e-01,0.0883,1.2276768684e+00
-0.8780,-0.0011140,0.0000766,-0.00022420,0.00002132,-3.5951514244e+00,2.2315151989e-01,0.0893,1.3032324314e+00
-0.8770,-0.0011050,0.0000765,-0.00020150,0.00002125,-3.6505050659e+00,2.2307069600e-01,0.0903,1.3585860729e+00
-0.8760,-0.0011050,0.0000763,-0.00018030,0.00002115,-3.7361619473e+00,2.2274746001e-01,0.0913,1.4442429543e+00
-0.8750,-0.0011010,0.0000762,-0.00016080,0.00002108,-3.7987878323e+00,2.2286869586e-01,0.0923,1.5068688393e+00
-0.8740,-0.0010960,0.0000762,-0.00014260,0.00002099,-3.8521211147e+00,2.2303029895e-01,0.0933,1.5602021217e+00
-0.8730,-0.0010910,0.0000760,-0.00012580,0.00002091,-3.8997981548e+00,2.2262626886e-01,0.0943,1.6078791618e+00
-0.8720,-0.0010880,0.0000759,-0.00011040,0.00002085,-3.9498989582e+00,2.2258585691e-01,0.0953,1.6579799652e+00
-0.8710,-0.0010840,0.0000758,-0.00009593,0.00002076,-3.9922022820e+00,2.2242423892e-01,0.0963,1.7002832890e+00
-0.8700,-0.0010810,0.0000757,-0.00008237,0.00002068,-4.0348687172e+00,2.2214141488e-01,0.0973,1.7429497242e+00
-0.8690,-0.0010790,0.0000756,-0.00006983,0.00002061,-4.0774545670e+00,2.2214139998e-01,0.0983,1.7855355740e+00
-0.8680,-0.0010770,0.0000755,-0.00005832,0.00002054,-4.1158790588e+00,2.2214142978e-01,0.0993,1.8239600658e+00
-0.8670,-0.0010720,0.0000754,-0.00004750,0.00002047,-4.1393938065e+00,2.2197978199e-01,0.1003,1.8474748135e+00
