Potential,Disk-O2,Ring-O2,Disk-N2,Ring-N2,Disk-Density,Ring-Density,Potential_RHE,ABS
-0.9000,-0.0015900,0.0000610,-0.00083400,0.00000586,-3.0545454025e+00,2.2278788686e-01,0.0673,1.1709090471e+00
-0.8990,-0.0015200,0.0000608,-0.00076200,0.00000570,-3.0626266003e+00,2.2262626886e-01,0.0683,1.1789902449e+00
-0.8980,-0.0014800,0.0000606,-0.00069800,0.00000561,-3.1595957279e+00,2.2218181193e-01,0.0693,1.2759593725e+00
-0.8970,-0.0014400,0.0000604,-0.00064100,0.00000554,-3.2282829285e+00,2.2165656090e-01,0.0703,1.3446465731e+00
-0.8960,-0.0014100,0.0000603,-0.00058900,0.00000546,-3.3171718121e+00,2.2157576680e-01,0.0713,1.4335354567e+00
-0.8950,-0.0013900,0.0000602,-0.00054300,0.00000539,-3.4222221375e+00,2.2145454586e-01,0.0723,1.5385857821e+00
-0.8940,-0.0013700,0.0000601,-0.00049900,0.00000533,-3.5191917419e+00,2.2129292786e-01,0.0733,1.6355553865e+00
-0.8930,-0.0013500,0.0000600,-0.00046100,0.00000528,-3.5919191837e+00,2.2109091282e-01,0.0743,1.7082828283e+00
-0.8920,-0.0013300,0.0000598,-0.00042600,0.00000519,-3.6525254250e+00,2.2064647079e-01,0.0753,1.7688890696e+00
-0.8910,-0.0013100,0.0000597,-0.00039400,0.00000512,-3.7010099888e+00,2.2052524984e-01,0.0763,1.8173736334e+00
-0.8900,-0.0012900,0.0000595,-0.00036400,0.00000507,-3.7414143085e+00,2.1991918981e-01,0.0773,1.8577779531e+00
-0.8890,-0.0012800,0.0000594,-0.00033800,0.00000501,-3.8060605526e+00,2.1975758672e-01,0.0783,1.9224241972e+00
-0.8880,-0.0012700,0.0000593,-0.00031300,0.00000496,-3.8666667938e+00,2.1955555677e-01,0.0793,1.9830304384e+00
-0.8870,-0.0012600,0.0000593,-0.00028900,0.00000491,-3.9232325554e+00,2.1975758672e-01,0.0803,2.0395960808e+00
-0.8860,-0.0012400,0.0000592,-0.00026900,0.00000486,-3.9232323170e+00,2.1955555677e-01,0.0813,2.0395960808e+00
-0.8850,-0.0012300,0.0000591,-0.00024900,0.00000482,-3.9636363983e+00,2.1931311488e-01,0.0823,2.0799999237e+00
-0.8840,-0.0012200,0.0000590,-0.00023100,0.00000476,-3.9959595203e+00,2.1915152669e-01,0.0833,2.1123232841e+00
-0.8830,-0.0012100,0.0000589,-0.00021400,0.00000471,-4.0242424011e+00,2.1894949675e-01,0.0843,2.1406059265e+00
-0.8820,-0.0012000,0.0000588,-0.00019900,0.00000467,-4.0444445610e+00,2.1870706975e-01,0.0853,2.1608080864e+00
-0.8810,-0.0012000,0.0000587,-0.00018400,0.00000462,-4.1050505638e+00,2.1850505471e-01,0.0863,2.2214140892e+00
-0.8800,-0.0011900,0.0000587,-0.00017100,0.00000458,-4.1171717644e+00,2.1866665781e-01,0.0873,2.2335352898e+00
-0.8790,-0.0011800,0.0000585,-0.00015800,0.00000454,-4.1292929649e+00,2.1802020073e-01,0.0883,2.2456564903e+00
-0.8780,-0.0011700,0.0000585,-0.00014600,0.00000450,-4.1373734474e+00,2.1818181872e-01,0.0893,2.2537369728e+00
-0.8770,-0.0011600,0.0000584,-0.00013500,0.00000446,-4.1414141655e+00,2.1793939173e-01,0.0903,2.2577776909e+00
-0.8760,-0.0011500,0.0000584,-0.00012500,0.00000443,-4.1414141655e+00,2.1806061268e-01,0.0913,2.2577776909e+00
-0.8750,-0.0011400,0.0000583,-0.00011500,0.00000438,-4.1414136887e+00,2.1785859764e-01,0.0923,2.2577772141e+00
-0.8740,-0.0011400,0.0000582,-0.00010700,0.00000435,-4.1737370491e+00,2.1757575870e-01,0.0933,2.2901005745e+00
-0.8730,-0.0011300,0.0000582,-0.00009780,0.00000431,-4.1705050468e+00,2.1773736179e-01,0.0943,2.2868685722e+00
-0.8720,-0.0011200,0.0000581,-0.00008970,0.00000427,-4.1628284454e+00,2.1749493480e-01,0.0953,2.2791919708e+00
-0.8710,-0.0011100,0.0000581,-0.00008220,0.00000424,-4.1527271271e+00,2.1761615574e-01,0.0963,2.2690906525e+00
-0.8700,-0.0011100,0.0000580,-0.00007500,0.00000421,-4.1818180084e+00,2.1733334661e-01,0.0973,2.2981815338e+00
-0.8690,-0.0011000,0.0000579,-0.00006830,0.00000417,-4.1684846878e+00,2.1709090471e-01,0.0983,2.2848482132e+00
-0.8680,-0.0011000,0.0000578,-0.00006190,0.00000415,-4.1943435669e+00,2.1676768363e-01,0.0993,2.3107070923e+00
-0.8670,-0.0010900,0.0000578,-0.00005600,0.00000411,-4.1777782440e+00,2.1692930162e-01,0.1003,2.2941417694e+00
-0.8660,-0.0010800,0.0000577,-0.00005050,0.00000408,-4.1595954895e+00,2.1664646268e-01,0.1013,2.2759590149e+00
-0.8650,-0.0010800,0.0000577,-0.00004490,0.00000405,-4.1822218895e+00,2.1676768363e-01,0.1023,2.2985854149e+00
-0.8640,-0.0010700,0.0000576,-0.00003960,0.00000402,-4.1632323265e+00,2.1648484468e-01,0.1033,2.2795958519e+00
-0.8630,-0.0010700,0.0000576,-0.00003490,0.00000399,-4.1822218895e+00,2.1660605073e-01,0.1043,2.2985854149e+00
-0.8620,-0.0010700,0.0000574,-0.00003020,0.00000396,-4.2012119293e+00,2.1591919661e-01,0.1053,2.3175754547e+00
-0.8610,-0.0010600,0.0000574,-0.00002600,0.00000393,-4.1777782440e+00,2.1604040265e-01,0.1063,2.2941417694e+00
-0.8600,-0.0010500,0.0000574,-0.00002170,0.00000391,-4.1547470093e+00,2.1612121165e-01,0.1073,2.2711105347e+00
-0.8590,-0.0010500,0.0000573,-0.00001800,0.00000388,-4.1696968079e+00,2.1583838761e-01,0.1083,2.2860603333e+00
-0.8580,-0.0010500,0.0000572,-0.00001420,0.00000385,-4.1850504875e+00,2.1555554867e-01,0.1093,2.3014140129e+00
-0.8570,-0.0010400,0.0000573,-0.00001040,0.00000383,-4.1600003242e+00,2.1604040265e-01,0.1103,2.2763638496e+00
-0.8560,-0.0010400,0.0000571,-0.00000701,0.00000380,-4.1736969948e+00,2.1535353363e-01,0.1113,2.2900605202e+00
-0.8550,-0.0010300,0.0000571,-0.00000351,0.00000378,-4.1474342346e+00,2.1543434262e-01,0.1123,2.2637977600e+00
-0.8540,-0.0010300,0.0000571,-0.00000055,0.00000375,-4.1594061852e+00,2.1555554867e-01,0.1133,2.2757697105e+00
-0.8530,-0.0010200,0.0000571,0.00000264,0.00000373,-4.1318783760e+00,2.1563635767e-01,0.1143,2.2482419014e+00
-0.8520,-0.0010200,0.0000570,0.00000561,0.00000371,-4.1438789368e+00,2.1531313658e-01,0.1153,2.2602424622e+00
-0.8510,-0.0010200,0.0000571,0.00000847,0.00000368,-4.1554341316e+00,2.1583837271e-01,0.1163,2.2717976570e+00
-0.8500,-0.0010100,0.0000570,0.00001100,0.00000366,-4.1252522469e+00,2.1551515162e-01,0.1173,2.2416157722e+00
-0.8490,-0.0010100,0.0000570,0.00001370,0.00000364,-4.1361618042e+00,2.1559596062e-01,0.1183,2.2525253296e+00
