Potential,Disk-O2,Ring-O2,Disk-N2,Ring-N2,Disk-Density,Ring-Density,Potential_RHE,ABS
-0.9000,-0.0014300,0.0000736,-0.00053800,0.00001210,-3.6040401459e+00,2.4848486483e-01,0.0673,1.4498987198e+00
-0.8990,-0.0013400,0.0000735,-0.00048000,0.00001190,-3.4747474194e+00,2.4888890982e-01,0.0683,1.3206059933e+00
-0.8980,-0.0012900,0.0000734,-0.00042800,0.00001170,-3.4828283787e+00,2.4929291010e-01,0.0693,1.3286869526e+00
-0.8970,-0.0013000,0.0000734,-0.00038400,0.00001160,-3.7010099888e+00,2.4969695508e-01,0.0703,1.5468685627e+00
-0.8960,-0.0012600,0.0000734,-0.00034400,0.00001150,-3.7010102272e+00,2.5010100007e-01,0.0713,1.5468688011e+00
-0.8950,-0.0012500,0.0000729,-0.00030900,0.00001140,-3.8020200729e+00,2.4848486483e-01,0.0723,1.6478786469e+00
-0.8940,-0.0012400,0.0000730,-0.00027900,0.00001130,-3.8828282356e+00,2.4929293990e-01,0.0733,1.7286868095e+00
-0.8930,-0.0012100,0.0000729,-0.00025100,0.00001120,-3.8747475147e+00,2.4929293990e-01,0.0743,1.7206060886e+00
-0.8920,-0.0012000,0.0000727,-0.00022600,0.00001110,-3.9353539944e+00,2.4888890982e-01,0.0753,1.7812125683e+00
-0.8910,-0.0012000,0.0000726,-0.00020400,0.00001100,-4.0242424011e+00,2.4888890982e-01,0.0763,1.8701009750e+00
-0.8900,-0.0011800,0.0000725,-0.00018400,0.00001090,-4.0242424011e+00,2.4888888001e-01,0.0773,1.8701009750e+00
-0.8890,-0.0011700,0.0000723,-0.00016600,0.00001080,-4.0565652847e+00,2.4848483503e-01,0.0783,1.9024238586e+00
-0.8880,-0.0011500,0.0000721,-0.00014900,0.00001070,-4.0444445610e+00,2.4808081985e-01,0.0793,1.8903031349e+00
-0.8870,-0.0011700,0.0000722,-0.00013400,0.00001060,-4.1858582497e+00,2.4888888001e-01,0.0803,2.0317168236e+00
-0.8860,-0.0011500,0.0000720,-0.00012000,0.00001050,-4.1616163254e+00,2.4848486483e-01,0.0813,2.0074748993e+00
-0.8850,-0.0011400,0.0000717,-0.00010800,0.00001040,-4.1696968079e+00,2.4767677486e-01,0.0823,2.0155553818e+00
-0.8840,-0.0011300,0.0000715,-0.00009650,0.00001040,-4.1757574081e+00,2.4686868489e-01,0.0833,2.0216159821e+00
-0.8830,-0.0011400,0.0000717,-0.00008590,0.00001030,-4.2589898109e+00,2.4808081985e-01,0.0843,2.1048483849e+00
-0.8820,-0.0011100,0.0000715,-0.00007610,0.00001020,-4.1773734093e+00,2.4767677486e-01,0.0853,2.0232319832e+00
-0.8810,-0.0011100,0.0000712,-0.00006720,0.00001010,-4.2133331299e+00,2.4686868489e-01,0.0863,2.0591917038e+00
-0.8800,-0.0011200,0.0000714,-0.00005900,0.00001010,-4.2868690491e+00,2.4767677486e-01,0.0873,2.1327276230e+00
-0.8790,-0.0011100,0.0000713,-0.00005130,0.00000997,-4.2775754929e+00,2.4779798090e-01,0.0883,2.1234340668e+00
-0.8780,-0.0011000,0.0000711,-0.00004430,0.00000991,-4.2654547691e+00,2.4723233283e-01,0.0893,2.1113133430e+00
-0.8770,-0.0011000,0.0000711,-0.00003750,0.00000984,-4.2929291725e+00,2.4751517177e-01,0.0903,2.1387877464e+00
-0.8760,-0.0011000,0.0000709,-0.00003130,0.00000977,-4.3179798126e+00,2.4698989093e-01,0.0913,2.1638383865e+00
-0.8750,-0.0010900,0.0000709,-0.00002560,0.00000971,-4.3006062508e+00,2.4723233283e-01,0.0923,2.1464648247e+00
-0.8740,-0.0010900,0.0000707,-0.00002020,0.00000964,-4.3224244118e+00,2.4670705199e-01,0.0933,2.1682829857e+00
-0.8730,-0.0010800,0.0000707,-0.00001500,0.00000958,-4.3030300140e+00,2.4694949389e-01,0.0943,2.1488885880e+00
-0.8720,-0.0010800,0.0000705,-0.00001030,0.00000951,-4.3220200539e+00,2.4642422795e-01,0.0953,2.1678786278e+00
-0.8710,-0.0010800,0.0000705,-0.00000574,0.00000945,-4.3404445648e+00,2.4666666985e-01,0.0963,2.1863031387e+00
-0.8700,-0.0010700,0.0000703,-0.00000127,0.00000940,-4.3181009293e+00,2.4606059492e-01,0.0973,2.1639595032e+00
-0.8690,-0.0010700,0.0000703,0.00000257,0.00000934,-4.3336162567e+00,2.4630300701e-01,0.0983,2.1794748306e+00
-0.8680,-0.0010700,0.0000704,0.00000630,0.00000929,-4.3486871719e+00,2.4690908194e-01,0.0993,2.1945457458e+00
-0.8670,-0.0010700,0.0000701,0.00000980,0.00000924,-4.3628282547e+00,2.4589899182e-01,0.1003,2.2086868286e+00
-0.8660,-0.0010700,0.0000700,0.00001310,0.00000919,-4.3761615753e+00,2.4569697678e-01,0.1013,2.2220201492e+00
-0.8650,-0.0010600,0.0000701,0.00001620,0.00000914,-4.3482828140e+00,2.4630303681e-01,0.1023,2.1941413879e+00
-0.8640,-0.0010600,0.0000699,0.00001930,0.00000909,-4.3608083725e+00,2.4569697678e-01,0.1033,2.2066669464e+00
-0.8630,-0.0010600,0.0000698,0.00002210,0.00000904,-4.3721218109e+00,2.4549496174e-01,0.1043,2.2179803848e+00
-0.8620,-0.0010600,0.0000697,0.00002480,0.00000899,-4.3830304146e+00,2.4529293180e-01,0.1053,2.2288889885e+00
-0.8610,-0.0010600,0.0000697,0.00002740,0.00000894,-4.3935356140e+00,2.4549496174e-01,0.1063,2.2393941879e+00
-0.8600,-0.0010500,0.0000696,0.00002990,0.00000889,-4.3632321358e+00,2.4529293180e-01,0.1073,2.2090907097e+00
-0.8590,-0.0010400,0.0000695,0.00003220,0.00000885,-4.3321213722e+00,2.4505048990e-01,0.1083,2.1779799461e+00
-0.8580,-0.0010500,0.0000694,0.00003440,0.00000881,-4.3814139366e+00,2.4480807781e-01,0.1093,2.2272725105e+00
-0.8570,-0.0010300,0.0000695,0.00003660,0.00000878,-4.3094954491e+00,2.4533332884e-01,0.1103,2.1553540230e+00
-0.8560,-0.0010400,0.0000691,0.00003840,0.00000873,-4.3571720123e+00,2.4391920865e-01,0.1113,2.2030305862e+00
-0.8550,-0.0010500,0.0000693,0.00004040,0.00000869,-4.4056563377e+00,2.4488887191e-01,0.1123,2.2515149117e+00
-0.8540,-0.0010400,0.0000693,0.00004230,0.00000864,-4.3729290962e+00,2.4509090185e-01,0.1133,2.2187876701e+00
-0.8530,-0.0010400,0.0000690,0.00004400,0.00000860,-4.3797979355e+00,2.4404041469e-01,0.1143,2.2256565094e+00
-0.8520,-0.0010300,0.0000691,0.00004580,0.00000856,-4.3466668129e+00,2.4460606277e-01,0.1153,2.1925253868e+00
-0.8510,-0.0010400,0.0000692,0.00004750,0.00000852,-4.3939394951e+00,2.4517172575e-01,0.1163,2.2397980690e+00
-0.8500,-0.0010300,0.0000688,0.00004900,0.00000850,-4.3595962524e+00,2.4363636971e-01,0.1173,2.2054548264e+00
-0.8490,-0.0010300,0.0000688,0.00005060,0.00000846,-4.3660607338e+00,2.4379798770e-01,0.1183,2.2119193077e+00
-0.8480,-0.0010300,0.0000688,0.00005200,0.00000843,-4.3717174530e+00,2.4391919374e-01,0.1193,2.2175760269e+00
