Potential,Disk-O2,Ring-O2,Disk-N2,Ring-N2,Disk-Density,Ring-Density,Potential_RHE,ABS
-0.9000,-0.0013500,0.0001050,-0.00056200,0.00001260,-3.1838386059e+00,3.7333333492e-01,0.0673,1.3135355711e+00
-0.8990,-0.0012900,0.0001050,-0.00050900,0.00001240,-3.1555557251e+00,3.7414142489e-01,0.0683,1.2852526903e+00
-0.8980,-0.0012600,0.0001040,-0.00046200,0.00001220,-3.2242424488e+00,3.7090909481e-01,0.0693,1.3539394140e+00
-0.8970,-0.0012400,0.0001040,-0.00042100,0.00001210,-3.3090908527e+00,3.7131312490e-01,0.0703,1.4387878180e+00
-0.8960,-0.0012100,0.0001040,-0.00038500,0.00001200,-3.3333332539e+00,3.7171718478e-01,0.0713,1.4630302191e+00
-0.8950,-0.0012000,0.0001040,-0.00035300,0.00001180,-3.4222223759e+00,3.7252524495e-01,0.0723,1.5519193411e+00
-0.8940,-0.0011800,0.0001030,-0.00032400,0.00001170,-3.4585859776e+00,3.6888888478e-01,0.0733,1.5882829428e+00
-0.8930,-0.0011600,0.0001030,-0.00029800,0.00001160,-3.4828281403e+00,3.6929291487e-01,0.0743,1.6125251055e+00
-0.8920,-0.0011500,0.0001030,-0.00027500,0.00001150,-3.5353536606e+00,3.6969697475e-01,0.0753,1.6650506258e+00
-0.8910,-0.0011400,0.0001030,-0.00025400,0.00001140,-3.5797977448e+00,3.7010100484e-01,0.0763,1.7094947100e+00
-0.8900,-0.0011300,0.0001030,-0.00023400,0.00001130,-3.6202018261e+00,3.7050506473e-01,0.0773,1.7498987913e+00
-0.8890,-0.0011200,0.0001020,-0.00021700,0.00001120,-3.6484849453e+00,3.6686867476e-01,0.0783,1.7781819105e+00
-0.8880,-0.0011100,0.0001020,-0.00020000,0.00001120,-3.6767673492e+00,3.6686867476e-01,0.0793,1.8064643145e+00
-0.8870,-0.0011000,0.0001020,-0.00018600,0.00001110,-3.6929292679e+00,3.6727273464e-01,0.0803,1.8226262331e+00
-0.8860,-0.0010900,0.0001020,-0.00017200,0.00001100,-3.7090909481e+00,3.6767673492e-01,0.0813,1.8387879133e+00
-0.8850,-0.0010800,0.0001020,-0.00016000,0.00001090,-3.7171716690e+00,3.6808079481e-01,0.0823,1.8468686342e+00
-0.8840,-0.0010700,0.0001020,-0.00014800,0.00001080,-3.7252523899e+00,3.6848482490e-01,0.0833,1.8549493551e+00
-0.8830,-0.0010700,0.0001020,-0.00013800,0.00001080,-3.7656564713e+00,3.6848482490e-01,0.0843,1.8953534365e+00
-0.8820,-0.0010600,0.0001010,-0.00012800,0.00001070,-3.7656567097e+00,3.6484846473e-01,0.0853,1.8953536749e+00
-0.8810,-0.0010500,0.0001010,-0.00011900,0.00001060,-3.7616162300e+00,3.6525252461e-01,0.0863,1.8913131952e+00
-0.8800,-0.0010500,0.0001010,-0.00011000,0.00001060,-3.7979795933e+00,3.6525252461e-01,0.0873,1.9276765585e+00
-0.8790,-0.0010400,0.0001010,-0.00010200,0.00001050,-3.7898988724e+00,3.6565655470e-01,0.0883,1.9195958376e+00
-0.8780,-0.0010300,0.0001010,-0.00009460,0.00001040,-3.7793941498e+00,3.6606061459e-01,0.0893,1.9090911150e+00
-0.8770,-0.0010300,0.0001010,-0.00008750,0.00001040,-3.8080811501e+00,3.6606061459e-01,0.0903,1.9377781153e+00
-0.8760,-0.0010200,0.0001010,-0.00008080,0.00001030,-3.7947473526e+00,3.6646464467e-01,0.0913,1.9244443178e+00
-0.8750,-0.0010200,0.0001000,-0.00007440,0.00001030,-3.8206059933e+00,3.6242425442e-01,0.0923,1.9503029585e+00
-0.8740,-0.0010200,0.0001000,-0.00006770,0.00001020,-3.8476767540e+00,3.6282828450e-01,0.0933,1.9773737192e+00
-0.8730,-0.0010100,0.0001000,-0.00006230,0.00001020,-3.8290908337e+00,3.6282828450e-01,0.0943,1.9587877989e+00
-0.8720,-0.0010100,0.0001000,-0.00005790,0.00001010,-3.8468687534e+00,3.6323231459e-01,0.0953,1.9765657187e+00
-0.8710,-0.0010000,0.0001000,-0.00005270,0.00001010,-3.8274750710e+00,3.6323231459e-01,0.0963,1.9571720362e+00
-0.8700,-0.0009980,0.0000997,-0.00004840,0.00001000,-3.8367676735e+00,3.6242425442e-01,0.0973,1.9664646387e+00
-0.8690,-0.0009930,0.0000997,-0.00004400,0.00000996,-3.8343434334e+00,3.6258587241e-01,0.0983,1.9640403986e+00
-0.8680,-0.0009910,0.0000998,-0.00003970,0.00000992,-3.8436362743e+00,3.6315155029e-01,0.0993,1.9733332396e+00
-0.8670,-0.0009870,0.0000995,-0.00003580,0.00000987,-3.8432321548e+00,3.6214143038e-01,0.1003,1.9729291201e+00
-0.8660,-0.0009840,0.0000995,-0.00003190,0.00000983,-3.8468687534e+00,3.6230301857e-01,0.1013,1.9765657187e+00
-0.8650,-0.0009810,0.0000994,-0.00002830,0.00000978,-3.8492929935e+00,3.6210101843e-01,0.1023,1.9789899588e+00
-0.8640,-0.0009740,0.0000993,-0.00002480,0.00000974,-3.8351516724e+00,3.6185860634e-01,0.1033,1.9648486376e+00
-0.8630,-0.0009730,0.0000990,-0.00002140,0.00000971,-3.8448486328e+00,3.6076766253e-01,0.1043,1.9745455980e+00
-0.8620,-0.0009730,0.0000990,-0.00001820,0.00000966,-3.8577778339e+00,3.6096969247e-01,0.1053,1.9874747992e+00
-0.8610,-0.0009670,0.0000989,-0.00001510,0.00000963,-3.8460607529e+00,3.6068686843e-01,0.1063,1.9757577181e+00
