Potential,Disk-O2,Ring-O2,Disk-N2,Ring-N2,Disk-Density,Ring-Density,Potential_RHE,ABS
-0.9000,-0.0014100,0.0000789,-0.00055100,0.00001100,-3.4707071781e+00,2.7434340119e-01,0.0673,1.2878787518e+00
-0.8990,-0.0013400,0.0000786,-0.00049100,0.00001090,-3.4303028584e+00,2.7353534102e-01,0.0683,1.2474744320e+00
-0.8980,-0.0013200,0.0000785,-0.00044100,0.00001080,-3.5515153408e+00,2.7353534102e-01,0.0693,1.3686869144e+00
-0.8970,-0.0013000,0.0000784,-0.00039700,0.00001070,-3.6484849453e+00,2.7353534102e-01,0.0703,1.4656565189e+00
-0.8960,-0.0012700,0.0000783,-0.00035800,0.00001060,-3.6848485470e+00,2.7353534102e-01,0.0713,1.5020201206e+00
-0.8950,-0.0012600,0.0000779,-0.00032400,0.00001050,-3.7818183899e+00,2.7232322097e-01,0.0723,1.5989899635e+00
-0.8940,-0.0012500,0.0000780,-0.00029400,0.00001040,-3.8626260757e+00,2.7313131094e-01,0.0733,1.6797976494e+00
-0.8930,-0.0012300,0.0000778,-0.00026800,0.00001030,-3.8868689537e+00,2.7272728086e-01,0.0743,1.7040405273e+00
-0.8920,-0.0012200,0.0000776,-0.00024400,0.00001020,-3.9434342384e+00,2.7232325077e-01,0.0753,1.7606058121e+00
-0.8910,-0.0012100,0.0000775,-0.00022300,0.00001010,-3.9878790379e+00,2.7232325077e-01,0.0763,1.8050506115e+00
-0.8900,-0.0011900,0.0000773,-0.00020300,0.00001000,-3.9878785610e+00,2.7191919088e-01,0.0773,1.8050501347e+00
-0.8890,-0.0012000,0.0000774,-0.00018600,0.00000991,-4.0969700813e+00,2.7268686891e-01,0.0783,1.9141416550e+00
-0.8880,-0.0011800,0.0000770,-0.00017000,0.00000984,-4.0808081627e+00,2.7135354280e-01,0.0793,1.8979797363e+00
-0.8870,-0.0011800,0.0000768,-0.00015500,0.00000976,-4.1414141655e+00,2.7086871862e-01,0.0803,1.9585857391e+00
-0.8860,-0.0011700,0.0000767,-0.00014200,0.00000968,-4.1535348892e+00,2.7078789473e-01,0.0813,1.9707064629e+00
-0.8850,-0.0011500,0.0000764,-0.00012900,0.00000960,-4.1252527237e+00,2.6989898086e-01,0.0823,1.9424242973e+00
-0.8840,-0.0011500,0.0000765,-0.00011900,0.00000952,-4.1656565666e+00,2.7062624693e-01,0.0833,1.9828281403e+00
-0.8830,-0.0011500,0.0000761,-0.00010800,0.00000946,-4.2101011276e+00,2.6925253868e-01,0.0843,2.0272727013e+00
-0.8820,-0.0011400,0.0000761,-0.00009840,0.00000939,-4.2084846497e+00,2.6953533292e-01,0.0853,2.0256562233e+00
-0.8810,-0.0011300,0.0000760,-0.00008930,0.00000931,-4.2048487663e+00,2.6945450902e-01,0.0863,2.0220203400e+00
-0.8800,-0.0011300,0.0000759,-0.00008090,0.00000926,-4.2387876511e+00,2.6925253868e-01,0.0873,2.0559592247e+00
-0.8790,-0.0011300,0.0000756,-0.00007340,0.00000919,-4.2690911293e+00,2.6832324266e-01,0.0883,2.0862627029e+00
