"Ewe/V";"I/mA"
1.830104291439056E-001;0.000000000000000E+000
2.404502779245377E-001;0.000000000000000E+000
2.763171494007111E-001;0.000000000000000E+000
3.016147017478943E-001;0.000000000000000E+000
3.213033378124237E-001;0.000000000000000E+000
3.369283080101013E-001;0.000000000000000E+000
3.487567305564880E-001;0.000000000000000E+000
3.584293425083160E-001;0.000000000000000E+000
3.656027019023895E-001;0.000000000000000E+000
3.718603253364563E-001;0.000000000000000E+000
3.766870796680450E-001;0.000000000000000E+000
3.801020681858063E-001;0.000000000000000E+000
3.834407329559326E-001;0.000000000000000E+000
3.855011761188507E-001;0.000000000000000E+000
3.878477811813354E-001;0.000000000000000E+000
3.892977237701416E-001;0.000000000000000E+000
3.906141221523285E-001;0.000000000000000E+000
3.917587995529175E-001;0.000000000000000E+000
3.921785056591034E-001;0.000000000000000E+000
3.932087421417236E-001;0.000000000000000E+000
3.937810659408569E-001;0.000000000000000E+000
3.940290808677673E-001;0.000000000000000E+000
3.947922289371490E-001;0.000000000000000E+000
3.949829936027527E-001;0.000000000000000E+000
3.954599499702454E-001;0.000000000000000E+000
3.956316411495209E-001;0.000000000000000E+000
3.954408764839172E-001;0.000000000000000E+000
3.960513770580292E-001;0.000000000000000E+000
3.955362737178802E-001;0.000000000000000E+000
3.958987593650818E-001;0.000000000000000E+000
3.959559798240662E-001;0.000000000000000E+000
3.957461118698120E-001;0.000000000000000E+000
3.957079648971558E-001;0.000000000000000E+000
3.954218029975891E-001;0.000000000000000E+000
3.957842886447906E-001;0.000000000000000E+000
3.955553472042084E-001;0.000000000000000E+000
3.954408764839172E-001;0.000000000000000E+000
3.953073322772980E-001;0.000000000000000E+000
3.948113024234772E-001;0.000000000000000E+000
3.950783908367157E-001;0.000000000000000E+000
3.949257731437683E-001;0.000000000000000E+000
3.942008018493652E-001;0.000000000000000E+000
3.943724930286407E-001;0.000000000000000E+000
3.936475217342377E-001;0.000000000000000E+000
3.939909338951111E-001;0.000000000000000E+000
3.934376537799835E-001;0.000000000000000E+000
3.930179476737976E-001;0.000000000000000E+000
3.928844034671783E-001;0.000000000000000E+000
3.925409913063049E-001;0.000000000000000E+000
3.924074470996857E-001;0.000000000000000E+000
