"Ewe/V";"I/mA"
1.791638433933258E-001;0.000000000000000E+000
2.396871596574783E-001;0.000000000000000E+000
2.766987085342407E-001;0.000000000000000E+000
3.022252023220062E-001;0.000000000000000E+000
3.210934698581696E-001;0.000000000000000E+000
3.355165123939514E-001;0.000000000000000E+000
3.467726111412048E-001;0.000000000000000E+000
3.554531335830688E-001;0.000000000000000E+000
3.625501990318298E-001;0.000000000000000E+000
3.677012920379639E-001;0.000000000000000E+000
3.718603253364563E-001;0.000000000000000E+000
3.754660785198212E-001;0.000000000000000E+000
3.784422576427460E-001;0.000000000000000E+000
3.806362450122833E-001;0.000000000000000E+000
3.825631439685822E-001;0.000000000000000E+000
3.840703070163727E-001;0.000000000000000E+000
3.853867053985596E-001;0.000000000000000E+000
3.864932358264923E-001;0.000000000000000E+000
3.870655894279480E-001;0.000000000000000E+000
3.880003988742828E-001;0.000000000000000E+000
3.887062966823578E-001;0.000000000000000E+000
3.890497088432312E-001;0.000000000000000E+000
3.895838856697083E-001;0.000000000000000E+000
3.896029591560364E-001;0.000000000000000E+000
3.900036215782166E-001;0.000000000000000E+000
3.902707099914551E-001;0.000000000000000E+000
3.903660774230957E-001;0.000000000000000E+000
3.904996514320374E-001;0.000000000000000E+000
3.903088569641113E-001;0.000000000000000E+000
3.904996514320374E-001;0.000000000000000E+000
3.904424011707306E-001;0.000000000000000E+000
3.902516365051270E-001;0.000000000000000E+000
3.905568718910217E-001;0.000000000000000E+000
3.899082243442535E-001;0.000000000000000E+000
3.900608420372009E-001;0.000000000000000E+000
3.900226950645447E-001;0.000000000000000E+000
3.895838856697083E-001;0.000000000000000E+000
3.896220326423645E-001;0.000000000000000E+000
3.889161646366119E-001;0.000000000000000E+000
3.889924585819244E-001;0.000000000000000E+000
3.889161646366119E-001;0.000000000000000E+000
3.883438110351563E-001;0.000000000000000E+000
3.885155022144318E-001;0.000000000000000E+000
3.878096342086792E-001;0.000000000000000E+000
3.877905607223511E-001;0.000000000000000E+000
3.875806927680969E-001;0.000000000000000E+000
3.869701921939850E-001;0.000000000000000E+000
3.870655894279480E-001;0.000000000000000E+000
3.861688971519470E-001;0.000000000000000E+000
3.860735297203064E-001;0.000000000000000E+000
3.855774998664856E-001;0.000000000000000E+000
1.998825967311859E-001;-2.089268420116012E+000
2.014637142419815E-001;-8.816284443421125E-001
2.045157998800278E-001;-5.468436008507780E-001
2.075992673635483E-001;-4.053973423054948E-001
2.106917500495911E-001;-3.149671062413235E-001
2.137969136238098E-001;-2.476603719768287E-001
2.168431729078293E-001;-1.951729114910230E-001
2.199515402317047E-001;-1.520965278252808E-001
2.229518145322800E-001;-1.157380312983374E-001
2.260792553424835E-001;-8.424985930092777E-002
2.291897386312485E-001;-5.631664110224410E-002
2.322037816047668E-001;-3.116765931304433E-002
2.353460341691971E-001;-8.908565558366249E-003
2.383797317743301E-001;1.350420766836255E-002
2.415102124214172E-001;3.169555970033777E-002
2.446397691965103E-001;4.828352142158013E-002
2.476484924554825E-001;6.300398144214914E-002
2.508024275302887E-001;7.690771970850685E-002
2.537751495838165E-001;9.066053312558398E-002
2.568379044532776E-001;1.030164782177658E-001
2.600151598453522E-001;1.143565297172926E-001
2.629550099372864E-001;1.249209460260232E-001
2.661619484424591E-001;1.354657364733640E-001
