"Ewe/V";"I/mA"
7.754971832036972E-002;0.000000000000000E+000
1.065028533339500E-001;0.000000000000000E+000
1.236540749669075E-001;0.000000000000000E+000
1.354443579912186E-001;0.000000000000000E+000
1.443538367748261E-001;0.000000000000000E+000
1.510693281888962E-001;0.000000000000000E+000
1.563921123743057E-001;0.000000000000000E+000
1.606656163930893E-001;0.000000000000000E+000
1.648055613040924E-001;0.000000000000000E+000
1.677435934543610E-001;0.000000000000000E+000
1.709105670452118E-001;0.000000000000000E+000
1.737532019615173E-001;0.000000000000000E+000
1.762333512306213E-001;0.000000000000000E+000
1.789233684539795E-001;0.000000000000000E+000
1.812318265438080E-001;0.000000000000000E+000
1.829870045185089E-001;0.000000000000000E+000
1.853717714548111E-001;0.000000000000000E+000
1.868789345026016E-001;0.000000000000000E+000
1.889775395393372E-001;0.000000000000000E+000
1.906373351812363E-001;0.000000000000000E+000
1.920109540224075E-001;0.000000000000000E+000
1.938042938709259E-001;0.000000000000000E+000
1.951206922531128E-001;0.000000000000000E+000
1.968567967414856E-001;0.000000000000000E+000
1.981159448623657E-001;0.000000000000000E+000
1.990889310836792E-001;0.000000000000000E+000
2.003671675920486E-001;0.000000000000000E+000
2.016454041004181E-001;0.000000000000000E+000
2.029045522212982E-001;0.000000000000000E+000
2.040110826492310E-001;0.000000000000000E+000
2.047742158174515E-001;0.000000000000000E+000
2.060333639383316E-001;0.000000000000000E+000
2.067583352327347E-001;0.000000000000000E+000
2.080556452274323E-001;0.000000000000000E+000
2.088187634944916E-001;0.000000000000000E+000
2.095055878162384E-001;0.000000000000000E+000
2.106121182441711E-001;0.000000000000000E+000
2.111272215843201E-001;0.000000000000000E+000
2.120238989591599E-001;0.000000000000000E+000
2.127297818660736E-001;0.000000000000000E+000
2.132830470800400E-001;0.000000000000000E+000
2.142560333013535E-001;0.000000000000000E+000
2.145231217145920E-001;0.000000000000000E+000
2.157441228628159E-001;0.000000000000000E+000
2.160493731498718E-001;0.000000000000000E+000
2.165835648775101E-001;0.000000000000000E+000
2.173657715320587E-001;0.000000000000000E+000
2.178618013858795E-001;0.000000000000000E+000
2.185486108064651E-001;0.000000000000000E+000
2.190637141466141E-001;0.000000000000000E+000
2.189492434263229E-001;0.000000000000000E+000
1.992034018039703E-001;-2.169889770448208E-001
2.010901421308517E-001;-4.694233880109033E-002
2.042113691568375E-001;-1.752007754230992E-002
2.073412388563156E-001;-1.103257837158483E-002
2.103598117828369E-001;-6.908659981161427E-003
2.134548425674438E-001;-3.598113966380947E-003
2.165945172309875E-001;-8.694526653210261E-004
2.195830941200256E-001;1.561497323063826E-003
