Apr. 21, 2024   16:43:04
Linear Sweep Voltammetry
File: 2 cd-900-lsv-80ug-ir.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -0.9
Final E (V) = 0.2
Scan Rate (V/s) = 0.01
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
2nd E (V) = 0.234
Sens 2 (A/V) = 1e-4
Comp R (ohm) = 36.8

Results:

Channel 1:
Ep = 0.199V
ip = 4.950e-5A
Ah = 5.596e-3C

Ep = -0.419V
ip = 7.519e-6A
Ah = 8.849e-5C

Current 2:

Ep = -0.419V
ip = 7.519e-6A
Ah = 8.849e-5C

Ep = 0.001V
ip = 1.695e-8A
Ah = 2.988e-9C

Potential/V, i1/A, i2/A
-0.309, -9.092e-4, 6.806e-5
-0.308, -9.098e-4, 6.795e-5
-0.307, -9.085e-4, 6.778e-5
-0.306, -9.090e-4, 6.748e-5
-0.305, -9.119e-4, 6.743e-5
-0.304, -9.081e-4, 6.709e-5
-0.303, -9.118e-4, 6.694e-5
-0.302, -9.116e-4, 6.669e-5
-0.301, -9.105e-4, 6.658e-5
-0.300, -9.132e-4, 6.648e-5
-0.299, -9.134e-4, 6.628e-5
-0.298, -9.127e-4, 6.598e-5
-0.297, -9.125e-4, 6.573e-5
-0.296, -9.128e-4, 6.560e-5
-0.295, -9.114e-4, 6.534e-5
-0.294, -9.132e-4, 6.511e-5
-0.293, -9.129e-4, 6.489e-5
-0.292, -9.124e-4, 6.473e-5
-0.291, -9.139e-4, 6.459e-5
-0.290, -9.126e-4, 6.442e-5
-0.289, -9.144e-4, 6.412e-5
-0.288, -9.142e-4, 6.399e-5
-0.287, -9.137e-4, 6.382e-5
-0.286, -9.149e-4, 6.354e-5
-0.285, -9.149e-4, 6.326e-5
-0.284, -9.140e-4, 6.312e-5
-0.283, -9.148e-4, 6.299e-5
-0.282, -9.145e-4, 6.276e-5
-0.281, -9.127e-4, 6.260e-5
-0.280, -9.161e-4, 6.231e-5
-0.279, -9.167e-4, 6.221e-5
-0.278, -9.147e-4, 6.196e-5
-0.277, -9.179e-4, 6.185e-5
-0.276, -9.163e-4, 6.159e-5
-0.275, -9.178e-4, 6.142e-5
-0.274, -9.182e-4, 6.128e-5
-0.273, -9.158e-4, 6.095e-5
-0.272, -9.167e-4, 6.077e-5
-0.271, -9.186e-4, 6.064e-5
-0.270, -9.173e-4, 6.038e-5
-0.269, -9.164e-4, 6.017e-5
-0.268, -9.197e-4, 5.996e-5
-0.267, -9.189e-4, 5.982e-5
-0.266, -9.164e-4, 5.956e-5
-0.265, -9.187e-4, 5.937e-5
-0.264, -9.158e-4, 5.910e-5
-0.263, -9.186e-4, 5.896e-5
-0.262, -9.180e-4, 5.886e-5
-0.261, -9.168e-4, 5.860e-5
-0.260, -9.196e-4, 5.842e-5
-0.259, -9.200e-4, 5.824e-5
-0.258, -9.191e-4, 5.812e-5
-0.257, -9.188e-4, 5.778e-5
-0.256, -9.213e-4, 5.767e-5
-0.255, -9.187e-4, 5.740e-5
-0.254, -9.200e-4, 5.726e-5
-0.253, -9.199e-4, 5.706e-5
-0.252, -9.205e-4, 5.670e-5
-0.251, -9.203e-4, 5.657e-5
-0.250, -9.196e-4, 5.641e-5
-0.249, -9.194e-4, 5.626e-5
-0.248, -9.197e-4, 5.602e-5
-0.247, -9.173e-4, 5.575e-5
-0.246, -9.218e-4, 5.560e-5
-0.245, -9.209e-4, 5.541e-5
-0.244, -9.199e-4, 5.508e-5
-0.243, -9.199e-4, 5.497e-5
-0.242, -9.213e-4, 5.478e-5
-0.241, -9.202e-4, 5.451e-5
-0.240, -9.204e-4, 5.433e-5
-0.239, -9.190e-4, 5.403e-5
-0.238, -9.199e-4, 5.388e-5
-0.237, -9.206e-4, 5.363e-5
-0.236, -9.194e-4, 5.334e-5
-0.235, -9.198e-4, 5.311e-5
-0.234, -9.204e-4, 5.286e-5
-0.233, -9.193e-4, 5.270e-5
-0.232, -9.193e-4, 5.248e-5
-0.231, -9.191e-4, 5.214e-5
-0.230, -9.186e-4, 5.196e-5
-0.229, -9.176e-4, 5.156e-5
-0.228, -9.170e-4, 5.133e-5
-0.227, -9.160e-4, 5.108e-5
-0.226, -9.162e-4, 5.085e-5
-0.225, -9.165e-4, 5.052e-5
-0.224, -9.164e-4, 5.031e-5
-0.223, -9.157e-4, 5.001e-5
-0.222, -9.162e-4, 4.972e-5
-0.221, -9.149e-4, 4.940e-5
-0.220, -9.139e-4, 4.908e-5
-0.219, -9.112e-4, 4.880e-5
-0.218, -9.148e-4, 4.854e-5
-0.217, -9.124e-4, 4.818e-5
-0.216, -9.121e-4, 4.789e-5
-0.215, -9.131e-4, 4.754e-5
-0.214, -9.124e-4, 4.725e-5
-0.213, -9.119e-4, 4.691e-5
-0.212, -9.101e-4, 4.647e-5
-0.211, -9.104e-4, 4.615e-5
-0.210, -9.081e-4, 4.576e-5
-0.209, -9.073e-4, 4.539e-5
-0.208, -9.068e-4, 4.497e-5
-0.207, -9.049e-4, 4.453e-5
-0.206, -9.026e-4, 4.411e-5
-0.205, -9.019e-4, 4.372e-5
-0.204, -9.007e-4, 4.341e-5
-0.203, -8.997e-4, 4.294e-5
-0.202, -8.991e-4, 4.255e-5
-0.201, -8.970e-4, 4.207e-5
-0.200, -8.963e-4, 4.160e-5
-0.199, -8.951e-4, 4.121e-5
-0.198, -8.913e-4, 4.069e-5
-0.197, -8.907e-4, 4.017e-5
-0.196, -8.883e-4, 3.969e-5
-0.195, -8.865e-4, 3.921e-5
-0.194, -8.833e-4, 3.875e-5
-0.193, -8.820e-4, 3.819e-5
-0.192, -8.782e-4, 3.769e-5
-0.191, -8.759e-4, 3.721e-5
-0.190, -8.719e-4, 3.671e-5
-0.189, -8.714e-4, 3.616e-5
-0.188, -8.677e-4, 3.565e-5
-0.187, -8.652e-4, 3.514e-5
-0.186, -8.629e-4, 3.454e-5
-0.185, -8.593e-4, 3.400e-5
-0.184, -8.559e-4, 3.346e-5
-0.183, -8.531e-4, 3.296e-5
-0.182, -8.478e-4, 3.241e-5
-0.181, -8.439e-4, 3.184e-5
-0.180, -8.422e-4, 3.132e-5
-0.179, -8.371e-4, 3.077e-5
-0.178, -8.327e-4, 3.013e-5
-0.177, -8.280e-4, 2.960e-5
-0.176, -8.241e-4, 2.912e-5
-0.175, -8.193e-4, 2.851e-5
-0.174, -8.148e-4, 2.798e-5
-0.173, -8.077e-4, 2.741e-5
-0.172, -8.050e-4, 2.689e-5
-0.171, -7.984e-4, 2.637e-5
-0.170, -7.924e-4, 2.585e-5
-0.169, -7.885e-4, 2.532e-5
-0.168, -7.819e-4, 2.480e-5
-0.167, -7.758e-4, 2.429e-5
-0.166, -7.694e-4, 2.381e-5
-0.165, -7.631e-4, 2.331e-5
-0.164, -7.586e-4, 2.284e-5
-0.163, -7.502e-4, 2.235e-5
-0.162, -7.440e-4, 2.188e-5
-0.161, -7.380e-4, 2.147e-5
-0.160, -7.299e-4, 2.097e-5
-0.159, -7.253e-4, 2.057e-5
-0.158, -7.158e-4, 2.015e-5
-0.157, -7.089e-4, 1.969e-5
-0.156, -7.018e-4, 1.933e-5
-0.155, -6.938e-4, 1.892e-5
-0.154, -6.854e-4, 1.851e-5
-0.153, -6.780e-4, 1.816e-5
-0.152, -6.706e-4, 1.783e-5
-0.151, -6.622e-4, 1.745e-5
-0.150, -6.536e-4, 1.711e-5
-0.149, -6.462e-4, 1.681e-5
-0.148, -6.371e-4, 1.648e-5
-0.147, -6.286e-4, 1.618e-5
-0.146, -6.205e-4, 1.591e-5
-0.145, -6.118e-4, 1.559e-5
-0.144, -6.016e-4, 1.528e-5
-0.143, -5.942e-4, 1.511e-5
-0.142, -5.847e-4, 1.483e-5
-0.141, -5.763e-4, 1.457e-5
-0.140, -5.682e-4, 1.434e-5
-0.139, -5.586e-4, 1.414e-5
-0.138, -5.487e-4, 1.391e-5
-0.137, -5.393e-4, 1.370e-5
-0.136, -5.313e-4, 1.351e-5
-0.135, -5.203e-4, 1.333e-5
-0.134, -5.117e-4, 1.314e-5
-0.133, -5.036e-4, 1.299e-5
-0.132, -4.923e-4, 1.282e-5
-0.131, -4.834e-4, 1.266e-5
-0.130, -4.728e-4, 1.252e-5
-0.129, -4.656e-4, 1.240e-5
-0.128, -4.552e-4, 1.224e-5
-0.127, -4.455e-4, 1.211e-5
-0.126, -4.358e-4, 1.198e-5
-0.125, -4.267e-4, 1.186e-5
-0.124, -4.166e-4, 1.173e-5
-0.123, -4.078e-4, 1.165e-5
-0.122, -3.978e-4, 1.153e-5
-0.121, -3.881e-4, 1.144e-5
-0.120, -3.788e-4, 1.134e-5
-0.119, -3.694e-4, 1.124e-5
-0.118, -3.597e-4, 1.116e-5
-0.117, -3.503e-4, 1.109e-5
-0.116, -3.408e-4, 1.100e-5
-0.115, -3.310e-4, 1.092e-5
-0.114, -3.222e-4, 1.086e-5
-0.113, -3.129e-4, 1.080e-5
-0.112, -3.028e-4, 1.074e-5
-0.111, -2.939e-4, 1.068e-5
-0.110, -2.850e-4, 1.061e-5
-0.109, -2.756e-4, 1.056e-5
-0.108, -2.667e-4, 1.051e-5
-0.107, -2.580e-4, 1.047e-5
-0.106, -2.483e-4, 1.041e-5
-0.105, -2.402e-4, 1.039e-5
-0.104, -2.309e-4, 1.033e-5
-0.103, -2.215e-4, 1.028e-5
-0.102, -2.121e-4, 1.027e-5
-0.101, -2.056e-4, 1.021e-5
-0.100, -1.964e-4, 1.018e-5
-0.099, -1.883e-4, 1.015e-5
-0.098, -1.800e-4, 1.012e-5
-0.097, -1.716e-4, 1.008e-5
-0.096, -1.630e-4, 1.007e-5
-0.095, -1.559e-4, 1.005e-5
-0.094, -1.475e-4, 1.002e-5
-0.093, -1.399e-4, 9.996e-6
-0.092, -1.320e-4, 9.975e-6
-0.091, -1.245e-4, 9.944e-6
-0.090, -1.172e-4, 9.924e-6
-0.089, -1.097e-4, 9.921e-6
-0.088, -1.029e-4, 9.908e-6
-0.087, -9.576e-5, 9.888e-6
-0.086, -8.842e-5, 9.871e-6
-0.085, -8.203e-5, 9.852e-6
-0.084, -7.487e-5, 9.840e-6
-0.083, -6.823e-5, 9.826e-6
-0.082, -6.222e-5, 9.821e-6
-0.081, -5.554e-5, 9.809e-6
-0.080, -4.926e-5, 9.798e-6
-0.079, -4.313e-5, 9.791e-6
-0.078, -3.710e-5, 9.778e-6
-0.077, -3.137e-5, 9.774e-6
-0.076, -2.540e-5, 9.763e-6
-0.075, -2.025e-5, 9.760e-6
-0.074, -1.450e-5, 9.749e-6
-0.073, -9.196e-6, 9.736e-6
-0.072, -4.193e-6, 9.731e-6
-0.071, 1.402e-6, 9.727e-6
-0.070, 6.581e-6, 9.726e-6
-0.069, 1.107e-5, 9.721e-6
-0.068, 1.619e-5, 9.710e-6
-0.067, 2.034e-5, 9.708e-6
-0.066, 2.510e-5, 9.705e-6
-0.065, 2.939e-5, 9.701e-6
-0.064, 3.388e-5, 9.694e-6
-0.063, 3.752e-5, 9.698e-6
-0.062, 4.163e-5, 9.687e-6
-0.061, 4.561e-5, 9.676e-6
-0.060, 4.926e-5, 9.681e-6
-0.059, 5.279e-5, 9.682e-6
-0.058, 5.676e-5, 9.673e-6
-0.057, 6.005e-5, 9.678e-6
-0.056, 6.305e-5, 9.677e-6
-0.055, 6.658e-5, 9.670e-6
-0.054, 6.987e-5, 9.677e-6
-0.053, 7.289e-5, 9.672e-6
-0.052, 7.596e-5, 9.664e-6
-0.051, 7.928e-5, 9.665e-6
-0.050, 8.128e-5, 9.665e-6
-0.049, 8.410e-5, 9.661e-6
-0.048, 8.687e-5, 9.658e-6
-0.047, 8.918e-5, 9.664e-6
-0.046, 9.159e-5, 9.658e-6
-0.045, 9.379e-5, 9.659e-6
-0.044, 9.632e-5, 9.646e-6
-0.043, 9.790e-5, 9.650e-6
-0.042, 1.004e-4, 9.644e-6
-0.041, 1.026e-4, 9.643e-6
-0.040, 1.042e-4, 9.650e-6
-0.039, 1.064e-4, 9.639e-6
-0.038, 1.082e-4, 9.647e-6
-0.037, 1.096e-4, 9.652e-6
-0.036, 1.114e-4, 9.645e-6
-0.035, 1.132e-4, 9.640e-6
-0.034, 1.146e-4, 9.648e-6
-0.033, 1.161e-4, 9.640e-6
-0.032, 1.178e-4, 9.632e-6
-0.031, 1.190e-4, 9.639e-6
-0.030, 1.203e-4, 9.633e-6
-0.029, 1.217e-4, 9.639e-6
-0.028, 1.231e-4, 9.637e-6
-0.027, 1.238e-4, 9.638e-6
-0.026, 1.256e-4, 9.635e-6
-0.025, 1.264e-4, 9.636e-6
-0.024, 1.272e-4, 9.641e-6
-0.023, 1.282e-4, 9.631e-6
-0.022, 1.295e-4, 9.634e-6
-0.021, 1.304e-4, 9.632e-6
-0.020, 1.314e-4, 9.630e-6
-0.019, 1.325e-4, 9.630e-6
-0.018, 1.329e-4, 9.631e-6
-0.017, 1.341e-4, 9.627e-6
-0.016, 1.343e-4, 9.632e-6
-0.015, 1.356e-4, 9.626e-6
-0.014, 1.363e-4, 9.627e-6
-0.013, 1.372e-4, 9.629e-6
-0.012, 1.377e-4, 9.625e-6
-0.011, 1.383e-4, 9.622e-6
-0.010, 1.390e-4, 9.616e-6
-0.009, 1.398e-4, 9.620e-6
-0.008, 1.401e-4, 9.623e-6
-0.007, 1.408e-4, 9.613e-6
-0.006, 1.415e-4, 9.615e-6
-0.005, 1.418e-4, 9.621e-6
-0.004, 1.425e-4, 9.607e-6
-0.003, 1.430e-4, 9.612e-6
-0.002, 1.437e-4, 9.615e-6
-0.001, 1.442e-4, 9.612e-6
-0.000, 1.462e-4, 9.610e-6
0.001, 1.451e-4, 9.626e-6
0.002, 1.457e-4, 9.607e-6
0.003, 1.461e-4, 9.603e-6
0.004, 1.462e-4, 9.601e-6
0.005, 1.467e-4, 9.597e-6
0.006, 1.471e-4, 9.600e-6
0.007, 1.477e-4, 9.597e-6
0.008, 1.477e-4, 9.594e-6
0.009, 1.483e-4, 9.594e-6
0.010, 1.490e-4, 9.595e-6
0.011, 1.492e-4, 9.595e-6
0.012, 1.494e-4, 9.597e-6
0.013, 1.495e-4, 9.592e-6
0.014, 1.501e-4, 9.599e-6
0.015, 1.505e-4, 9.587e-6
0.016, 1.509e-4, 9.595e-6
0.017, 1.509e-4, 9.596e-6
0.018, 1.516e-4, 9.578e-6
0.019, 1.518e-4, 9.584e-6
0.020, 1.522e-4, 9.585e-6
0.021, 1.523e-4, 9.578e-6
0.022, 1.529e-4, 9.581e-6
0.023, 1.532e-4, 9.583e-6
0.024, 1.534e-4, 9.574e-6
0.025, 1.538e-4, 9.576e-6
0.026, 1.540e-4, 9.573e-6
0.027, 1.542e-4, 9.573e-6
0.028, 1.546e-4, 9.576e-6
0.029, 1.548e-4, 9.570e-6
0.030, 1.550e-4, 9.572e-6
0.031, 1.556e-4, 9.559e-6
0.032, 1.556e-4, 9.572e-6
0.033, 1.551e-4, 9.570e-6
0.034, 1.570e-4, 9.557e-6
0.035, 1.569e-4, 9.557e-6
0.036, 1.569e-4, 9.559e-6
0.037, 1.570e-4, 9.547e-6
0.038, 1.579e-4, 9.546e-6
0.039, 1.578e-4, 9.544e-6
0.040, 1.578e-4, 9.543e-6
0.041, 1.582e-4, 9.543e-6
0.042, 1.588e-4, 9.543e-6
0.043, 1.586e-4, 9.544e-6
0.044, 1.585e-4, 9.534e-6
0.045, 1.599e-4, 9.548e-6
0.046, 1.597e-4, 9.542e-6
0.047, 1.600e-4, 9.527e-6
0.048, 1.602e-4, 9.537e-6
0.049, 1.607e-4, 9.534e-6
0.050, 1.607e-4, 9.524e-6
0.051, 1.616e-4, 9.523e-6
0.052, 1.613e-4, 9.533e-6
0.053, 1.614e-4, 9.526e-6
0.054, 1.619e-4, 9.528e-6
0.055, 1.620e-4, 9.520e-6
0.056, 1.621e-4, 9.526e-6
0.057, 1.627e-4, 9.517e-6
0.058, 1.632e-4, 9.524e-6
0.059, 1.630e-4, 9.510e-6
0.060, 1.639e-4, 9.506e-6
0.061, 1.637e-4, 9.512e-6
0.062, 1.642e-4, 9.513e-6
0.063, 1.646e-4, 9.498e-6
0.064, 1.646e-4, 9.497e-6
0.065, 1.647e-4, 9.501e-6
0.066, 1.652e-4, 9.502e-6
0.067, 1.654e-4, 9.498e-6
0.068, 1.657e-4, 9.500e-6
0.069, 1.661e-4, 9.492e-6
0.070, 1.665e-4, 9.492e-6
0.071, 1.667e-4, 9.492e-6
0.072, 1.667e-4, 9.482e-6
0.073, 1.672e-4, 9.481e-6
0.074, 1.676e-4, 9.478e-6
0.075, 1.676e-4, 9.466e-6
0.076, 1.680e-4, 9.476e-6
0.077, 1.685e-4, 9.474e-6
0.078, 1.686e-4, 9.470e-6
0.079, 1.689e-4, 9.468e-6
0.080, 1.690e-4, 9.477e-6
0.081, 1.692e-4, 9.470e-6
0.082, 1.703e-4, 9.467e-6
0.083, 1.699e-4, 9.470e-6
0.084, 1.710e-4, 9.460e-6
0.085, 1.705e-4, 9.459e-6
0.086, 1.710e-4, 9.466e-6
0.087, 1.715e-4, 9.462e-6
0.088, 1.713e-4, 9.462e-6
0.089, 1.725e-4, 9.454e-6
0.090, 1.725e-4, 9.457e-6
0.091, 1.730e-4, 9.450e-6
0.092, 1.724e-4, 9.452e-6
0.093, 1.734e-4, 9.457e-6
0.094, 1.734e-4, 9.438e-6
0.095, 1.735e-4, 9.439e-6
0.096, 1.748e-4, 9.439e-6
0.097, 1.743e-4, 9.437e-6
0.098, 1.750e-4, 9.433e-6
0.099, 1.755e-4, 9.431e-6
0.100, 1.758e-4, 9.436e-6
0.101, 1.763e-4, 9.423e-6
0.102, 1.770e-4, 9.428e-6
0.103, 1.771e-4, 9.427e-6
0.104, 1.771e-4, 9.435e-6
0.105, 1.771e-4, 9.438e-6
0.106, 1.783e-4, 9.410e-6
0.107, 1.781e-4, 9.423e-6
0.108, 1.784e-4, 9.425e-6
0.109, 1.792e-4, 9.411e-6
0.110, 1.793e-4, 9.419e-6
0.111, 1.794e-4, 9.416e-6
0.112, 1.801e-4, 9.404e-6
0.113, 1.804e-4, 9.410e-6
0.114, 1.809e-4, 9.415e-6
0.115, 1.816e-4, 9.411e-6
0.116, 1.817e-4, 9.411e-6
0.117, 1.818e-4, 9.417e-6
0.118, 1.826e-4, 9.416e-6
0.119, 1.833e-4, 9.402e-6
0.120, 1.830e-4, 9.400e-6
0.121, 1.840e-4, 9.396e-6
0.122, 1.845e-4, 9.397e-6
0.123, 1.848e-4, 9.395e-6
0.124, 1.850e-4, 9.403e-6
0.125, 1.858e-4, 9.393e-6
0.126, 1.861e-4, 9.390e-6
0.127, 1.863e-4, 9.392e-6
0.128, 1.869e-4, 9.378e-6
0.129, 1.877e-4, 9.386e-6
0.130, 1.879e-4, 9.385e-6
0.131, 1.883e-4, 9.386e-6
0.132, 1.895e-4, 9.381e-6
0.133, 1.889e-4, 9.385e-6
0.134, 1.904e-4, 9.377e-6
0.135, 1.903e-4, 9.368e-6
0.136, 1.901e-4, 9.383e-6
0.137, 1.915e-4, 9.374e-6
0.138, 1.922e-4, 9.364e-6
0.139, 1.926e-4, 9.367e-6
0.140, 1.932e-4, 9.363e-6
0.141, 1.942e-4, 9.352e-6
0.142, 1.940e-4, 9.361e-6
0.143, 1.948e-4, 9.341e-6
0.144, 1.955e-4, 9.355e-6
0.145, 1.962e-4, 9.351e-6
0.146, 1.966e-4, 9.356e-6
0.147, 1.975e-4, 9.344e-6
0.148, 1.984e-4, 9.345e-6
0.149, 1.981e-4, 9.350e-6
0.150, 1.996e-4, 9.353e-6
0.151, 2.000e-4, 9.349e-6
0.152, 2.001e-4, 9.353e-6
0.153, 2.016e-4, 9.344e-6
0.154, 2.024e-4, 9.340e-6
0.155, 2.024e-4, 9.346e-6
0.156, 2.036e-4, 9.337e-6
0.157, 2.040e-4, 9.321e-6
0.158, 2.040e-4, 9.341e-6
0.159, 2.060e-4, 9.323e-6
0.160, 2.063e-4, 9.319e-6
0.161, 2.069e-4, 9.333e-6
0.162, 2.084e-4, 9.322e-6
0.163, 2.090e-4, 9.316e-6
0.164, 2.086e-4, 9.319e-6
0.165, 2.112e-4, 9.319e-6
0.166, 2.117e-4, 9.304e-6
0.167, 2.123e-4, 9.311e-6
0.168, 2.130e-4, 9.315e-6
0.169, 2.138e-4, 9.304e-6
0.170, 2.150e-4, 9.306e-6
0.171, 2.154e-4, 9.300e-6
0.172, 2.171e-4, 9.293e-6
0.173, 2.176e-4, 9.287e-6
0.174, 2.184e-4, 9.297e-6
0.175, 2.201e-4, 9.283e-6
0.176, 2.209e-4, 9.281e-6
0.177, 2.219e-4, 9.289e-6
0.178, 2.232e-4, 9.274e-6
0.179, 2.243e-4, 9.273e-6
0.180, 2.253e-4, 9.274e-6
0.181, 2.261e-4, 9.264e-6
0.182, 2.271e-4, 9.268e-6
0.183, 2.277e-4, 9.266e-6
0.184, 2.303e-4, 9.255e-6
0.185, 2.311e-4, 9.244e-6
0.186, 2.323e-4, 9.262e-6
0.187, 2.333e-4, 9.264e-6
0.188, 2.352e-4, 9.251e-6
0.189, 2.361e-4, 9.241e-6
0.190, 2.376e-4, 9.256e-6
0.191, 2.395e-4, 9.239e-6
0.192, 2.404e-4, 9.233e-6
0.193, 2.418e-4, 9.247e-6
0.194, 2.432e-4, 9.222e-6
0.195, 2.446e-4, 9.223e-6
0.196, 2.460e-4, 9.223e-6
0.197, 2.476e-4, 9.221e-6
0.198, 2.495e-4, 9.197e-6
0.199, 2.508e-4, 9.189e-6
