-0.9,-2.82E-04,9.84E-06
-0.899,-2.24E-04,9.91E-06
-0.898,-1.99E-04,9.88E-06
-0.897,-1.81E-04,9.82E-06
-0.896,-1.66E-04,9.77E-06
-0.895,-1.53E-04,9.72E-06
-0.894,-1.40E-04,9.63E-06
-0.893,-1.30E-04,9.56E-06
-0.892,-1.20E-04,9.49E-06
-0.891,-1.11E-04,9.42E-06
-0.89,-1.02E-04,9.36E-06
-0.889,-9.45E-05,9.30E-06
-0.888,-8.75E-05,9.22E-06
-0.887,-8.05E-05,9.16E-06
-0.886,-7.45E-05,9.12E-06
-0.885,-6.86E-05,9.06E-06
-0.884,-6.27E-05,9.01E-06
-0.883,-5.73E-05,8.94E-06
-0.882,-5.28E-05,8.89E-06
-0.881,-4.80E-05,8.84E-06
-0.88,-4.38E-05,8.80E-06
-0.879,-3.97E-05,8.76E-06
-0.878,-3.56E-05,8.71E-06
-0.877,-3.18E-05,8.67E-06
-0.876,-2.83E-05,8.64E-06
-0.875,-2.52E-05,8.59E-06
-0.874,-2.18E-05,8.55E-06
-0.873,-1.87E-05,8.51E-06
-0.872,-1.58E-05,8.47E-06
-0.871,-1.26E-05,8.41E-06
-0.87,-9.82E-06,8.38E-06
-0.869,-8.00E-06,8.35E-06
-0.868,-5.17E-06,8.33E-06
-0.867,-2.72E-06,8.28E-06
-0.866,-6.44E-07,8.25E-06
-0.865,1.73E-06,8.21E-06
-0.864,4.25E-06,8.17E-06
-0.863,5.90E-06,8.15E-06
-0.862,7.60E-06,8.12E-06
-0.861,9.44E-06,8.10E-06
-0.86,1.14E-05,8.08E-06
-0.859,1.30E-05,8.05E-06
-0.858,1.52E-05,8.01E-06
-0.857,1.66E-05,7.99E-06
-0.856,1.79E-05,7.96E-06
-0.855,1.95E-05,7.93E-06
-0.854,2.11E-05,7.90E-06
-0.853,2.20E-05,7.89E-06
-0.852,2.38E-05,7.88E-06
-0.851,2.53E-05,7.85E-06
-0.85,2.63E-05,7.82E-06
-0.849,2.77E-05,7.79E-06
-0.848,2.92E-05,7.76E-06
-0.847,3.01E-05,7.74E-06
-0.846,3.14E-05,7.71E-06
-0.845,3.25E-05,7.69E-06
-0.844,3.34E-05,7.68E-06
-0.843,3.42E-05,7.65E-06
-0.842,3.56E-05,7.64E-06
-0.841,3.62E-05,7.62E-06
-0.84,3.71E-05,7.61E-06
-0.839,3.81E-05,7.60E-06
-0.838,3.90E-05,7.58E-06
-0.837,3.96E-05,7.57E-06
-0.836,4.05E-05,7.55E-06
-0.835,4.15E-05,7.53E-06
-0.834,4.22E-05,7.52E-06
-0.833,4.29E-05,7.50E-06
-0.832,4.40E-05,7.49E-06
-0.831,4.48E-05,7.47E-06
-0.83,4.53E-05,7.45E-06
-0.829,4.62E-05,7.42E-06
-0.828,4.68E-05,7.40E-06
-0.827,4.73E-05,7.39E-06
-0.826,4.84E-05,7.37E-06
-0.825,4.90E-05,7.36E-06
-0.824,4.92E-05,7.35E-06
-0.823,5.01E-05,7.34E-06
-0.822,5.05E-05,7.32E-06
-0.821,5.10E-05,7.32E-06
-0.82,5.17E-05,7.31E-06
-0.819,5.40E-05,7.30E-06
-0.818,5.32E-05,7.27E-06
-0.817,5.36E-05,7.26E-06
-0.816,5.41E-05,7.25E-06
-0.815,5.45E-05,7.23E-06
-0.814,5.48E-05,7.23E-06
-0.813,5.57E-05,7.22E-06
-0.812,5.58E-05,7.21E-06
-0.811,5.60E-05,7.20E-06
-0.81,5.71E-05,7.18E-06
-0.809,5.77E-05,7.14E-06
-0.808,5.78E-05,7.14E-06
-0.807,5.83E-05,7.14E-06
-0.806,5.88E-05,7.14E-06
-0.805,5.86E-05,7.14E-06
-0.804,5.95E-05,7.13E-06
-0.803,6.00E-05,7.10E-06
-0.802,6.01E-05,7.09E-06
-0.801,6.06E-05,7.09E-06
-0.8,6.13E-05,7.07E-06
-0.799,6.14E-05,7.06E-06
-0.798,6.17E-05,7.06E-06
-0.797,6.21E-05,7.05E-06
-0.796,6.27E-05,7.04E-06
-0.795,6.27E-05,7.04E-06
-0.794,6.33E-05,7.02E-06
-0.793,6.36E-05,7.01E-06
-0.792,6.36E-05,7.01E-06
-0.791,6.42E-05,7.00E-06
-0.79,6.45E-05,6.99E-06
-0.789,6.45E-05,6.99E-06
-0.788,6.50E-05,6.98E-06
-0.787,6.57E-05,6.96E-06
-0.786,6.57E-05,6.95E-06
-0.785,6.60E-05,6.93E-06
-0.784,6.61E-05,6.93E-06
-0.783,6.63E-05,6.94E-06
-0.782,6.67E-05,6.93E-06
-0.781,6.72E-05,6.92E-06
-0.78,6.73E-05,6.92E-06
-0.779,6.71E-05,6.92E-06
-0.778,6.76E-05,6.92E-06
-0.777,6.80E-05,6.91E-06
-0.776,6.80E-05,6.90E-06
-0.775,6.86E-05,6.89E-06
-0.774,6.89E-05,6.88E-06
-0.773,6.89E-05,6.87E-06
-0.772,6.91E-05,6.87E-06
-0.771,6.92E-05,6.87E-06
-0.77,6.93E-05,6.87E-06
-0.769,6.96E-05,6.88E-06
-0.768,7.02E-05,6.87E-06
-0.767,6.99E-05,6.88E-06
-0.766,7.03E-05,6.86E-06
-0.765,7.04E-05,6.86E-06
-0.764,7.06E-05,6.84E-06
-0.763,7.08E-05,6.83E-06
-0.762,7.15E-05,6.82E-06
-0.761,7.14E-05,6.82E-06
-0.76,7.12E-05,6.82E-06
-0.759,7.17E-05,6.81E-06
-0.758,7.20E-05,6.80E-06
-0.757,7.22E-05,6.79E-06
-0.756,7.24E-05,6.77E-06
-0.755,7.28E-05,6.76E-06
-0.754,7.25E-05,6.75E-06
-0.753,7.25E-05,6.77E-06
-0.752,7.28E-05,6.78E-06
-0.751,7.31E-05,6.78E-06
-0.75,7.32E-05,6.76E-06
-0.749,7.37E-05,6.76E-06
-0.748,7.37E-05,6.74E-06
-0.747,7.34E-05,6.74E-06
-0.746,7.38E-05,6.76E-06
-0.745,7.41E-05,6.75E-06
-0.744,7.41E-05,6.73E-06
-0.743,7.45E-05,6.72E-06
-0.742,7.44E-05,6.72E-06
-0.741,7.40E-05,6.75E-06
-0.74,7.45E-05,6.76E-06
-0.739,7.50E-05,6.73E-06
-0.738,7.50E-05,6.71E-06
-0.737,7.54E-05,6.70E-06
-0.736,7.53E-05,6.70E-06
-0.735,7.53E-05,6.71E-06
-0.734,7.51E-05,6.71E-06
-0.733,7.51E-05,6.73E-06
-0.732,7.54E-05,6.73E-06
-0.731,7.53E-05,6.74E-06
-0.73,7.54E-05,6.75E-06
-0.729,7.59E-05,6.76E-06
-0.728,7.60E-05,6.72E-06
-0.727,7.65E-05,6.68E-06
-0.726,7.65E-05,6.67E-06
-0.725,7.64E-05,6.68E-06
-0.724,7.66E-05,6.67E-06
-0.723,7.67E-05,6.68E-06
-0.722,7.66E-05,6.69E-06
-0.721,7.69E-05,6.68E-06
-0.72,7.72E-05,6.67E-06
-0.719,7.73E-05,6.65E-06
-0.718,7.73E-05,6.65E-06
-0.717,7.81E-05,6.65E-06
-0.716,7.77E-05,6.65E-06
-0.715,7.72E-05,6.66E-06
-0.714,7.77E-05,6.66E-06
-0.713,7.82E-05,6.64E-06
-0.712,7.77E-05,6.63E-06
-0.711,7.79E-05,6.64E-06
-0.71,7.79E-05,6.65E-06
-0.709,7.79E-05,6.64E-06
-0.708,7.82E-05,6.64E-06
-0.707,7.81E-05,6.64E-06
-0.706,7.82E-05,6.64E-06
-0.705,7.85E-05,6.63E-06
-0.704,7.85E-05,6.64E-06
-0.703,7.84E-05,6.64E-06
-0.702,7.86E-05,6.62E-06
-0.701,7.87E-05,6.61E-06
-0.7,7.88E-05,6.61E-06
-0.699,7.86E-05,6.62E-06
-0.698,7.89E-05,6.63E-06
-0.697,7.90E-05,6.63E-06
-0.696,7.88E-05,6.62E-06
-0.695,7.91E-05,6.61E-06
-0.694,7.93E-05,6.60E-06
-0.693,7.89E-05,6.60E-06
-0.692,7.91E-05,6.62E-06
-0.691,7.89E-05,6.63E-06
-0.69,7.83E-05,6.67E-06
-0.689,7.87E-05,6.69E-06
-0.688,7.86E-05,6.68E-06
-0.687,7.91E-05,6.67E-06
-0.686,7.93E-05,6.63E-06
-0.685,7.94E-05,6.63E-06
-0.684,7.94E-05,6.63E-06
-0.683,7.90E-05,6.63E-06
-0.682,7.90E-05,6.64E-06
-0.681,7.92E-05,6.67E-06
-0.68,7.94E-05,6.66E-06
-0.679,7.95E-05,6.63E-06
-0.678,7.96E-05,6.64E-06
-0.677,7.93E-05,6.64E-06
-0.676,7.96E-05,6.63E-06
-0.675,7.96E-05,6.64E-06
-0.674,7.97E-05,6.63E-06
-0.673,7.99E-05,6.61E-06
-0.672,8.01E-05,6.61E-06
-0.671,7.98E-05,6.62E-06
-0.67,8.00E-05,6.61E-06
-0.669,8.00E-05,6.61E-06
-0.668,8.01E-05,6.61E-06
-0.667,7.99E-05,6.61E-06
-0.666,8.02E-05,6.61E-06
-0.665,8.02E-05,6.62E-06
-0.664,7.98E-05,6.63E-06
-0.663,8.02E-05,6.62E-06
-0.662,8.02E-05,6.61E-06
-0.661,8.01E-05,6.61E-06
-0.66,8.03E-05,6.61E-06
-0.659,8.06E-05,6.59E-06
-0.658,8.03E-05,6.59E-06
-0.657,8.04E-05,6.58E-06
-0.656,8.02E-05,6.59E-06
-0.655,8.03E-05,6.61E-06
-0.654,7.99E-05,6.62E-06
-0.653,8.00E-05,6.64E-06
-0.652,8.02E-05,6.65E-06
-0.651,8.00E-05,6.64E-06
-0.65,8.01E-05,6.64E-06
-0.649,8.06E-05,6.63E-06
-0.648,8.01E-05,6.60E-06
-0.647,8.06E-05,6.59E-06
-0.646,8.05E-05,6.60E-06
-0.645,8.00E-05,6.62E-06
-0.644,8.05E-05,6.61E-06
-0.643,8.07E-05,6.61E-06
-0.642,8.04E-05,6.60E-06
-0.641,8.03E-05,6.61E-06
-0.64,8.04E-05,6.61E-06
-0.639,8.03E-05,6.62E-06
-0.638,8.02E-05,6.62E-06
