Apr. 21, 2024   17:03:32
Linear Sweep Voltammetry
File: 2 cd-900-lsv-80ug-n2.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -0.9
Final E (V) = 0.2
Scan Rate (V/s) = 0.01
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
2nd E (V) = 0.234
Sens 2 (A/V) = 1e-4

Results:

Channel 1:
Ep = -0.550V
ip = 1.996e-7A
Ah = 2.642e-7C

Ep = 0.199V
ip = 4.132e-5A
Ah = 4.727e-3C

Ep = -0.441V
ip = 1.310e-7A
Ah = 6.543e-7C

Current 2:

Ep = -0.441V
ip = 1.310e-7A
Ah = 6.543e-7C

Potential/V, i1/A, i2/A
-0.343, 1.420e-4, 1.586e-5
-0.342, 1.420e-4, 1.588e-5
-0.341, 1.419e-4, 1.587e-5
-0.340, 1.418e-4, 1.586e-5
-0.339, 1.418e-4, 1.584e-5
-0.338, 1.417e-4, 1.585e-5
-0.337, 1.416e-4, 1.584e-5
-0.336, 1.414e-4, 1.583e-5
-0.335, 1.414e-4, 1.583e-5
-0.334, 1.414e-4, 1.580e-5
-0.333, 1.413e-4, 1.582e-5
-0.332, 1.411e-4, 1.582e-5
-0.331, 1.409e-4, 1.582e-5
-0.330, 1.408e-4, 1.582e-5
-0.329, 1.407e-4, 1.581e-5
-0.328, 1.406e-4, 1.582e-5
-0.327, 1.405e-4, 1.580e-5
-0.326, 1.404e-4, 1.580e-5
-0.325, 1.403e-4, 1.579e-5
-0.324, 1.401e-4, 1.579e-5
-0.323, 1.400e-4, 1.578e-5
-0.322, 1.399e-4, 1.579e-5
-0.321, 1.397e-4, 1.577e-5
-0.320, 1.398e-4, 1.576e-5
-0.319, 1.397e-4, 1.574e-5
-0.318, 1.395e-4, 1.574e-5
-0.317, 1.394e-4, 1.575e-5
-0.316, 1.392e-4, 1.576e-5
-0.315, 1.390e-4, 1.575e-5
-0.314, 1.390e-4, 1.575e-5
-0.313, 1.390e-4, 1.574e-5
-0.312, 1.388e-4, 1.574e-5
-0.311, 1.387e-4, 1.573e-5
-0.310, 1.386e-4, 1.572e-5
-0.309, 1.385e-4, 1.570e-5
-0.308, 1.384e-4, 1.570e-5
-0.307, 1.384e-4, 1.568e-5
-0.306, 1.383e-4, 1.567e-5
-0.305, 1.381e-4, 1.568e-5
-0.304, 1.380e-4, 1.567e-5
-0.303, 1.378e-4, 1.566e-5
-0.302, 1.376e-4, 1.566e-5
-0.301, 1.375e-4, 1.566e-5
-0.300, 1.374e-4, 1.566e-5
-0.299, 1.372e-4, 1.564e-5
-0.298, 1.371e-4, 1.563e-5
-0.297, 1.370e-4, 1.563e-5
-0.296, 1.368e-4, 1.562e-5
-0.295, 1.367e-4, 1.561e-5
-0.294, 1.367e-4, 1.559e-5
-0.293, 1.364e-4, 1.562e-5
-0.292, 1.362e-4, 1.561e-5
-0.291, 1.361e-4, 1.560e-5
-0.290, 1.360e-4, 1.559e-5
-0.289, 1.358e-4, 1.558e-5
-0.288, 1.358e-4, 1.557e-5
-0.287, 1.356e-4, 1.556e-5
-0.286, 1.354e-4, 1.556e-5
-0.285, 1.353e-4, 1.556e-5
-0.284, 1.351e-4, 1.555e-5
-0.283, 1.349e-4, 1.554e-5
-0.282, 1.347e-4, 1.554e-5
-0.281, 1.347e-4, 1.552e-5
-0.280, 1.345e-4, 1.551e-5
-0.279, 1.343e-4, 1.550e-5
-0.278, 1.341e-4, 1.550e-5
-0.277, 1.340e-4, 1.550e-5
-0.276, 1.339e-4, 1.548e-5
-0.275, 1.338e-4, 1.546e-5
-0.274, 1.337e-4, 1.547e-5
-0.273, 1.335e-4, 1.546e-5
-0.272, 1.333e-4, 1.545e-5
-0.271, 1.332e-4, 1.544e-5
-0.270, 1.331e-4, 1.542e-5
-0.269, 1.329e-4, 1.542e-5
-0.268, 1.328e-4, 1.542e-5
-0.267, 1.325e-4, 1.542e-5
-0.266, 1.324e-4, 1.540e-5
-0.265, 1.322e-4, 1.539e-5
-0.264, 1.320e-4, 1.538e-5
-0.263, 1.319e-4, 1.535e-5
-0.262, 1.318e-4, 1.535e-5
-0.261, 1.316e-4, 1.536e-5
-0.260, 1.314e-4, 1.535e-5
-0.259, 1.313e-4, 1.534e-5
-0.258, 1.312e-4, 1.533e-5
-0.257, 1.311e-4, 1.530e-5
-0.256, 1.310e-4, 1.529e-5
-0.255, 1.308e-4, 1.531e-5
-0.254, 1.305e-4, 1.530e-5
-0.253, 1.303e-4, 1.530e-5
-0.252, 1.302e-4, 1.529e-5
-0.251, 1.300e-4, 1.528e-5
-0.250, 1.298e-4, 1.525e-5
-0.249, 1.297e-4, 1.526e-5
-0.248, 1.294e-4, 1.523e-5
-0.247, 1.293e-4, 1.523e-5
-0.246, 1.293e-4, 1.522e-5
-0.245, 1.290e-4, 1.521e-5
-0.244, 1.289e-4, 1.521e-5
-0.243, 1.288e-4, 1.518e-5
-0.242, 1.286e-4, 1.516e-5
-0.241, 1.285e-4, 1.515e-5
-0.240, 1.283e-4, 1.514e-5
-0.239, 1.281e-4, 1.513e-5
-0.238, 1.279e-4, 1.512e-5
-0.237, 1.279e-4, 1.510e-5
-0.236, 1.277e-4, 1.510e-5
-0.235, 1.275e-4, 1.509e-5
-0.234, 1.274e-4, 1.507e-5
-0.233, 1.272e-4, 1.506e-5
-0.232, 1.271e-4, 1.504e-5
-0.231, 1.269e-4, 1.503e-5
-0.230, 1.268e-4, 1.502e-5
-0.229, 1.266e-4, 1.502e-5
-0.228, 1.264e-4, 1.502e-5
-0.227, 1.263e-4, 1.500e-5
-0.226, 1.261e-4, 1.500e-5
-0.225, 1.259e-4, 1.498e-5
-0.224, 1.258e-4, 1.496e-5
-0.223, 1.256e-4, 1.497e-5
-0.222, 1.254e-4, 1.494e-5
-0.221, 1.253e-4, 1.492e-5
-0.220, 1.251e-4, 1.492e-5
-0.219, 1.250e-4, 1.492e-5
-0.218, 1.249e-4, 1.490e-5
-0.217, 1.247e-4, 1.489e-5
-0.216, 1.244e-4, 1.489e-5
-0.215, 1.243e-4, 1.487e-5
-0.214, 1.241e-4, 1.485e-5
-0.213, 1.240e-4, 1.483e-5
-0.212, 1.238e-4, 1.481e-5
-0.211, 1.237e-4, 1.481e-5
-0.210, 1.235e-4, 1.481e-5
-0.209, 1.233e-4, 1.479e-5
-0.208, 1.232e-4, 1.477e-5
-0.207, 1.231e-4, 1.476e-5
-0.206, 1.229e-4, 1.474e-5
-0.205, 1.229e-4, 1.472e-5
-0.204, 1.229e-4, 1.471e-5
-0.203, 1.226e-4, 1.469e-5
-0.202, 1.224e-4, 1.466e-5
-0.201, 1.223e-4, 1.465e-5
-0.200, 1.220e-4, 1.463e-5
-0.199, 1.219e-4, 1.460e-5
-0.198, 1.218e-4, 1.458e-5
-0.197, 1.216e-4, 1.457e-5
-0.196, 1.214e-4, 1.455e-5
-0.195, 1.213e-4, 1.453e-5
-0.194, 1.211e-4, 1.451e-5
-0.193, 1.210e-4, 1.448e-5
-0.192, 1.210e-4, 1.447e-5
-0.191, 1.209e-4, 1.445e-5
-0.190, 1.207e-4, 1.442e-5
-0.189, 1.206e-4, 1.439e-5
-0.188, 1.205e-4, 1.439e-5
-0.187, 1.203e-4, 1.436e-5
-0.186, 1.203e-4, 1.433e-5
-0.185, 1.203e-4, 1.431e-5
-0.184, 1.201e-4, 1.429e-5
-0.183, 1.200e-4, 1.426e-5
-0.182, 1.200e-4, 1.424e-5
-0.181, 1.199e-4, 1.422e-5
-0.180, 1.199e-4, 1.421e-5
-0.179, 1.198e-4, 1.418e-5
-0.178, 1.197e-4, 1.415e-5
-0.177, 1.196e-4, 1.412e-5
-0.176, 1.195e-4, 1.410e-5
-0.175, 1.195e-4, 1.408e-5
-0.174, 1.194e-4, 1.405e-5
-0.173, 1.193e-4, 1.404e-5
-0.172, 1.193e-4, 1.401e-5
-0.171, 1.192e-4, 1.398e-5
-0.170, 1.192e-4, 1.395e-5
-0.169, 1.191e-4, 1.393e-5
-0.168, 1.191e-4, 1.391e-5
-0.167, 1.191e-4, 1.387e-5
-0.166, 1.192e-4, 1.385e-5
-0.165, 1.191e-4, 1.383e-5
-0.164, 1.191e-4, 1.381e-5
-0.163, 1.191e-4, 1.379e-5
-0.162, 1.191e-4, 1.376e-5
-0.161, 1.191e-4, 1.374e-5
-0.160, 1.192e-4, 1.371e-5
-0.159, 1.192e-4, 1.369e-5
-0.158, 1.192e-4, 1.367e-5
-0.157, 1.192e-4, 1.364e-5
-0.156, 1.193e-4, 1.363e-5
-0.155, 1.193e-4, 1.362e-5
-0.154, 1.195e-4, 1.360e-5
-0.153, 1.197e-4, 1.356e-5
-0.152, 1.196e-4, 1.355e-5
-0.151, 1.196e-4, 1.353e-5
-0.150, 1.197e-4, 1.351e-5
-0.149, 1.197e-4, 1.350e-5
-0.148, 1.198e-4, 1.349e-5
-0.147, 1.199e-4, 1.348e-5
-0.146, 1.200e-4, 1.345e-5
-0.145, 1.201e-4, 1.343e-5
-0.144, 1.203e-4, 1.341e-5
-0.143, 1.204e-4, 1.339e-5
-0.142, 1.205e-4, 1.338e-5
-0.141, 1.206e-4, 1.336e-5
-0.140, 1.208e-4, 1.334e-5
-0.139, 1.208e-4, 1.333e-5
-0.138, 1.210e-4, 1.332e-5
-0.137, 1.212e-4, 1.331e-5
-0.136, 1.213e-4, 1.329e-5
-0.135, 1.215e-4, 1.328e-5
-0.134, 1.217e-4, 1.327e-5
-0.133, 1.218e-4, 1.327e-5
-0.132, 1.220e-4, 1.326e-5
-0.131, 1.222e-4, 1.324e-5
-0.130, 1.225e-4, 1.324e-5
-0.129, 1.226e-4, 1.324e-5
-0.128, 1.229e-4, 1.323e-5
-0.127, 1.231e-4, 1.322e-5
-0.126, 1.232e-4, 1.320e-5
-0.125, 1.234e-4, 1.319e-5
-0.124, 1.236e-4, 1.319e-5
-0.123, 1.238e-4, 1.317e-5
-0.122, 1.241e-4, 1.316e-5
-0.121, 1.243e-4, 1.316e-5
-0.120, 1.245e-4, 1.315e-5
-0.119, 1.248e-4, 1.314e-5
-0.118, 1.251e-4, 1.314e-5
-0.117, 1.253e-4, 1.313e-5
-0.116, 1.255e-4, 1.312e-5
-0.115, 1.258e-4, 1.311e-5
-0.114, 1.260e-4, 1.310e-5
-0.113, 1.262e-4, 1.309e-5
-0.112, 1.265e-4, 1.309e-5
-0.111, 1.268e-4, 1.309e-5
-0.110, 1.270e-4, 1.309e-5
-0.109, 1.273e-4, 1.308e-5
-0.108, 1.277e-4, 1.307e-5
-0.107, 1.279e-4, 1.305e-5
-0.106, 1.282e-4, 1.305e-5
-0.105, 1.285e-4, 1.305e-5
-0.104, 1.288e-4, 1.305e-5
-0.103, 1.291e-4, 1.305e-5
-0.102, 1.296e-4, 1.304e-5
-0.101, 1.298e-4, 1.304e-5
-0.100, 1.300e-4, 1.304e-5
-0.099, 1.303e-4, 1.303e-5
-0.098, 1.305e-4, 1.303e-5
-0.097, 1.308e-4, 1.303e-5
-0.096, 1.311e-4, 1.302e-5
-0.095, 1.314e-4, 1.302e-5
-0.094, 1.316e-4, 1.302e-5
-0.093, 1.319e-4, 1.302e-5
-0.092, 1.322e-4, 1.302e-5
-0.091, 1.324e-4, 1.301e-5
-0.090, 1.328e-4, 1.300e-5
-0.089, 1.331e-4, 1.299e-5
-0.088, 1.332e-4, 1.299e-5
-0.087, 1.336e-4, 1.299e-5
-0.086, 1.339e-4, 1.299e-5
-0.085, 1.342e-4, 1.299e-5
-0.084, 1.345e-4, 1.298e-5
-0.083, 1.347e-4, 1.298e-5
-0.082, 1.350e-4, 1.298e-5
-0.081, 1.352e-4, 1.297e-5
-0.080, 1.355e-4, 1.297e-5
-0.079, 1.359e-4, 1.296e-5
-0.078, 1.361e-4, 1.297e-5
-0.077, 1.364e-4, 1.297e-5
-0.076, 1.367e-4, 1.296e-5
-0.075, 1.368e-4, 1.295e-5
-0.074, 1.371e-4, 1.294e-5
-0.073, 1.374e-4, 1.294e-5
-0.072, 1.375e-4, 1.294e-5
-0.071, 1.378e-4, 1.294e-5
-0.070, 1.381e-4, 1.293e-5
-0.069, 1.383e-4, 1.292e-5
-0.068, 1.386e-4, 1.292e-5
-0.067, 1.388e-4, 1.292e-5
-0.066, 1.390e-4, 1.292e-5
-0.065, 1.393e-4, 1.291e-5
-0.064, 1.395e-4, 1.292e-5
-0.063, 1.397e-4, 1.293e-5
-0.062, 1.399e-4, 1.294e-5
-0.061, 1.401e-4, 1.291e-5
-0.060, 1.404e-4, 1.290e-5
-0.059, 1.406e-4, 1.290e-5
-0.058, 1.408e-4, 1.289e-5
-0.057, 1.410e-4, 1.289e-5
-0.056, 1.412e-4, 1.289e-5
-0.055, 1.413e-4, 1.289e-5
-0.054, 1.417e-4, 1.289e-5
-0.053, 1.418e-4, 1.290e-5
-0.052, 1.419e-4, 1.289e-5
-0.051, 1.423e-4, 1.286e-5
-0.050, 1.424e-4, 1.286e-5
-0.049, 1.425e-4, 1.286e-5
-0.048, 1.427e-4, 1.288e-5
-0.047, 1.428e-4, 1.287e-5
-0.046, 1.430e-4, 1.286e-5
-0.045, 1.431e-4, 1.286e-5
-0.044, 1.433e-4, 1.286e-5
-0.043, 1.434e-4, 1.285e-5
-0.042, 1.436e-4, 1.286e-5
-0.041, 1.437e-4, 1.285e-5
-0.040, 1.439e-4, 1.285e-5
-0.039, 1.442e-4, 1.285e-5
-0.038, 1.443e-4, 1.285e-5
-0.037, 1.444e-4, 1.284e-5
-0.036, 1.445e-4, 1.284e-5
-0.035, 1.446e-4, 1.284e-5
-0.034, 1.448e-4, 1.283e-5
-0.033, 1.449e-4, 1.283e-5
-0.032, 1.450e-4, 1.282e-5
-0.031, 1.452e-4, 1.282e-5
-0.030, 1.452e-4, 1.281e-5
-0.029, 1.454e-4, 1.281e-5
-0.028, 1.456e-4, 1.281e-5
-0.027, 1.457e-4, 1.282e-5
-0.026, 1.459e-4, 1.282e-5
-0.025, 1.460e-4, 1.282e-5
-0.024, 1.460e-4, 1.281e-5
-0.023, 1.461e-4, 1.281e-5
-0.022, 1.464e-4, 1.280e-5
-0.021, 1.464e-4, 1.279e-5
-0.020, 1.465e-4, 1.279e-5
-0.019, 1.467e-4, 1.278e-5
-0.018, 1.468e-4, 1.278e-5
-0.017, 1.469e-4, 1.278e-5
-0.016, 1.470e-4, 1.278e-5
-0.015, 1.471e-4, 1.278e-5
-0.014, 1.473e-4, 1.277e-5
-0.013, 1.474e-4, 1.277e-5
-0.012, 1.475e-4, 1.277e-5
-0.011, 1.476e-4, 1.276e-5
-0.010, 1.478e-4, 1.276e-5
-0.009, 1.479e-4, 1.278e-5
-0.008, 1.480e-4, 1.278e-5
-0.007, 1.481e-4, 1.276e-5
-0.006, 1.483e-4, 1.275e-5
-0.005, 1.484e-4, 1.275e-5
-0.004, 1.484e-4, 1.274e-5
-0.003, 1.486e-4, 1.275e-5
-0.002, 1.486e-4, 1.274e-5
-0.001, 1.488e-4, 1.274e-5
-0.000, 1.494e-4, 1.273e-5
0.001, 1.494e-4, 1.273e-5
0.002, 1.494e-4, 1.274e-5
0.003, 1.495e-4, 1.273e-5
0.004, 1.496e-4, 1.273e-5
0.005, 1.496e-4, 1.273e-5
0.006, 1.498e-4, 1.271e-5
0.007, 1.499e-4, 1.272e-5
0.008, 1.498e-4, 1.273e-5
0.009, 1.501e-4, 1.272e-5
0.010, 1.501e-4, 1.272e-5
0.011, 1.503e-4, 1.271e-5
0.012, 1.504e-4, 1.271e-5
0.013, 1.506e-4, 1.271e-5
0.014, 1.507e-4, 1.272e-5
0.015, 1.507e-4, 1.272e-5
0.016, 1.509e-4, 1.272e-5
0.017, 1.511e-4, 1.271e-5
0.018, 1.511e-4, 1.271e-5
0.019, 1.513e-4, 1.270e-5
0.020, 1.514e-4, 1.270e-5
0.021, 1.515e-4, 1.268e-5
0.022, 1.517e-4, 1.267e-5
0.023, 1.518e-4, 1.267e-5
0.024, 1.520e-4, 1.267e-5
0.025, 1.521e-4, 1.265e-5
0.026, 1.523e-4, 1.264e-5
0.027, 1.523e-4, 1.263e-5
0.028, 1.525e-4, 1.262e-5
0.029, 1.526e-4, 1.262e-5
0.030, 1.527e-4, 1.262e-5
0.031, 1.529e-4, 1.262e-5
0.032, 1.530e-4, 1.261e-5
0.033, 1.532e-4, 1.261e-5
0.034, 1.533e-4, 1.261e-5
0.035, 1.535e-4, 1.262e-5
0.036, 1.536e-4, 1.262e-5
0.037, 1.537e-4, 1.261e-5
0.038, 1.539e-4, 1.262e-5
0.039, 1.540e-4, 1.261e-5
0.040, 1.541e-4, 1.263e-5
0.041, 1.543e-4, 1.263e-5
0.042, 1.545e-4, 1.262e-5
0.043, 1.547e-4, 1.263e-5
0.044, 1.549e-4, 1.262e-5
0.045, 1.551e-4, 1.262e-5
0.046, 1.553e-4, 1.261e-5
0.047, 1.555e-4, 1.260e-5
0.048, 1.556e-4, 1.260e-5
0.049, 1.558e-4, 1.259e-5
0.050, 1.558e-4, 1.258e-5
0.051, 1.561e-4, 1.259e-5
0.052, 1.563e-4, 1.259e-5
0.053, 1.563e-4, 1.259e-5
0.054, 1.565e-4, 1.259e-5
0.055, 1.568e-4, 1.261e-5
0.056, 1.568e-4, 1.260e-5
0.057, 1.571e-4, 1.259e-5
0.058, 1.574e-4, 1.257e-5
0.059, 1.575e-4, 1.258e-5
0.060, 1.577e-4, 1.258e-5
0.061, 1.578e-4, 1.257e-5
0.062, 1.580e-4, 1.257e-5
0.063, 1.581e-4, 1.257e-5
0.064, 1.584e-4, 1.256e-5
0.065, 1.585e-4, 1.256e-5
0.066, 1.587e-4, 1.256e-5
0.067, 1.588e-4, 1.256e-5
0.068, 1.591e-4, 1.256e-5
0.069, 1.593e-4, 1.255e-5
0.070, 1.595e-4, 1.254e-5
0.071, 1.597e-4, 1.254e-5
0.072, 1.599e-4, 1.254e-5
0.073, 1.601e-4, 1.254e-5
0.074, 1.602e-4, 1.254e-5
0.075, 1.604e-4, 1.254e-5
0.076, 1.606e-4, 1.254e-5
0.077, 1.609e-4, 1.253e-5
0.078, 1.611e-4, 1.252e-5
0.079, 1.612e-4, 1.252e-5
0.080, 1.614e-4, 1.252e-5
0.081, 1.617e-4, 1.252e-5
0.082, 1.618e-4, 1.252e-5
0.083, 1.621e-4, 1.252e-5
0.084, 1.624e-4, 1.252e-5
0.085, 1.625e-4, 1.252e-5
0.086, 1.628e-4, 1.251e-5
0.087, 1.630e-4, 1.251e-5
0.088, 1.632e-4, 1.250e-5
0.089, 1.634e-4, 1.251e-5
0.090, 1.637e-4, 1.250e-5
0.091, 1.639e-4, 1.249e-5
0.092, 1.641e-4, 1.249e-5
0.093, 1.643e-4, 1.249e-5
0.094, 1.645e-4, 1.249e-5
0.095, 1.647e-4, 1.248e-5
0.096, 1.650e-4, 1.248e-5
0.097, 1.652e-4, 1.248e-5
0.098, 1.655e-4, 1.247e-5
0.099, 1.658e-4, 1.247e-5
0.100, 1.661e-4, 1.248e-5
0.101, 1.662e-4, 1.247e-5
0.102, 1.667e-4, 1.247e-5
0.103, 1.670e-4, 1.247e-5
0.104, 1.671e-4, 1.246e-5
0.105, 1.674e-4, 1.246e-5
0.106, 1.676e-4, 1.246e-5
0.107, 1.679e-4, 1.245e-5
0.108, 1.681e-4, 1.246e-5
0.109, 1.684e-4, 1.245e-5
0.110, 1.687e-4, 1.245e-5
0.111, 1.689e-4, 1.244e-5
0.112, 1.692e-4, 1.244e-5
0.113, 1.694e-4, 1.244e-5
0.114, 1.697e-4, 1.243e-5
0.115, 1.700e-4, 1.243e-5
0.116, 1.703e-4, 1.243e-5
0.117, 1.706e-4, 1.243e-5
0.118, 1.709e-4, 1.243e-5
0.119, 1.711e-4, 1.243e-5
0.120, 1.715e-4, 1.243e-5
0.121, 1.718e-4, 1.243e-5
0.122, 1.721e-4, 1.243e-5
0.123, 1.725e-4, 1.244e-5
0.124, 1.728e-4, 1.243e-5
0.125, 1.731e-4, 1.242e-5
0.126, 1.734e-4, 1.243e-5
0.127, 1.737e-4, 1.242e-5
0.128, 1.740e-4, 1.242e-5
0.129, 1.744e-4, 1.242e-5
0.130, 1.746e-4, 1.241e-5
0.131, 1.751e-4, 1.238e-5
0.132, 1.754e-4, 1.237e-5
0.133, 1.757e-4, 1.236e-5
0.134, 1.761e-4, 1.236e-5
0.135, 1.764e-4, 1.236e-5
0.136, 1.767e-4, 1.235e-5
0.137, 1.771e-4, 1.235e-5
0.138, 1.775e-4, 1.237e-5
0.139, 1.778e-4, 1.237e-5
0.140, 1.783e-4, 1.237e-5
0.141, 1.787e-4, 1.238e-5
0.142, 1.791e-4, 1.239e-5
0.143, 1.795e-4, 1.239e-5
0.144, 1.799e-4, 1.239e-5
0.145, 1.803e-4, 1.239e-5
0.146, 1.807e-4, 1.238e-5
0.147, 1.813e-4, 1.237e-5
0.148, 1.817e-4, 1.237e-5
0.149, 1.820e-4, 1.236e-5
0.150, 1.825e-4, 1.235e-5
0.151, 1.829e-4, 1.235e-5
0.152, 1.833e-4, 1.236e-5
0.153, 1.837e-4, 1.235e-5
0.154, 1.844e-4, 1.236e-5
0.155, 1.847e-4, 1.235e-5
0.156, 1.852e-4, 1.235e-5
0.157, 1.857e-4, 1.235e-5
0.158, 1.862e-4, 1.234e-5
0.159, 1.867e-4, 1.234e-5
0.160, 1.872e-4, 1.235e-5
0.161, 1.878e-4, 1.234e-5
0.162, 1.882e-4, 1.233e-5
0.163, 1.887e-4, 1.232e-5
0.164, 1.893e-4, 1.232e-5
0.165, 1.897e-4, 1.231e-5
0.166, 1.903e-4, 1.231e-5
0.167, 1.909e-4, 1.230e-5
0.168, 1.914e-4, 1.231e-5
0.169, 1.920e-4, 1.230e-5
0.170, 1.926e-4, 1.230e-5
0.171, 1.932e-4, 1.230e-5
0.172, 1.938e-4, 1.230e-5
0.173, 1.945e-4, 1.230e-5
0.174, 1.950e-4, 1.230e-5
0.175, 1.957e-4, 1.229e-5
0.176, 1.963e-4, 1.229e-5
0.177, 1.968e-4, 1.230e-5
0.178, 1.975e-4, 1.228e-5
0.179, 1.981e-4, 1.228e-5
0.180, 1.989e-4, 1.229e-5
0.181, 1.995e-4, 1.229e-5
0.182, 2.002e-4, 1.228e-5
0.183, 2.009e-4, 1.228e-5
0.184, 2.016e-4, 1.227e-5
0.185, 2.025e-4, 1.225e-5
0.186, 2.033e-4, 1.225e-5
0.187, 2.039e-4, 1.226e-5
0.188, 2.048e-4, 1.227e-5
0.189, 2.055e-4, 1.226e-5
0.190, 2.064e-4, 1.226e-5
0.191, 2.071e-4, 1.225e-5
0.192, 2.081e-4, 1.225e-5
0.193, 2.089e-4, 1.225e-5
0.194, 2.097e-4, 1.225e-5
0.195, 2.106e-4, 1.225e-5
0.196, 2.116e-4, 1.225e-5
0.197, 2.124e-4, 1.224e-5
0.198, 2.134e-4, 1.224e-5
0.199, 2.144e-4, 1.224e-5
