Ewe/V;"I/mA"
2.014164626598358E-001;0.000000000000000E+000
2.309493869543076E-001;0.000000000000000E+000
2.000619173049927E-001;-1.061585818284325E-001
2.016190588474274E-001;-3.606108138711911E-002
2.048494070768356E-001;-1.622070119952540E-002
2.077217400074005E-001;-1.046992653455791E-002
2.108519524335861E-001;-7.171108936018938E-003
2.139582931995392E-001;-4.839941335812961E-003
2.169764637947083E-001;-3.025024176979214E-003
2.201437056064606E-001;-1.464213023378448E-003
2.230612635612488E-001;-4.281046124915017E-005
2.261717170476913E-001;1.163836503244524E-003
2.293489575386047E-001;2.257879311913642E-003
2.323513180017471E-001;3.207132744719218E-003
2.355614304542542E-001;4.169070940706274E-003
2.385977357625961E-001;4.999373158321687E-003
2.416202127933502E-001;5.773254621562206E-003
2.448144555091858E-001;6.477626128618588E-003
2.478232085704803E-001;7.238728135238348E-003
2.509718537330627E-001;7.969649310557464E-003
2.539413869380951E-001;8.695160579041544E-003
2.570963799953461E-001;9.249996222432763E-003
2.601898610591888E-001;9.911782791521856E-003
2.630989849567413E-001;1.061054114747474E-002
2.663461863994598E-001;1.122216686625527E-002
2.693793177604675E-001;1.180468803993884E-002
2.724357545375824E-001;1.235264147462979E-002
2.755854427814484E-001;1.290390007987979E-002
2.786366045475006E-001;1.355528983843041E-002
2.817364931106567E-001;1.418659866233285E-002
2.847854793071747E-001;1.477000544643789E-002
2.879108190536499E-001;1.545245461496272E-002
2.909492254257202E-001;1.596595781180299E-002
2.939929366111755E-001;1.653788982977787E-002
2.970896661281586E-001;1.714033638836501E-002
3.000782430171967E-001;1.775047561899072E-002
3.032131195068359E-001;1.837383711894930E-002
3.062918186187744E-001;1.899672982570255E-002
3.093408346176147E-001;1.966258451642933E-002
3.125562369823456E-001;2.032273006454055E-002
3.155596852302551E-001;2.099898804641717E-002
3.187252879142761E-001;2.170869203826375E-002
3.217679262161255E-001;2.240288047660749E-002
3.248201310634613E-001;2.306976285196194E-002
3.279846906661987E-001;2.379294522011935E-002
3.310050964355469E-001;2.452510521939588E-002
3.341155350208282E-001;2.526966119126592E-002
3.371030986309052E-001;2.598116781392207E-002
3.402019441127777E-001;2.680103153145086E-002
3.433537185192108E-001;2.760298421877672E-002
3.463211357593536E-001;2.845915556971440E-002
3.495588004589081E-001;2.941424213706552E-002
3.526184260845184E-001;3.018216261632178E-002
3.556027710437775E-001;3.108106411008693E-002
3.587429523468018E-001;3.199447698477437E-002
3.617379367351532E-001;3.295168488384237E-002
3.649533092975616E-001;3.388017138220134E-002
3.679451048374176E-001;3.488001884081476E-002
3.710089325904846E-001;3.603606919160796E-002
3.741682171821594E-001;3.707195936703267E-002
3.771229088306427E-001;3.816511016568030E-002
3.802725970745087E-001;3.934467737513614E-002
3.833862841129303E-001;4.051867203184945E-002
3.863843977451324E-001;4.182862397644105E-002
3.894492983818054E-001;4.314011660686556E-002
3.925290703773499E-001;4.459042490050666E-002
3.957010209560394E-001;4.601680108592206E-002
3.988295197486877E-001;4.756127560367152E-002
4.017269909381866E-001;4.923480106466671E-002
4.049328565597534E-001;5.093863116974662E-002
4.079638719558716E-001;5.280498157015490E-002
4.111177921295166E-001;5.507185333985154E-002
4.141074120998383E-001;5.776019237203389E-002
4.171776473522186E-001;6.226274638722729E-002
4.202817976474762E-001;7.250862416843473E-002
4.233943819999695E-001;9.826225095862889E-002
4.265045523643494E-001;1.806451083895199E-001
4.295017123222351E-001;4.294948061833255E-001
4.326200485229492E-001;9.049272354365527E-001
4.357410669326782E-001;1.586637038165430E+000
4.387683272361755E-001;2.315275630577393E+000
4.418443143367767E-001;2.931968184440816E+000
4.448716938495636E-001;3.474456923365807E+000
4.480039477348328E-001;3.975878770596580E+000
4.511428475379944E-001;4.477246962847431E+000
4.541454911231995E-001;4.995972004804841E+000
4.572810828685761E-001;5.529107473091393E+000
4.603098928928375E-001;6.060265103722841E+000
4.633920490741730E-001;6.587770996480547E+000
4.665239751338959E-001;7.110920611083060E+000
4.694514274597168E-001;7.630425768466523E+000
4.726003408432007E-001;8.146083527503777E+000
4.757428765296936E-001;8.657794195320861E+000
4.787815809249878E-001;9.162333874840300E+000
4.818982481956482E-001;9.658522968590233E+000
4.849361777305603E-001;1.015515655345831E+001
4.880542159080505E-001;1.063616097322281E+001
4.910674691200256E-001;1.113594606370256E+001
4.941989779472351E-001;1.161453624335653E+001
4.972532689571381E-001;1.208756356755224E+001
5.002877116203308E-001;1.254917788482766E+001
5.034601688385010E-001;1.300490447934087E+001
5.064995884895325E-001;1.346414676517878E+001
5.096326470375061E-001;1.391847016159208E+001
5.126387476921082E-001;1.436739636311190E+001
5.156583786010742E-001;1.481679013297264E+001
5.188872814178467E-001;1.525773157927900E+001
5.218763351440430E-001;1.569838076248158E+001
5.249759554862976E-001;1.613183379811503E+001
5.280276536941528E-001;1.656285630961460E+001
5.311256051063538E-001;1.697764216636155E+001
5.342578887939453E-001;1.740955574481316E+001
5.373312830924988E-001;1.783131620349060E+001
5.403648018836975E-001;1.825228263144751E+001
5.434282422065735E-001;1.864144833668331E+001
5.465202331542969E-001;1.903633529382321E+001
5.496705770492554E-001;1.941737030132091E+001
5.526453256607056E-001;1.977438180332749E+001
5.558001995086670E-001;2.012369011258394E+001
5.588458180427551E-001;2.044156574622457E+001
5.619736313819885E-001;2.074686773021585E+001
5.650945305824280E-001;2.102396416821910E+001
5.680316686630249E-001;2.128637343106857E+001
5.711887478828430E-001;2.151715971011220E+001
5.742317438125610E-001;2.172230220274679E+001
5.772851109504700E-001;2.191296182890272E+001
5.804409384727478E-001;2.209278933556499E+001
5.833529829978943E-001;2.224266106657194E+001
5.866815447807312E-001;2.238040349612599E+001
5.897017121315002E-001;2.255309284208340E+001
5.927986502647400E-001;2.271800622149568E+001
5.958635210990906E-001;2.272610261383717E+001
5.989157557487488E-001;2.269481784488289E+001
6.020487546920776E-001;2.261585846604780E+001
6.051291823387146E-001;2.249928121585364E+001
6.081138849258423E-001;2.236987117394775E+001
6.112632751464844E-001;2.219912199020683E+001
6.142989993095398E-001;2.200726502829234E+001
6.174073815345764E-001;2.178017471618756E+001
6.205030679702759E-001;2.150397940266703E+001
6.234746575355530E-001;2.118454522659127E+001
6.266534924507141E-001;2.083649024937219E+001
6.297435760498047E-001;2.045407315649560E+001
6.327908039093018E-001;2.005007800243499E+001
6.358694434165955E-001;1.963536719665115E+001
6.389028429985046E-001;1.916649439177951E+001
6.420598030090332E-001;1.868352268151290E+001
6.451532840728760E-001;1.812993697874651E+001
6.481935381889343E-001;1.747786719086145E+001
6.512372493743896E-001;1.697047923335055E+001
6.543176770210266E-001;1.648871603572273E+001
6.575264334678650E-001;1.605212163258238E+001
6.605001688003540E-001;1.561853250062242E+001
6.635754704475403E-001;1.520864802957945E+001
6.666023135185242E-001;1.484255664087900E+001
6.697316169738770E-001;1.452618830339384E+001
6.728133559226990E-001;1.433787375912561E+001
6.758021712303162E-001;1.422471921976907E+001
6.789844036102295E-001;1.433955649945293E+001
6.821044683456421E-001;1.430209884712710E+001
6.852180957794189E-001;1.431476716771681E+001
6.882734894752502E-001;1.438068377237664E+001
6.912805438041687E-001;1.451669027513421E+001
6.943577527999878E-001;1.469364786156066E+001
6.975390315055847E-001;1.493876868116894E+001
7.005221843719482E-001;1.524839051445537E+001
7.036222815513611E-001;1.560264374948692E+001
7.066782712936401E-001;1.599761812961125E+001
7.098239660263062E-001;1.645299091583746E+001
7.129199504852295E-001;1.697738150562395E+001
7.159078121185303E-001;1.749873466252882E+001
7.190136313438416E-001;1.804919157782359E+001
7.220925092697144E-001;1.861569721227119E+001
7.251584529876709E-001;1.916595430732687E+001
7.282899022102356E-001;1.976926965964890E+001
7.312923669815063E-001;2.041469054600952E+001
7.344646453857422E-001;2.104017807098417E+001
7.375056147575378E-001;2.161823805116694E+001
7.405866384506226E-001;2.227312418310987E+001
7.436860799789429E-001;2.306426968639462E+001
7.467038035392761E-001;2.367230070562817E+001
7.498960494995117E-001;2.424257641474728E+001
7.528571486473084E-001;2.482403009606040E+001
7.560600042343140E-001;2.541924245921055E+001
7.590892910957336E-001;2.593340945014410E+001
7.620481252670288E-001;2.648704920279105E+001
7.652751207351685E-001;2.718307071762212E+001
7.683214545249939E-001;2.763019931195741E+001
7.713714838027954E-001;2.809507573351149E+001
7.744916677474976E-001;2.856521501422242E+001
7.775811553001404E-001;2.901083887564880E+001
7.806968688964844E-001;2.944198180656434E+001
7.837179303169250E-001;2.986631636486294E+001
7.867566347122192E-001;3.027651512354493E+001
7.898397445678711E-001;3.074409848475221E+001
7.929768562316895E-001;3.112919004904131E+001
7.961093187332153E-001;3.148379256595337E+001
7.990646958351135E-001;3.187827948536051E+001
8.022030591964722E-001;3.230970530602838E+001
8.052970767021179E-001;3.314569993064742E+001
8.083558082580566E-001;3.346545542894580E+001
8.114826083183289E-001;3.532087025865161E+001
8.145228028297424E-001;3.542159706378641E+001
8.176432251930237E-001;3.551914542618988E+001
8.206569552421570E-001;3.569191218635603E+001
8.237421512603760E-001;3.588815160109755E+001
8.268314003944397E-001;3.601666627252499E+001
8.299120664596558E-001;3.612920621565104E+001
8.330648541450500E-001;3.646242069347596E+001
8.361110091209412E-001;3.672468901174909E+001
8.391070961952209E-001;3.689162898104200E+001
8.422390222549438E-001;3.711768771367042E+001
8.453117609024048E-001;3.743577658993485E+001
8.484166860580444E-001;3.757982159403304E+001
8.514403104782104E-001;3.766257441710349E+001
8.544415235519409E-001;3.792168323090937E+001
8.576481342315674E-001;3.827568062163393E+001
8.606508970260620E-001;3.845438801194521E+001
8.638662695884705E-001;3.846199923683798E+001
8.668850660324097E-001;3.857076483597803E+001
8.698959350585938E-001;3.873313928026695E+001
8.730331659317017E-001;3.935447457558951E+001
8.760991096496582E-001;3.986228671708398E+001
8.792530298233032E-001;4.022622933468688E+001
8.823135495185852E-001;4.028587954636487E+001
8.853180408477783E-001;4.031985618249894E+001
8.884639143943787E-001;4.043209958837531E+001
8.914378881454468E-001;4.126637201709087E+001
8.946450352668762E-001;4.184448169890806E+001
8.976209163665771E-001;4.181525116177801E+001
8.995901942253113E-001;4.187489170633296E+001
8.997809290885925E-001;4.186859020944360E+001
