Ewe/V;"I/mA"
-2.016658931970596E-001;0.000000000000000E+000
1.515998155809939E-003;0.000000000000000E+000
1.001879945397377E-001;1.559967912823318E+000
1.018087863922119E-001;8.989421308635794E-001
1.049310043454170E-001;6.776456474614747E-001
1.079421639442444E-001;5.862417113589533E-001
1.110529527068138E-001;5.252097812578087E-001
1.141033321619034E-001;4.770136632498190E-001
1.173830479383469E-001;4.339673284118057E-001
1.206248775124550E-001;3.952963569198165E-001
1.236187890172005E-001;3.622694241084377E-001
1.267531812191010E-001;3.319080494076607E-001
1.298745572566986E-001;3.038654527365203E-001
1.330319941043854E-001;2.775808587620064E-001
1.359678953886032E-001;2.533197448362849E-001
1.391136646270752E-001;2.307429723232062E-001
1.421547085046768E-001;2.100090525925939E-001
1.452430337667465E-001;1.917453508280316E-001
1.482849419116974E-001;1.750922300224667E-001
1.513565033674240E-001;1.605673753214205E-001
1.545160561800003E-001;1.478758841674459E-001
1.575579792261124E-001;1.367399813622481E-001
1.606825292110443E-001;1.278688118342881E-001
1.637613028287888E-001;1.198706788985686E-001
1.667917668819427E-001;1.133622928823050E-001
1.698781549930573E-001;1.084085234565086E-001
1.730451583862305E-001;1.043041641333085E-001
1.760308593511581E-001;1.010976859387154E-001
1.791480332612991E-001;9.867664254468089E-002
1.822041720151901E-001;9.701042084615508E-002
1.852000206708908E-001;9.590820223356687E-002
1.883415430784225E-001;9.526117664929101E-002
1.914459764957428E-001;9.501346291071999E-002
1.946189403533936E-001;9.525626996764502E-002
1.976389586925507E-001;9.544901470940309E-002
2.006575316190720E-001;9.580592581954739E-002
2.038179785013199E-001;9.660099022678614E-002
2.068377882242203E-001;9.734116018079653E-002
2.099072188138962E-001;9.840015400954494E-002
2.130330502986908E-001;9.947623122456739E-002
2.160355448722839E-001;1.004891800761754E-001
2.191166728734970E-001;1.015590029153353E-001
2.222306132316589E-001;1.026968231989880E-001
2.253435552120209E-001;1.040668935581366E-001
2.284532785415649E-001;1.054091963066094E-001
2.314569950103760E-001;1.065065421100113E-001
2.345654070377350E-001;1.075670078864390E-001
2.377315908670425E-001;1.092166188240582E-001
2.406833916902542E-001;1.105927723888309E-001
2.438355684280396E-001;1.120362565577854E-001
2.468689531087875E-001;1.134639208231718E-001
2.500412166118622E-001;1.149508769246244E-001
